occupation_id_onet,n_tasks_used,within_occupation_task_spread__mean_dist_to_occ_center,within_occupation_task_spread__median_dist_to_occ_center,within_occupation_task_spread__rt_weighted_mean_dist_to_occ_center,occupation_title,job_family,nearest_neighbor_sanity__share_of_10_nearest_occupations_in_same_job_family
11-3051.04,19,0.1217950810833384,0.11725512909102132,0.12011413997182252,Biomass Power Plant Managers,Management,0.2
11-3051.06,18,0.09984091827004886,0.0709739357223025,0.10155640651589123,Hydroelectric Production Managers,Management,0.1
11-3061.00,18,0.11078171270065326,0.1009518026804003,0.11168520628983607,Purchasing Managers,Management,0.0
11-3071.04,30,0.08589826351116867,0.07888414480801531,0.0853772423678259,Supply Chain Managers,Management,0.0
11-3111.00,22,0.08187359956738545,0.0693641349228856,0.08005930219680449,Compensation and Benefits Managers,Management,0.2
11-3121.00,26,0.0929470591550151,0.08092547736411626,0.09174752703502274,Human Resources Managers,Management,0.3
11-3131.00,12,0.10848475776786504,0.10151613632981762,0.10970960757981608,Training and Development Managers,Management,0.2
11-9021.00,25,0.1160371560950464,0.10685552974799035,0.11649167864665118,Construction Managers,Management,0.0
11-9031.00,17,0.11395056885434694,0.10262976401208258,0.11307660460264923,"Education and Childcare Administrators, Preschool and Daycare",Management,0.0
11-9032.00,32,0.11524136923081602,0.1000456424053447,0.11687772513338365,"Education Administrators, Kindergarten through Secondary",Management,0.0
11-9033.00,27,0.09113550893982278,0.07918450910465026,0.09549967734415826,"Education Administrators, Postsecondary",Management,0.0
11-9041.00,19,0.0993176134655913,0.08479357372507629,0.09378485514183693,Architectural and Engineering Managers,Management,0.1
11-9041.01,18,0.0702305146188168,0.06805570509931727,0.07012787198739995,Biofuels/Biodiesel Technology and Product Development Managers,Management,0.1
11-9051.00,28,0.12104496205719555,0.10755777357861904,0.12270850307211421,Food Service Managers,Management,0.1
11-9071.00,19,0.08371927128391236,0.08124862954896345,0.08085135214822925,Gambling Managers,Management,0.1
11-9072.00,17,0.12612493176083134,0.1257724884464174,0.11741619244112321,"Entertainment and Recreation Managers, Except Gambling",Management,0.1
11-9081.00,24,0.09113668053565009,0.0928960144083248,0.09114342543301886,Lodging Managers,Management,0.1
11-9111.00,18,0.10501587449457883,0.10002290811172362,0.1054340479394559,Medical and Health Services Managers,Management,0.2
11-9121.00,16,0.08323677757070515,0.07586324221426616,0.08467245237273846,Natural Sciences Managers,Management,0.0
11-9121.01,33,0.09191218716939151,0.0858234226705925,0.09140550686632745,Clinical Research Coordinators,Management,0.1
11-9121.02,21,0.08793595642333363,0.09130166467803355,0.08693296229216753,Water Resource Specialists,Management,0.0
11-9131.00,13,0.07379486372913188,0.05829367420415836,0.06097712573807466,Postmasters and Mail Superintendents,Management,0.2
11-9141.00,27,0.11381253647086569,0.10517863841732746,0.11350714637753077,"Property, Real Estate, and Community Association Managers",Management,0.0
11-9151.00,16,0.08902814713354765,0.0703960330685526,0.08957499345923371,Social and Community Service Managers,Management,0.0
11-9161.00,23,0.08332526825619502,0.077331027658583,0.0816609809242955,Emergency Management Directors,Management,0.0
11-9171.00,23,0.09705452306423407,0.10505765893854016,0.0967184785850746,Funeral Home Managers,Management,0.2
11-9179.01,24,0.1278819815405752,0.11817943256899299,0.12860148973510663,Fitness and Wellness Coordinators,Management,0.3
11-9179.02,21,0.09884922531496539,0.09795657298598164,0.09893821540940359,Spa Managers,Management,0.1
11-9199.01,27,0.07526180870190174,0.07164065685401935,0.0746030226046126,Regulatory Affairs Managers,Management,0.1
11-9199.02,29,0.07173666976669658,0.05388416974600615,0.06842999623976002,Compliance Managers,Management,0.2
11-9199.08,27,0.08761027902583202,0.09242338130306102,0.08776776863227492,Loss Prevention Managers,Management,0.0
11-9199.09,16,0.10156278677477636,0.08814213579162511,0.10202699362715918,Wind Energy Operations Managers,Management,0.0
11-9199.10,15,0.09426040225298611,0.10118837867213155,0.09404182978485366,Wind Energy Development Managers,Management,0.0
11-9199.11,23,0.09200944730928304,0.08257342639845754,0.09129017682239865,Brownfield Redevelopment Specialists and Site Managers,Management,0.0
13-1011.00,14,0.10523478764631569,0.09731592962980595,0.10292104883548438,"Agents and Business Managers of Artists, Performers, and Athletes",Business and Financial Operations,0.0
13-1021.00,12,0.11857229488015564,0.1100242842553781,0.11591356039341184,"Buyers and Purchasing Agents, Farm Products",Business and Financial Operations,0.0
13-1022.00,20,0.11129263020501597,0.0925363696879466,0.10786649058605285,"Wholesale and Retail Buyers, Except Farm Products",Business and Financial Operations,0.1
13-1023.00,19,0.10949996755641712,0.0972362887180322,0.10868899096296619,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Business and Financial Operations,0.0
13-1031.00,27,0.0800106191160879,0.07972818417222235,0.08206393486293681,"Claims Adjusters, Examiners, and Investigators",Business and Financial Operations,0.2
13-1032.00,7,0.04305456723373608,0.04043390119520383,0.04357506296336076,"Insurance Appraisers, Auto Damage",Business and Financial Operations,0.0
13-1041.01,26,0.08778912698491308,0.07588380522348898,0.08252304140459726,Environmental Compliance Inspectors,Business and Financial Operations,0.1
13-1041.03,18,0.07999710481470662,0.0840332958412332,0.07559367150931892,Equal Opportunity Representatives and Officers,Business and Financial Operations,0.0
13-1041.04,13,0.07303495553435321,0.06310035372069643,0.06698149476743633,Government Property Inspectors and Investigators,Business and Financial Operations,0.1
13-1041.06,20,0.0830607843540953,0.07005970858323327,0.08503980529772713,Coroners,Business and Financial Operations,0.0
13-1041.07,30,0.09781083841044898,0.08639367377248569,0.09542997258236897,Regulatory Affairs Specialists,Business and Financial Operations,0.2
13-1041.08,23,0.09701343009407518,0.09872127668406003,0.09778224281288546,Customs Brokers,Business and Financial Operations,0.0
13-1051.00,14,0.07821602057724686,0.0844773426180284,0.07724043104971272,Cost Estimators,Business and Financial Operations,0.1
13-1071.00,26,0.08824964114271067,0.06729063852652928,0.0838013020351565,Human Resources Specialists,Business and Financial Operations,0.2
13-1074.00,7,0.0818433043477815,0.05769486662813919,0.08270190470858832,Farm Labor Contractors,Business and Financial Operations,0.0
13-1075.00,28,0.0797757993803326,0.0824626889300486,0.08125113479879456,Labor Relations Specialists,Business and Financial Operations,0.1
13-1081.00,22,0.12031226751376209,0.11878532202183978,0.11950283633413526,Logisticians,Business and Financial Operations,0.2
13-1081.01,30,0.07208386294270519,0.06428199964059711,0.07106815295999003,Logistics Engineers,Business and Financial Operations,0.1
13-1081.02,31,0.07464117193439233,0.07397324434296727,0.07413415482958986,Logistics Analysts,Business and Financial Operations,0.0
13-1111.00,11,0.09797429228906024,0.10466255848139315,0.09446142799953657,Management Analysts,Business and Financial Operations,0.1
13-1121.00,21,0.08249695308299763,0.060768017259875844,0.08209775034685882,"Meeting, Convention, and Event Planners",Business and Financial Operations,0.2
13-1131.00,28,0.08609416511819101,0.08320308147854984,0.0854711424917804,Fundraisers,Business and Financial Operations,0.0
13-1141.00,22,0.10851884847521606,0.08762814111858289,0.11056837848565977,"Compensation, Benefits, and Job Analysis Specialists",Business and Financial Operations,0.3
13-1151.00,20,0.09907846159016075,0.1044591383409969,0.10017156304211722,Training and Development Specialists,Business and Financial Operations,0.2
13-1161.00,13,0.05540077711909682,0.04601364846137127,0.054214470478562454,Market Research Analysts and Marketing Specialists,Business and Financial Operations,0.1
13-1161.01,36,0.09294768602217907,0.09441692495219804,0.0930423904338379,Search Marketing Strategists,Business and Financial Operations,0.2
13-1199.04,21,0.0661333653855859,0.06083803089043657,0.06787926159337966,Business Continuity Planners,Business and Financial Operations,0.2
13-1199.05,14,0.0788879091569489,0.07847031122353826,0.07908071474658468,Sustainability Specialists,Business and Financial Operations,0.0
13-1199.06,34,0.08364944340524491,0.07999663097303311,0.08473044948976381,Online Merchants,Business and Financial Operations,0.1
13-1199.07,23,0.10421178603852996,0.08643131518368341,0.09885598011103805,Security Management Specialists,Business and Financial Operations,0.0
13-2022.00,14,0.08474307545278492,0.09226375421302173,0.08713167926807781,Appraisers of Personal and Business Property,Business and Financial Operations,0.0
13-2023.00,28,0.08126614869676756,0.07852856014180885,0.08168235504695662,Appraisers and Assessors of Real Estate,Business and Financial Operations,0.2
13-2031.00,13,0.07450555835027968,0.07560800528505106,0.07507091512841163,Budget Analysts,Business and Financial Operations,0.2
13-2041.00,11,0.10566341589179565,0.09753038898480167,0.09793869350184316,Credit Analysts,Business and Financial Operations,0.2
13-2052.00,21,0.09864789218772736,0.10075363915452067,0.09544781686733948,Personal Financial Advisors,Business and Financial Operations,0.0
13-2053.00,7,0.07204630665499669,0.07511678673570575,0.07308383335741628,Insurance Underwriters,Business and Financial Operations,0.1
13-2061.00,17,0.06910715937173313,0.06538834002593229,0.06960606340254574,Financial Examiners,Business and Financial Operations,0.0
13-2071.00,23,0.0785664613155447,0.07142172290800561,0.07775856569063916,Credit Counselors,Business and Financial Operations,0.1
13-2072.00,17,0.08135939616660942,0.06175888672311229,0.07873422686589188,Loan Officers,Business and Financial Operations,0.1
13-2081.00,21,0.09971851067961397,0.09574879489992567,0.0946572036969047,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations,0.1
13-2082.00,12,0.11075549579347205,0.11165851931272452,0.1100321949464192,Tax Preparers,Business and Financial Operations,0.2
13-2099.01,21,0.0650738752268104,0.06414198467549498,0.06306350257188988,Financial Quantitative Analysts,Business and Financial Operations,0.1
13-2099.04,23,0.08160557683788876,0.07601292567220092,0.08008969434971253,"Fraud Examiners, Investigators and Analysts",Business and Financial Operations,0.1
15-1211.00,22,0.10578263987930572,0.10129728609446043,0.10789297575644402,Computer Systems Analysts,Computer and Mathematical,0.3
15-1211.01,17,0.0740229231063256,0.06657808285751393,0.07306947934484906,Health Informatics Specialists,Computer and Mathematical,0.0
15-1212.00,11,0.06536056527026922,0.07412387061712979,0.06606397357596888,Information Security Analysts,Computer and Mathematical,0.1
15-1221.00,15,0.10948941069728473,0.10225912605317747,0.10925742777526595,Computer and Information Research Scientists,Computer and Mathematical,0.0
15-1231.00,26,0.10528733109639682,0.09957940955218034,0.1050992605574333,Computer Network Support Specialists,Computer and Mathematical,0.0
15-1232.00,16,0.08829785225102535,0.08269601240151497,0.08965027746041661,Computer User Support Specialists,Computer and Mathematical,0.0
15-1241.00,33,0.11325581696091619,0.09549130578831375,0.11228714576433164,Computer Network Architects,Computer and Mathematical,0.1
15-1241.01,26,0.0999120895200494,0.08716447509740294,0.09910278695464889,Telecommunications Engineering Specialists,Computer and Mathematical,0.0
15-1242.00,18,0.08612593469560631,0.0750192508998427,0.08792742179458522,Database Administrators,Computer and Mathematical,0.2
15-1243.00,25,0.087906080629974,0.07463973183847337,0.0863706529536942,Database Architects,Computer and Mathematical,0.3
15-1243.01,18,0.06908205088967675,0.059354113889240986,0.06968755419720532,Data Warehousing Specialists,Computer and Mathematical,0.0
15-1244.00,20,0.10431779253374565,0.11024718971555354,0.10306689293657488,Network and Computer Systems Administrators,Computer and Mathematical,0.0
15-1251.00,17,0.08530012372719568,0.08116897459892997,0.08553570596106248,Computer Programmers,Computer and Mathematical,0.0
15-1252.00,17,0.12455511515775104,0.13404958538993544,0.1186931945403752,Software Developers,Computer and Mathematical,0.2
15-1253.00,27,0.079419547307453,0.07674532294807378,0.07837420365997692,Software Quality Assurance Analysts and Testers,Computer and Mathematical,0.2
15-1254.00,27,0.10031883897209783,0.09584470683437582,0.1015005798060731,Web Developers,Computer and Mathematical,0.4
15-1255.01,24,0.06773188671591025,0.06352314226011582,0.06739225042193749,Video Game Designers,Computer and Mathematical,0.2
15-1299.01,35,0.0851864357109174,0.07335880428891192,0.08371416173297842,Web Administrators,Computer and Mathematical,0.3
15-1299.03,23,0.06609570244578682,0.06175084556357136,0.06565214243788361,Document Management Specialists,Computer and Mathematical,0.1
15-1299.05,20,0.08653537586630566,0.07172965880676924,0.0859242953898157,Information Security Engineers,Computer and Mathematical,0.2
15-1299.08,28,0.09812863095908468,0.09289842348294775,0.0992566094895707,Computer Systems Engineers/Architects,Computer and Mathematical,0.0
15-1299.09,21,0.09343815532636235,0.07864635179487142,0.09332596481111889,Information Technology Project Managers,Computer and Mathematical,0.3
15-2011.00,15,0.08668421727881857,0.08683945310271754,0.08977118427731673,Actuaries,Computer and Mathematical,0.1
15-2021.00,12,0.07482724568118403,0.05053803640887247,0.07412515873442822,Mathematicians,Computer and Mathematical,0.2
15-2031.00,17,0.08521061368021886,0.08420850773010492,0.0854977488900917,Operations Research Analysts,Computer and Mathematical,0.1
15-2041.00,19,0.08416850816984382,0.08460087598197502,0.08247605544531739,Statisticians,Computer and Mathematical,0.2
15-2041.01,25,0.07990340073215113,0.06911720731552162,0.08061001579416258,Biostatisticians,Computer and Mathematical,0.0
15-2051.01,17,0.07217094074709052,0.06653910828089511,0.07175425582188147,Business Intelligence Analysts,Computer and Mathematical,0.1
15-2051.02,21,0.0744848584890969,0.05869747935310175,0.07417555254255324,Clinical Data Managers,Computer and Mathematical,0.2
15-2099.01,19,0.10344008927850662,0.08637905941238778,0.1029600569832558,Bioinformatics Technicians,Computer and Mathematical,0.2
17-1011.00,24,0.09209754042657424,0.08603466280234079,0.09176254482611089,"Architects, Except Landscape and Naval",Architecture and Engineering,0.2
17-1012.00,19,0.08494897383277533,0.09164115480871499,0.08453311626081413,Landscape Architects,Architecture and Engineering,0.3
17-1021.00,14,0.06873444106955671,0.05563396700966948,0.06706880697986387,Cartographers and Photogrammetrists,Architecture and Engineering,0.5
17-1022.00,24,0.09606607606806539,0.08948037039792461,0.0959721639077909,Surveyors,Architecture and Engineering,0.4
17-1022.01,16,0.08281761434453343,0.08173510761733618,0.08256620817162291,Geodetic Surveyors,Architecture and Engineering,0.5
17-2011.00,14,0.09663322504993728,0.09442029102873575,0.10056006973363338,Aerospace Engineers,Architecture and Engineering,0.3
17-2021.00,14,0.11821437993907688,0.1357243285861742,0.11673569340856797,Agricultural Engineers,Architecture and Engineering,0.0
17-2031.00,30,0.09294261395907953,0.08582754408227772,0.09159614281369888,Bioengineers and Biomedical Engineers,Architecture and Engineering,0.3
17-2041.00,14,0.07739615849955116,0.07235159460278834,0.07694371898038735,Chemical Engineers,Architecture and Engineering,0.6
17-2051.00,16,0.10457712279007407,0.10438154001474684,0.10492083182465489,Civil Engineers,Architecture and Engineering,0.4
17-2051.01,26,0.1068197685641999,0.11207444568200259,0.105379875516265,Transportation Engineers,Architecture and Engineering,0.4
17-2051.02,28,0.08968267649428906,0.08445675695450165,0.08962061240589962,Water/Wastewater Engineers,Architecture and Engineering,0.4
17-2061.00,18,0.11188262485551997,0.12248422796848002,0.11047560114812256,Computer Hardware Engineers,Architecture and Engineering,0.4
17-2071.00,22,0.10516153962602015,0.0999315145488463,0.11097600735009228,Electrical Engineers,Architecture and Engineering,0.2
17-2072.00,20,0.1114699933482195,0.09238382486227195,0.11340216687848327,"Electronics Engineers, Except Computer",Architecture and Engineering,0.3
17-2072.01,21,0.07972078728834557,0.07871935508028766,0.07984867811291801,Radio Frequency Identification Device Specialists,Architecture and Engineering,0.5
17-2081.00,29,0.09566540891240052,0.09351685733540165,0.09564799176524615,Environmental Engineers,Architecture and Engineering,0.0
17-2111.02,14,0.08068787406914611,0.08195665780443634,0.08060932060030475,Fire-Prevention and Protection Engineers,Architecture and Engineering,0.0
17-2112.00,20,0.08682352624924115,0.08925145274860868,0.08801093308135187,Industrial Engineers,Architecture and Engineering,0.7
17-2112.01,26,0.10001975235965124,0.08882197075303538,0.10088586811272478,Human Factors Engineers and Ergonomists,Architecture and Engineering,0.3
17-2112.02,21,0.11255907970418462,0.09398646295614971,0.11010607774744303,Validation Engineers,Architecture and Engineering,0.3
17-2112.03,24,0.10198766577192547,0.10116741802830442,0.0992020363769149,Manufacturing Engineers,Architecture and Engineering,0.7
17-2121.00,30,0.13707870123700117,0.13181674803501914,0.13170549662498415,Marine Engineers and Naval Architects,Architecture and Engineering,0.2
17-2131.00,21,0.12635224218236868,0.12512761864720198,0.12407034189376874,Materials Engineers,Architecture and Engineering,0.4
17-2141.00,28,0.11993188692703749,0.10450093873650168,0.11815812038340547,Mechanical Engineers,Architecture and Engineering,0.2
17-2141.01,26,0.08614130565727152,0.08008634849793647,0.08686242078123299,Fuel Cell Engineers,Architecture and Engineering,0.6
17-2141.02,25,0.08273469190291272,0.078346370997111,0.08247611129162048,Automotive Engineers,Architecture and Engineering,0.3
17-2151.00,18,0.10041762168002638,0.09400587126114361,0.09904297233915786,"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering,0.2
17-2161.00,20,0.10516778797445284,0.10534409348123017,0.10561857608320106,Nuclear Engineers,Architecture and Engineering,0.2
17-2171.00,23,0.12080003538380782,0.12300214803046139,0.11633033954158771,Petroleum Engineers,Architecture and Engineering,0.1
17-2199.03,21,0.0849772901536891,0.07463760144463319,0.08438893325254294,"Energy Engineers, Except Wind and Solar",Architecture and Engineering,0.3
17-2199.05,23,0.09984708339018214,0.09528869017714811,0.10348722354330202,Mechatronics Engineers,Architecture and Engineering,0.4
17-2199.06,25,0.08382000537272566,0.07783341236448704,0.08154494857356157,Microsystems Engineers,Architecture and Engineering,0.8
17-2199.07,26,0.09487353417333347,0.08124928815544928,0.0959334606393849,Photonics Engineers,Architecture and Engineering,0.3
17-2199.08,24,0.08367173284126948,0.06944161615390813,0.08529065727036313,Robotics Engineers,Architecture and Engineering,0.0
17-2199.09,25,0.08529747582078334,0.08244217090859485,0.08861140904429586,Nanosystems Engineers,Architecture and Engineering,0.3
17-2199.10,16,0.08807325092641674,0.07514457304632033,0.08686355598653484,Wind Energy Engineers,Architecture and Engineering,0.6
17-2199.11,13,0.07845996868320489,0.062145640659320295,0.07824769725096738,Solar Energy Systems Engineers,Architecture and Engineering,0.5
17-3012.00,27,0.09720417859754578,0.09096918228020832,0.09913836104924512,Electrical and Electronics Drafters,Architecture and Engineering,0.3
17-3013.00,15,0.09176701054714648,0.10050543349894009,0.0914810787468715,Mechanical Drafters,Architecture and Engineering,0.3
17-3021.00,11,0.09649203084716565,0.09632158376084261,0.10189094969610328,Aerospace Engineering and Operations Technologists and Technicians,Architecture and Engineering,0.3
17-3022.00,14,0.11075543325389857,0.10335327081383844,0.11150460191286131,Civil Engineering Technologists and Technicians,Architecture and Engineering,0.6
17-3024.00,26,0.13713640657898724,0.12476792875720809,0.12435666422112916,Electro-Mechanical and Mechatronics Technologists and Technicians,Architecture and Engineering,0.0
17-3024.01,22,0.11076517288574945,0.10589032272567939,0.10880655953308421,Robotics Technicians,Architecture and Engineering,0.0
17-3025.00,26,0.11068438586310368,0.10358945481695912,0.1108499672567836,Environmental Engineering Technologists and Technicians,Architecture and Engineering,0.4
17-3026.00,7,0.07763639890180096,0.0793263177537495,0.07985466229082912,Industrial Engineering Technologists and Technicians,Architecture and Engineering,0.8
17-3026.01,25,0.09696696582511123,0.10450270274854873,0.09584524489285177,Nanotechnology Engineering Technologists and Technicians,Architecture and Engineering,0.8
17-3027.00,26,0.12200840477307437,0.12115595954943631,0.12176852578970013,Mechanical Engineering Technologists and Technicians,Architecture and Engineering,0.4
17-3027.01,18,0.09495490416460373,0.08097119058570251,0.09545160336630802,Automotive Engineering Technicians,Architecture and Engineering,0.3
17-3029.01,16,0.10504016091672515,0.1004265912186475,0.10742694591692856,Non-Destructive Testing Specialists,Architecture and Engineering,0.8
17-3029.08,24,0.10179220890512804,0.09475966149223,0.1045346945649239,Photonics Technicians,Architecture and Engineering,0.0
19-1011.00,9,0.09159117426575551,0.10045835987202467,0.09246773325558094,Animal Scientists,"Life, Physical, and Social Science",0.6
19-1012.00,13,0.07254078365729512,0.05975174116811904,0.07249336603280887,Food Scientists and Technologists,"Life, Physical, and Social Science",0.0
19-1013.00,27,0.08163900520022892,0.06854836420160222,0.08482588252343513,Soil and Plant Scientists,"Life, Physical, and Social Science",0.4
19-1021.00,24,0.09675248186844303,0.08550662143010734,0.10023949932695073,Biochemists and Biophysicists,"Life, Physical, and Social Science",0.3
19-1022.00,14,0.08459642142898076,0.07392760085742975,0.08660665613920113,Microbiologists,"Life, Physical, and Social Science",0.1
19-1023.00,14,0.11105861496153188,0.09703343593931639,0.11271521130239985,Zoologists and Wildlife Biologists,"Life, Physical, and Social Science",0.0
19-1029.01,20,0.07199925669500326,0.06844109029721944,0.07143931598470522,Bioinformatics Scientists,"Life, Physical, and Social Science",0.7
19-1029.02,22,0.1028548298554659,0.08937427690022852,0.1051004385475869,Molecular and Cellular Biologists,"Life, Physical, and Social Science",0.1
19-1029.03,24,0.09989778113663773,0.10335759630393775,0.09885131718172746,Geneticists,"Life, Physical, and Social Science",0.6
19-1029.04,22,0.11361590652156925,0.0978038036659813,0.11163791590685346,Biologists,"Life, Physical, and Social Science",0.5
19-1031.00,30,0.10461561590591423,0.09095409194945898,0.10470001179209805,Conservation Scientists,"Life, Physical, and Social Science",0.3
19-1031.02,16,0.07415769556569923,0.062371631667008674,0.07584377753819849,Range Managers,"Life, Physical, and Social Science",0.1
19-1031.03,20,0.11227386524520674,0.08844856982968188,0.11170547827626076,Park Naturalists,"Life, Physical, and Social Science",0.0
19-1032.00,25,0.13301497380681798,0.122201494842118,0.13213908657531612,Foresters,"Life, Physical, and Social Science",0.0
19-1041.00,16,0.11198951169506638,0.1010374254580873,0.10912550481700703,Epidemiologists,"Life, Physical, and Social Science",0.5
19-1042.00,14,0.10295770397481717,0.08794882647581162,0.10867032744787629,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",0.1
19-2011.00,17,0.10926602518567449,0.08792688852143293,0.10636911532219911,Astronomers,"Life, Physical, and Social Science",0.2
19-2012.00,10,0.10864462431040578,0.11057719044182644,0.10361925045652204,Physicists,"Life, Physical, and Social Science",0.8
19-2021.00,27,0.10738091433925583,0.09816685146663691,0.10695916948448762,Atmospheric and Space Scientists,"Life, Physical, and Social Science",0.5
19-2031.00,12,0.08478916790046521,0.07802685649222788,0.08571652280166321,Chemists,"Life, Physical, and Social Science",0.0
19-2032.00,16,0.11769299583192312,0.09267536688736744,0.11476803054336815,Materials Scientists,"Life, Physical, and Social Science",0.1
19-2041.00,22,0.0911564986385479,0.0886339717227993,0.0923452674280809,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science",0.7
19-2041.01,14,0.07348338077021081,0.07198025069177924,0.07368503936586607,Climate Change Policy Analysts,"Life, Physical, and Social Science",0.6
19-2041.02,23,0.06907023322607024,0.06512135451190654,0.06922601405002565,Environmental Restoration Planners,"Life, Physical, and Social Science",0.5
19-2041.03,38,0.0741716868823003,0.0797136405000673,0.07563358035868306,Industrial Ecologists,"Life, Physical, and Social Science",0.4
19-2042.00,32,0.09506833156637727,0.09463470490318299,0.09202275274906492,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",0.1
19-2043.00,25,0.11135672834770594,0.08649980780553476,0.11168107102725373,Hydrologists,"Life, Physical, and Social Science",0.5
19-2099.01,24,0.09385429735564475,0.0853548064818258,0.09306926888265217,Remote Sensing Scientists and Technologists,"Life, Physical, and Social Science",0.1
19-3011.00,14,0.08491784256934523,0.060357837554380296,0.08414677769578405,Economists,"Life, Physical, and Social Science",0.4
19-3011.01,20,0.07210796091148482,0.06770140455568278,0.07205011170276682,Environmental Economists,"Life, Physical, and Social Science",0.5
19-3022.00,16,0.09691620919151858,0.08775741188638547,0.09613164152569302,Survey Researchers,"Life, Physical, and Social Science",0.8
19-3032.00,25,0.08862909962073523,0.08234536569723287,0.08546175360859007,Industrial-Organizational Psychologists,"Life, Physical, and Social Science",0.3
19-3033.00,30,0.1015459784524999,0.09474597843341692,0.10142988933766,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",0.3
19-3034.00,19,0.0714719937865463,0.0664355602788465,0.07092267714446532,School Psychologists,"Life, Physical, and Social Science",0.2
19-3039.02,14,0.09911849413574512,0.09295227623681476,0.0996794870631225,Neuropsychologists,"Life, Physical, and Social Science",0.3
19-3039.03,18,0.10304233160928658,0.09946093061174652,0.10420401145247198,Clinical Neuropsychologists,"Life, Physical, and Social Science",0.3
19-3041.00,15,0.06767402390975501,0.056453467276179704,0.06727073581240439,Sociologists,"Life, Physical, and Social Science",0.5
19-3051.00,19,0.11097362378365166,0.10161984550669209,0.1113777219456603,Urban and Regional Planners,"Life, Physical, and Social Science",0.2
19-3091.00,30,0.11116095428753557,0.0912010312586595,0.10658721253264096,Anthropologists and Archeologists,"Life, Physical, and Social Science",0.4
19-3092.00,12,0.11645310328078627,0.11873350917417025,0.1173899336115901,Geographers,"Life, Physical, and Social Science",0.0
19-3093.00,21,0.09096962631243291,0.09127516524636739,0.08912153742996562,Historians,"Life, Physical, and Social Science",0.2
19-3094.00,14,0.09950851406981974,0.09461914820988207,0.09908235077186268,Political Scientists,"Life, Physical, and Social Science",0.4
19-3099.01,22,0.07635520098776433,0.08310104816859956,0.07598021850432306,Transportation Planners,"Life, Physical, and Social Science",0.7
19-4012.00,26,0.14591932408451783,0.141545457918703,0.14808126386435344,Agricultural Technicians,"Life, Physical, and Social Science",0.0
19-4012.01,22,0.08622785100390791,0.07468622438843517,0.08545310911834025,Precision Agriculture Technicians,"Life, Physical, and Social Science",0.1
19-4013.00,16,0.10928928614076196,0.11579986134280056,0.10943478166483031,Food Science Technicians,"Life, Physical, and Social Science",0.1
19-4021.00,17,0.10668409985817794,0.10028120371133414,0.10840632547360891,Biological Technicians,"Life, Physical, and Social Science",0.1
19-4031.00,16,0.10640070650946655,0.100809759514138,0.10766847269550188,Chemical Technicians,"Life, Physical, and Social Science",0.1
19-4042.00,25,0.1206884620391102,0.11786734342129862,0.12092865820300254,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science",0.1
