occupation_id_onet,n_tasks_used,within_occupation_task_spread__mean_dist_to_occ_center,within_occupation_task_spread__median_dist_to_occ_center,within_occupation_task_spread__rt_weighted_mean_dist_to_occ_center,occupation_title,job_family,nearest_neighbor_sanity__share_of_10_nearest_occupations_in_same_job_family
11-9021.00,25,0.13942570336435078,0.13604192759117936,0.14274416737746823,Construction Managers,Management,0.1
11-9031.00,17,0.16350189705555523,0.16254520105550502,0.16292371592833782,"Education and Childcare Administrators, Preschool and Daycare",Management,0.2
11-9032.00,32,0.1560242772758374,0.15687662454019421,0.15555314677528345,"Education Administrators, Kindergarten through Secondary",Management,0.1
11-9033.00,27,0.13736992723187574,0.1261124036414969,0.14856142907316022,"Education Administrators, Postsecondary",Management,0.1
11-9041.00,19,0.13133905021232237,0.11213395049260433,0.12871251159602143,Architectural and Engineering Managers,Management,0.1
11-9041.01,18,0.09039138310737777,0.08036544533339504,0.09387763535496474,Biofuels/Biodiesel Technology and Product Development Managers,Management,0.0
11-9051.00,28,0.1463457852947009,0.1536431867058683,0.14622434956032598,Food Service Managers,Management,0.0
11-9071.00,19,0.099764959098832,0.08334727887332267,0.09333004482144033,Gambling Managers,Management,0.0
11-9072.00,17,0.19752546955311742,0.1861867938469591,0.18376674017828096,"Entertainment and Recreation Managers, Except Gambling",Management,0.2
11-9081.00,24,0.1185408533359682,0.1259856898325511,0.11942749047514742,Lodging Managers,Management,0.3
11-9111.00,18,0.1502523910938447,0.15314363063204503,0.1485011218548835,Medical and Health Services Managers,Management,0.2
11-9121.00,16,0.13236822334337786,0.12176860548798168,0.13136254119146476,Natural Sciences Managers,Management,0.3
11-9121.01,33,0.12125310893766404,0.1069035835033343,0.12417196634739844,Clinical Research Coordinators,Management,0.1
11-9121.02,21,0.12035219294471863,0.11217444603867681,0.11864065958256266,Water Resource Specialists,Management,0.1
11-9131.00,13,0.10785524267310381,0.1080569296213196,0.09828675083113352,Postmasters and Mail Superintendents,Management,0.2
11-9141.00,27,0.1417623714949314,0.13388479774088452,0.14060244737632072,"Property, Real Estate, and Community Association Managers",Management,0.0
11-9151.00,16,0.1434666212140012,0.13941162732523377,0.1455388347928031,Social and Community Service Managers,Management,0.2
11-9161.00,23,0.13663931099701496,0.12939841063171056,0.13431479895537068,Emergency Management Directors,Management,0.1
11-9171.00,23,0.1277385845171899,0.11519816238731495,0.12770055608723674,Funeral Home Managers,Management,0.0
11-9179.01,24,0.17145769215727327,0.1642676377807547,0.17217356229251235,Fitness and Wellness Coordinators,Management,0.0
11-9179.02,21,0.15810150544083942,0.14166495017563177,0.15975846076964917,Spa Managers,Management,0.1
11-9199.01,27,0.08508467781567683,0.0850159990308529,0.0858937081901992,Regulatory Affairs Managers,Management,0.4
11-9199.02,29,0.10681555464101121,0.09243777160014649,0.10646581415318067,Compliance Managers,Management,0.4
11-9199.08,27,0.12581504650377812,0.11179732005954783,0.1249381911602713,Loss Prevention Managers,Management,0.0
11-9199.09,16,0.13790307612171943,0.1264322512614978,0.13804720568893675,Wind Energy Operations Managers,Management,0.1
11-9199.10,15,0.09561516124129718,0.08401923965824358,0.0945114727839297,Wind Energy Development Managers,Management,0.1
11-9199.11,23,0.11667716013747664,0.11033573095747563,0.11581066849778017,Brownfield Redevelopment Specialists and Site Managers,Management,0.1
13-1011.00,14,0.12836863512005914,0.10876690235823178,0.11935409303427114,"Agents and Business Managers of Artists, Performers, and Athletes",Business and Financial Operations,0.1
13-1021.00,12,0.13601647854533863,0.1515103047771768,0.13650025224635154,"Buyers and Purchasing Agents, Farm Products",Business and Financial Operations,0.1
13-1022.00,20,0.11917508186426458,0.11203132908573271,0.11817432139785419,"Wholesale and Retail Buyers, Except Farm Products",Business and Financial Operations,0.0
13-1023.00,19,0.1209431273307318,0.09951957111405264,0.12088270443956337,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Business and Financial Operations,0.1
13-1031.00,27,0.10936584470005088,0.10664389724324097,0.11152366863832623,"Claims Adjusters, Examiners, and Investigators",Business and Financial Operations,0.0
13-1032.00,7,0.06528609163225829,0.08223786402562716,0.06503340762412212,"Insurance Appraisers, Auto Damage",Business and Financial Operations,0.0
13-1041.01,26,0.13110760502314617,0.1264173649449556,0.12364212555439998,Environmental Compliance Inspectors,Business and Financial Operations,0.0
13-1041.03,18,0.1358960635024712,0.14167837627825586,0.12284843890872724,Equal Opportunity Representatives and Officers,Business and Financial Operations,0.2
13-1041.04,13,0.1266877511914901,0.11532307488635316,0.13272607747586346,Government Property Inspectors and Investigators,Business and Financial Operations,0.2
13-1041.06,20,0.11431639334252439,0.10694413000996275,0.11715372054493724,Coroners,Business and Financial Operations,0.1
13-1041.07,30,0.11297134704649874,0.1225964192728416,0.10893745249643848,Regulatory Affairs Specialists,Business and Financial Operations,0.3
13-1041.08,23,0.1025080948125116,0.10488376833318366,0.10310077456539693,Customs Brokers,Business and Financial Operations,0.1
13-1051.00,14,0.10529006257312863,0.10263404673408863,0.10365099752592544,Cost Estimators,Business and Financial Operations,0.0
13-1071.00,26,0.10559244967117974,0.0866702063525488,0.10165674710343234,Human Resources Specialists,Business and Financial Operations,0.0
13-1074.00,7,0.09133014588090779,0.08299857090802744,0.08870675350735929,Farm Labor Contractors,Business and Financial Operations,0.0
13-1075.00,28,0.09889888326042169,0.09494015071739094,0.0995405775169001,Labor Relations Specialists,Business and Financial Operations,0.1
13-1081.00,22,0.15671993202392698,0.16192563071149235,0.15587415258009837,Logisticians,Business and Financial Operations,0.1
13-1081.01,30,0.09437579111891883,0.08777302480791668,0.0942790646059019,Logistics Engineers,Business and Financial Operations,0.0
13-1081.02,31,0.10155539020937111,0.09274169292010359,0.10067861214751438,Logistics Analysts,Business and Financial Operations,0.1
13-1111.00,11,0.14077777523565277,0.11289799303156525,0.13693383874321283,Management Analysts,Business and Financial Operations,0.3
13-1121.00,21,0.132191375209077,0.13978240165571681,0.1360378474146854,"Meeting, Convention, and Event Planners",Business and Financial Operations,0.0
13-1131.00,28,0.11152836320012981,0.09019634675468241,0.10950732451918731,Fundraisers,Business and Financial Operations,0.1
13-1141.00,22,0.12925759365645959,0.14480049694334227,0.1261605110359266,"Compensation, Benefits, and Job Analysis Specialists",Business and Financial Operations,0.1
13-1151.00,20,0.1173984231561456,0.12086473721018384,0.11667207761020106,Training and Development Specialists,Business and Financial Operations,0.1
13-1161.00,13,0.09677390240874957,0.08382328468927656,0.09509431911695355,Market Research Analysts and Marketing Specialists,Business and Financial Operations,0.4
13-1161.01,36,0.11215794984806217,0.11387441727098632,0.11278206510546339,Search Marketing Strategists,Business and Financial Operations,0.1
13-1199.04,21,0.10458428119935843,0.09714157086940386,0.1080921697174612,Business Continuity Planners,Business and Financial Operations,0.2
13-1199.05,14,0.09113147625544574,0.08196700519216538,0.09125412936371999,Sustainability Specialists,Business and Financial Operations,0.4
13-1199.06,34,0.10071614307835991,0.10475309627357846,0.10172982847358736,Online Merchants,Business and Financial Operations,0.1
13-1199.07,23,0.12553315832502066,0.11439464154048341,0.11924727658488347,Security Management Specialists,Business and Financial Operations,0.0
13-2022.00,14,0.07587320375852229,0.07336997044984656,0.07749025554708733,Appraisers of Personal and Business Property,Business and Financial Operations,0.1
13-2023.00,28,0.0951112592202352,0.07717910211945692,0.09594805913277962,Appraisers and Assessors of Real Estate,Business and Financial Operations,0.2
13-2031.00,13,0.10466864871790581,0.10637843599482791,0.10161696576033713,Budget Analysts,Business and Financial Operations,0.3
13-2041.00,11,0.10726348655796546,0.07089838492893732,0.09610038719170907,Credit Analysts,Business and Financial Operations,0.3
13-2052.00,21,0.10842041281172768,0.10750739797272238,0.10459031945980929,Personal Financial Advisors,Business and Financial Operations,0.2
13-2053.00,7,0.12001696144322523,0.1252062972235242,0.12078410801093203,Insurance Underwriters,Business and Financial Operations,0.1
13-2061.00,17,0.13867166130976816,0.14950631678226542,0.1365731876914238,Financial Examiners,Business and Financial Operations,0.2
13-2071.00,23,0.13019861638548952,0.14243396915217604,0.12849215492196991,Credit Counselors,Business and Financial Operations,0.1
13-2072.00,17,0.11254327317517554,0.12563146244928933,0.11652563174061029,Loan Officers,Business and Financial Operations,0.1
13-2081.00,21,0.1271783133658098,0.0953743537174369,0.11878726700959084,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations,0.0
13-2082.00,12,0.1426060047079154,0.15709836572648103,0.1418320939894971,Tax Preparers,Business and Financial Operations,0.1
13-2099.01,21,0.09823967728747854,0.09952677240714476,0.09589090058919617,Financial Quantitative Analysts,Business and Financial Operations,0.2
13-2099.04,23,0.12899695763437893,0.11238551134960063,0.126838624276718,"Fraud Examiners, Investigators and Analysts",Business and Financial Operations,0.2
15-1211.00,22,0.13339454847388954,0.1275885074597432,0.13508484941442792,Computer Systems Analysts,Computer and Mathematical,0.1
15-1211.01,17,0.10362686179115668,0.09306103948305863,0.10096553728806465,Health Informatics Specialists,Computer and Mathematical,0.0
15-1212.00,11,0.11115296537724313,0.11335671342661979,0.11209831268750256,Information Security Analysts,Computer and Mathematical,0.0
15-1221.00,15,0.1475344948728474,0.14582951635903343,0.14783789731504787,Computer and Information Research Scientists,Computer and Mathematical,0.0
15-1231.00,26,0.15309612783442955,0.1566626808792559,0.15290477307232814,Computer Network Support Specialists,Computer and Mathematical,0.3
15-1232.00,16,0.1417964769679604,0.11352908136140999,0.14399458079024174,Computer User Support Specialists,Computer and Mathematical,0.3
15-1241.00,33,0.14587781037800418,0.13199417810529795,0.14537610034253726,Computer Network Architects,Computer and Mathematical,0.2
15-1241.01,26,0.14011361746933015,0.129906565881105,0.14158915370869346,Telecommunications Engineering Specialists,Computer and Mathematical,0.1
15-1242.00,18,0.12296905530689285,0.09583267997439773,0.12411415215107258,Database Administrators,Computer and Mathematical,0.4
15-1243.00,25,0.11126655287182724,0.08752740196950488,0.10849150929485328,Database Architects,Computer and Mathematical,0.4
15-1243.01,18,0.07317732024047624,0.0763698780786792,0.07347565747714085,Data Warehousing Specialists,Computer and Mathematical,0.2
15-1244.00,20,0.14662370836442876,0.13468441220423588,0.14523909487517145,Network and Computer Systems Administrators,Computer and Mathematical,0.3
15-1251.00,17,0.12407774260312703,0.1121099693123198,0.12258627589147289,Computer Programmers,Computer and Mathematical,0.2
15-1252.00,17,0.1657311386282947,0.13668454479537917,0.1518305811808673,Software Developers,Computer and Mathematical,0.3
15-1253.00,27,0.09662695051315333,0.09442889971945868,0.09591412903972506,Software Quality Assurance Analysts and Testers,Computer and Mathematical,0.1
15-1254.00,27,0.12183111195310789,0.12695161838812688,0.12130987504235531,Web Developers,Computer and Mathematical,0.2
15-1255.01,24,0.08130961679827577,0.07755819394409674,0.08118124166247812,Video Game Designers,Computer and Mathematical,0.1
15-1299.01,35,0.11352261321373239,0.10732861134600595,0.11240032418422782,Web Administrators,Computer and Mathematical,0.2
15-1299.03,23,0.09756338716439943,0.08506891826652452,0.09543100847149796,Document Management Specialists,Computer and Mathematical,0.2
15-1299.05,20,0.10692798188286212,0.09600551123617457,0.10664223571344678,Information Security Engineers,Computer and Mathematical,0.1
15-1299.08,28,0.1351532084141047,0.1276772971151808,0.13828093724511437,Computer Systems Engineers/Architects,Computer and Mathematical,0.0
15-1299.09,21,0.11114142643812451,0.10316122000067657,0.11098987305303432,Information Technology Project Managers,Computer and Mathematical,0.1
15-2011.00,15,0.09576885034428062,0.10003873957694556,0.09560392464888026,Actuaries,Computer and Mathematical,0.1
15-2021.00,12,0.11378242222621199,0.10414785574573661,0.11463068161896768,Mathematicians,Computer and Mathematical,0.1
15-2031.00,17,0.12729912054741138,0.11368308737805669,0.12793415997791685,Operations Research Analysts,Computer and Mathematical,0.2
15-2041.00,19,0.09353376382223472,0.07495112701507683,0.09227406741960849,Statisticians,Computer and Mathematical,0.3
15-2041.01,25,0.1032593214767677,0.09104289545540369,0.10435236911823997,Biostatisticians,Computer and Mathematical,0.1
15-2051.01,17,0.1176962062311922,0.11126573224238322,0.11813977150641375,Business Intelligence Analysts,Computer and Mathematical,0.3
15-2051.02,21,0.10751444730620313,0.10005340400710387,0.10809298335189567,Clinical Data Managers,Computer and Mathematical,0.2
15-2099.01,19,0.10068213929344899,0.06134040646487856,0.09878688545420417,Bioinformatics Technicians,Computer and Mathematical,0.3
17-1011.00,24,0.0970416227081119,0.10139532618334918,0.09667761038669954,"Architects, Except Landscape and Naval",Architecture and Engineering,0.1
17-1012.00,19,0.11502991097815714,0.11017303790318518,0.11491622221779747,Landscape Architects,Architecture and Engineering,0.0
17-1021.00,14,0.08454518712196103,0.09012711347085264,0.0815928589322871,Cartographers and Photogrammetrists,Architecture and Engineering,0.5
17-1022.00,24,0.13030182922600328,0.12023543712887014,0.1275115623519612,Surveyors,Architecture and Engineering,0.2
17-1022.01,16,0.13059500701087748,0.14715891442176604,0.13062643639951457,Geodetic Surveyors,Architecture and Engineering,0.3
17-2011.00,14,0.1168014111541983,0.10545158358604192,0.11730870626708537,Aerospace Engineers,Architecture and Engineering,0.4
17-2021.00,14,0.17498622664713345,0.16624384276674548,0.17921616629844297,Agricultural Engineers,Architecture and Engineering,0.0
17-2031.00,30,0.12292913213828219,0.11248861682461575,0.12183256220895043,Bioengineers and Biomedical Engineers,Architecture and Engineering,0.1
17-2041.00,14,0.12999318167508883,0.10165882414473672,0.12845098353709566,Chemical Engineers,Architecture and Engineering,0.9
17-2051.00,16,0.1288468355231128,0.1306345542735662,0.12361994143241956,Civil Engineers,Architecture and Engineering,0.4
17-2051.01,26,0.12239919049945708,0.11423906283136759,0.1229567187799064,Transportation Engineers,Architecture and Engineering,0.6
17-2051.02,28,0.11746063383974556,0.12285050980262632,0.1192838329320415,Water/Wastewater Engineers,Architecture and Engineering,0.4
17-2061.00,18,0.1656592511139433,0.16534095431016932,0.16492144338389111,Computer Hardware Engineers,Architecture and Engineering,0.7
17-2071.00,22,0.12925884932241227,0.10975281875230083,0.1371212627734549,Electrical Engineers,Architecture and Engineering,0.3
17-2072.00,20,0.12246288367559624,0.10415186411010957,0.127571239697987,"Electronics Engineers, Except Computer",Architecture and Engineering,0.8
17-2072.01,21,0.11985290903119795,0.09366095681566541,0.1203786085876386,Radio Frequency Identification Device Specialists,Architecture and Engineering,0.8
17-2081.00,29,0.13841081814647885,0.12892023604808023,0.136154538440975,Environmental Engineers,Architecture and Engineering,0.0
17-2111.02,14,0.1541760954567613,0.13630363084057967,0.15590507503863382,Fire-Prevention and Protection Engineers,Architecture and Engineering,0.0
17-2112.00,20,0.1318894378269908,0.13660031907277376,0.13175895242285762,Industrial Engineers,Architecture and Engineering,0.5
17-2112.01,26,0.14822842668523742,0.1261187870449762,0.14920476668663565,Human Factors Engineers and Ergonomists,Architecture and Engineering,0.3
17-2112.02,21,0.1364789974171793,0.11097216723902233,0.1333656940037798,Validation Engineers,Architecture and Engineering,0.3
17-2112.03,24,0.15057017476029197,0.15125348406620792,0.14961808221212985,Manufacturing Engineers,Architecture and Engineering,0.5
17-2121.00,30,0.17377700420797268,0.15874201286460193,0.1699699731057179,Marine Engineers and Naval Architects,Architecture and Engineering,0.9
17-2131.00,21,0.17623298738748355,0.1523879640970842,0.17164853964748789,Materials Engineers,Architecture and Engineering,0.3
17-2141.00,28,0.1675177662389684,0.1432528422004386,0.16424837037202214,Mechanical Engineers,Architecture and Engineering,0.8
17-2141.01,26,0.10515356907240246,0.10166971180822204,0.10559369890822705,Fuel Cell Engineers,Architecture and Engineering,0.9
17-2141.02,25,0.10776997135680548,0.09476078883292224,0.1089262168928564,Automotive Engineers,Architecture and Engineering,0.5
17-2151.00,18,0.12746830380278362,0.11734102441748581,0.1258955341825982,"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering,0.2
17-2161.00,20,0.14207277012169756,0.1385586097342372,0.14313027963933264,Nuclear Engineers,Architecture and Engineering,0.3
17-2171.00,23,0.14685663972887733,0.12609061035938307,0.14051400185284155,Petroleum Engineers,Architecture and Engineering,0.4
17-2199.03,21,0.12267636736246804,0.10994038837375934,0.12293371059897178,"Energy Engineers, Except Wind and Solar",Architecture and Engineering,0.2
17-2199.05,23,0.1248563877868937,0.10819775917558297,0.1297584985343136,Mechatronics Engineers,Architecture and Engineering,0.5
17-2199.06,25,0.12090834896229748,0.10073147380752549,0.1193340849488024,Microsystems Engineers,Architecture and Engineering,0.9
17-2199.07,26,0.11977904593078564,0.08927461854224195,0.12415523753098705,Photonics Engineers,Architecture and Engineering,0.6
17-2199.08,24,0.11058415163949059,0.10315506641626099,0.11427212006430305,Robotics Engineers,Architecture and Engineering,0.2
17-2199.09,25,0.0974551716006792,0.0865028960321603,0.10161814826806033,Nanosystems Engineers,Architecture and Engineering,0.5
17-2199.10,16,0.10665879615691812,0.0909119829318548,0.10627455993281483,Wind Energy Engineers,Architecture and Engineering,0.5
17-2199.11,13,0.0896075677773866,0.09883493128487808,0.08702538948394963,Solar Energy Systems Engineers,Architecture and Engineering,0.5
17-3012.00,27,0.11720850487728567,0.10594190850222338,0.11463886375066544,Electrical and Electronics Drafters,Architecture and Engineering,0.8
17-3013.00,15,0.10923312046008361,0.09594616388267595,0.10568879544055972,Mechanical Drafters,Architecture and Engineering,0.8
17-3021.00,11,0.1292343157946204,0.14439152726875165,0.1325299909284328,Aerospace Engineering and Operations Technologists and Technicians,Architecture and Engineering,0.5
17-3022.00,14,0.12912965784000854,0.1279105623675827,0.12583049113491493,Civil Engineering Technologists and Technicians,Architecture and Engineering,0.2
17-3024.00,26,0.16659930663450168,0.14801474100556117,0.1506978477912189,Electro-Mechanical and Mechatronics Technologists and Technicians,Architecture and Engineering,0.2
17-3024.01,22,0.13045581881163815,0.12384366843256164,0.128916522354528,Robotics Technicians,Architecture and Engineering,0.0
17-3025.00,26,0.14604423748539916,0.11601002089211879,0.15069534234806384,Environmental Engineering Technologists and Technicians,Architecture and Engineering,0.3
17-3026.00,7,0.12778229629358565,0.132355037904015,0.12921660106129346,Industrial Engineering Technologists and Technicians,Architecture and Engineering,0.8
17-3026.01,25,0.15021539693228264,0.1408197347877161,0.15243218940699815,Nanotechnology Engineering Technologists and Technicians,Architecture and Engineering,0.6
17-3027.00,26,0.12040886514564103,0.1062402281732063,0.12208496869383387,Mechanical Engineering Technologists and Technicians,Architecture and Engineering,0.7
17-3027.01,18,0.12994099897745806,0.11799923771923174,0.13220974061495022,Automotive Engineering Technicians,Architecture and Engineering,0.5
17-3029.01,16,0.14318881776485345,0.12029762563581851,0.1479123327379966,Non-Destructive Testing Specialists,Architecture and Engineering,0.4
17-3029.08,24,0.11975215813644086,0.12218710783330827,0.12623630487217108,Photonics Technicians,Architecture and Engineering,0.1
19-1011.00,9,0.0979080752786042,0.07611071710239736,0.09961854415515396,Animal Scientists,"Life, Physical, and Social Science",0.4
19-1012.00,13,0.10110794384691571,0.09983559513305137,0.10081503404172232,Food Scientists and Technologists,"Life, Physical, and Social Science",0.1
19-1013.00,27,0.08227981423776774,0.05857703504366491,0.08661082064601816,Soil and Plant Scientists,"Life, Physical, and Social Science",0.1
19-1021.00,24,0.11663008535903996,0.08425318460793975,0.12415382552390766,Biochemists and Biophysicists,"Life, Physical, and Social Science",0.3
19-1022.00,14,0.12016402113928827,0.09139714630662206,0.12492792345129332,Microbiologists,"Life, Physical, and Social Science",0.0
19-1023.00,14,0.14031297921892297,0.12023345695987822,0.13513410980273796,Zoologists and Wildlife Biologists,"Life, Physical, and Social Science",0.0
19-1029.01,20,0.1030245049460559,0.09165873862886377,0.10685663041705841,Bioinformatics Scientists,"Life, Physical, and Social Science",0.1
19-1029.02,22,0.13374290217860674,0.1239348142583499,0.13636847570388816,Molecular and Cellular Biologists,"Life, Physical, and Social Science",0.3
19-1029.03,24,0.12254737054804687,0.11630224602345712,0.12233833154012086,Geneticists,"Life, Physical, and Social Science",0.2
19-1029.04,22,0.12708076289653814,0.11766128154807656,0.12825490022222513,Biologists,"Life, Physical, and Social Science",0.2
19-1031.00,30,0.12655411890688514,0.12167620931795232,0.12785111272994013,Conservation Scientists,"Life, Physical, and Social Science",0.4
19-1031.02,16,0.11334830958613057,0.11850755114059233,0.11247915887962262,Range Managers,"Life, Physical, and Social Science",0.1
19-1031.03,20,0.1580256978957569,0.1489438644644553,0.15513864955165763,Park Naturalists,"Life, Physical, and Social Science",0.0
19-1032.00,25,0.12719218124380696,0.1132704909078675,0.12976533895278888,Foresters,"Life, Physical, and Social Science",0.1
19-1041.00,16,0.143833555779576,0.1269254439819141,0.13949285537849643,Epidemiologists,"Life, Physical, and Social Science",0.3
19-1042.00,14,0.16880738914549598,0.15909781306786863,0.17292946595915426,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",0.3
19-2011.00,17,0.16786328206655093,0.16156786278538074,0.16471237649141077,Astronomers,"Life, Physical, and Social Science",0.1
19-2012.00,10,0.14436631838320246,0.12286452708834651,0.13466257459995135,Physicists,"Life, Physical, and Social Science",0.2
19-2021.00,27,0.14682838146253874,0.13636360022771063,0.14646509069310532,Atmospheric and Space Scientists,"Life, Physical, and Social Science",0.4
19-2031.00,12,0.12678720053316375,0.10966588265007332,0.1285810728213008,Chemists,"Life, Physical, and Social Science",0.0
19-2032.00,16,0.15694833039011866,0.1295253385107616,0.1512863177446898,Materials Scientists,"Life, Physical, and Social Science",0.3
19-2041.00,22,0.10964219650102663,0.09432755625982416,0.11771013346827082,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science",0.2
19-2041.01,14,0.11830913546971514,0.10461885679875119,0.1201198390240339,Climate Change Policy Analysts,"Life, Physical, and Social Science",0.7
19-2041.02,23,0.10097618584526513,0.09268573508070466,0.10174293963676898,Environmental Restoration Planners,"Life, Physical, and Social Science",0.4
19-2041.03,38,0.08859575699608263,0.08619870154658861,0.08993496695291019,Industrial Ecologists,"Life, Physical, and Social Science",0.2
19-2042.00,32,0.11362372657344683,0.10288349499499158,0.11414250648726901,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",0.0
19-2043.00,25,0.12462165631887762,0.09475853357332419,0.12437351311366425,Hydrologists,"Life, Physical, and Social Science",0.2
19-2099.01,24,0.11999014633168996,0.10847544160929361,0.11907409155130975,Remote Sensing Scientists and Technologists,"Life, Physical, and Social Science",0.0
19-3011.00,14,0.12122511327572959,0.11655449066729541,0.12186005089626567,Economists,"Life, Physical, and Social Science",0.5
19-3011.01,20,0.1084705830182144,0.09903747204391428,0.10861011109591534,Environmental Economists,"Life, Physical, and Social Science",0.3
19-3022.00,16,0.09523539755633742,0.07902354191787635,0.0946720107576818,Survey Researchers,"Life, Physical, and Social Science",0.3
19-3032.00,25,0.1281533596338598,0.11093168607474792,0.12709885200325916,Industrial-Organizational Psychologists,"Life, Physical, and Social Science",0.2
19-3033.00,30,0.13717397821110452,0.15555608724716807,0.13757105520976068,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",0.0
19-3034.00,19,0.13456853791926573,0.1385724820469343,0.13414142451482555,School Psychologists,"Life, Physical, and Social Science",0.0
19-3039.02,14,0.1280370984384889,0.1278933693299876,0.12766760268088254,Neuropsychologists,"Life, Physical, and Social Science",0.1
19-3039.03,18,0.11911615345853813,0.1109727166467879,0.1206913724720161,Clinical Neuropsychologists,"Life, Physical, and Social Science",0.1
19-3041.00,15,0.11120438830731942,0.08544926758121421,0.11149155630814984,Sociologists,"Life, Physical, and Social Science",0.6
19-3051.00,19,0.12322662434234559,0.11264895814423292,0.12337245748842564,Urban and Regional Planners,"Life, Physical, and Social Science",0.2
19-3091.00,30,0.17330371033882824,0.16737886452611228,0.16858081742101108,Anthropologists and Archeologists,"Life, Physical, and Social Science",0.2
19-3092.00,12,0.15002037574737606,0.14227893152668122,0.15200677385808797,Geographers,"Life, Physical, and Social Science",0.1
19-3093.00,21,0.12886696218047433,0.1229436034212055,0.12951634453159241,Historians,"Life, Physical, and Social Science",0.2
19-3094.00,14,0.13434653283391695,0.13920376212723273,0.13636470912835685,Political Scientists,"Life, Physical, and Social Science",0.6
19-3099.01,22,0.09934476691086326,0.0887827297775762,0.09798042333047237,Transportation Planners,"Life, Physical, and Social Science",0.2
19-4012.00,26,0.16632230993035885,0.15422109833283393,0.16989848170765345,Agricultural Technicians,"Life, Physical, and Social Science",0.1
19-4012.01,22,0.11214583574138359,0.09998302915683628,0.11129219346673054,Precision Agriculture Technicians,"Life, Physical, and Social Science",0.1
19-4013.00,16,0.1579313735755267,0.15742942047863684,0.15912206226941222,Food Science Technicians,"Life, Physical, and Social Science",0.3
19-4021.00,17,0.13764829554187746,0.12823703369788797,0.13966629610405626,Biological Technicians,"Life, Physical, and Social Science",0.3
19-4031.00,16,0.14486825583258497,0.13308913381566584,0.15148524523293,Chemical Technicians,"Life, Physical, and Social Science",0.2
19-4042.00,25,0.15315288531586224,0.1445758228174693,0.1550395093603237,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science",0.2
