skill,theta_max_rad,theta_max_deg,resultant_R,I_max_kde,n_used,type,name,ability,group,pole
,3.68016828125826,210.8581104140124,0.3386664563883722,1.0,878,Ability,Explosive Strength,Explosive Strength,A2,Pole 2: Technical/Physical
,1.9147786824366573,109.708737205241,0.1553596887158787,1.0,878,Ability,Far Vision,Far Vision,A2,Pole 2: Technical/Physical
,1.9461337857320289,111.50525229026252,0.1512488131055551,1.0,878,Ability,Selective Attention,Selective Attention,A2,Pole 2: Technical/Physical
Social Perceptiveness,0.0212485428469306,1.2174518259320186,0.768735515075444,1.0,878,Skill,Social Perceptiveness,,S1,Pole 1: Social/Cognitive
Learning Strategies,0.1131462863870126,6.482804677554343,0.7666137707550504,1.0,878,Skill,Learning Strategies,,S1,Pole 1: Social/Cognitive
Active Listening,0.2457843047081562,14.08240333033476,0.7459225169106216,1.0,878,Skill,Active Listening,,S1,Pole 1: Social/Cognitive
Speaking,0.2304085883722293,13.2014396772958,0.7323337261857461,1.0,878,Skill,Speaking,,S1,Pole 1: Social/Cognitive
Service Orientation,6.175571469810338,353.83418130153484,0.7296306973694354,1.0,878,Skill,Service Orientation,,S1,Pole 1: Social/Cognitive
Instructing,0.1532037112164637,8.777926058444441,0.7290954621622793,1.0,878,Skill,Instructing,,S1,Pole 1: Social/Cognitive
Writing,0.3982348238437612,22.81717466138332,0.7285414894809853,1.0,878,Skill,Writing,,S1,Pole 1: Social/Cognitive
Critical Thinking,0.5272209900623986,30.20753760128416,0.7251592352755212,1.0,878,Skill,Critical Thinking,,S1,Pole 1: Social/Cognitive
Judgment and Decision Making,0.5271263739729976,30.202116498687445,0.7238046845839811,1.0,878,Skill,Judgment and Decision Making,,S1,Pole 1: Social/Cognitive
Persuasion,0.2067497174653234,11.845886226285236,0.7165373840182793,1.0,878,Skill,Persuasion,,S1,Pole 1: Social/Cognitive
Active Learning,0.467678630183258,26.79601167796032,0.7116136200092098,1.0,878,Skill,Active Learning,,S1,Pole 1: Social/Cognitive
Reading Comprehension,0.4681092950237681,26.82068695570622,0.7101064432532658,1.0,878,Skill,Reading Comprehension,,S1,Pole 1: Social/Cognitive
Systems Evaluation,0.7300578270712272,41.829232291673016,0.6897840074070821,1.0,878,Skill,Systems Evaluation,,S1,Pole 1: Social/Cognitive
Complex Problem Solving,0.6442979660367273,36.91555420276773,0.6834388647995927,1.0,878,Skill,Complex Problem Solving,,S1,Pole 1: Social/Cognitive
Systems Analysis,0.8210660180144621,47.0436175338411,0.6763588943871447,1.0,878,Skill,Systems Analysis,,S1,Pole 1: Social/Cognitive
Negotiation,0.1699580294844531,9.737877783819169,0.6663595300959717,1.0,878,Skill,Negotiation,,S1,Pole 1: Social/Cognitive
Programming,1.1798314158129894,67.59936066302879,0.6362528578088982,1.0,878,Skill,Programming,,S1,Pole 1: Social/Cognitive
Time Management,0.3158172629596149,18.09499626495924,0.6202453440509885,1.0,878,Skill,Time Management,,S1,Pole 1: Social/Cognitive
Monitoring,0.4018212124970858,23.02265959491243,0.6132343190689261,1.0,878,Skill,Monitoring,,S1,Pole 1: Social/Cognitive
Mathematics,1.0302843238466477,59.03094345490263,0.6009372720213155,1.0,878,Skill,Mathematics,,S1,Pole 1: Social/Cognitive
Science,0.94214892051545,53.98115681834175,0.5723424675627623,1.0,878,Skill,Science,,S1,Pole 1: Social/Cognitive
Technology Design,1.5281348967566593,87.55568011081637,0.5721981075424962,1.0,878,Skill,Technology Design,,S1,Pole 1: Social/Cognitive
Operations Analysis,0.8499011433040968,48.69574851466812,0.5594213581213962,1.0,878,Skill,Operations Analysis,,S1,Pole 1: Social/Cognitive
Management of Personnel Resources,0.371917820707575,21.309321452247303,0.5278637965592402,1.0,878,Skill,Management of Personnel Resources,,S1,Pole 1: Social/Cognitive
Coordination,0.2496286348481965,14.302667222414003,0.5215209617427985,1.0,878,Skill,Coordination,,S1,Pole 1: Social/Cognitive
Management of Financial Resources,0.4978763968059689,28.52621625616268,0.5002193593232772,1.0,878,Skill,Management of Financial Resources,,S1,Pole 1: Social/Cognitive
Management of Material Resources,0.6328732406609968,36.26096565664236,0.3971008771895828,1.0,878,Skill,Management of Material Resources,,S1,Pole 1: Social/Cognitive
Installation,2.8804368231081705,165.03687311816904,0.773504967274134,1.0,878,Skill,Installation,,S2,Pole 2: Technical/Physical
Equipment Maintenance,3.016409152554078,172.82751372598196,0.7136309313626559,1.0,878,Skill,Equipment Maintenance,,S2,Pole 2: Technical/Physical
Repairing,3.0100755053653043,172.4646224731403,0.7062734187964858,1.0,878,Skill,Repairing,,S2,Pole 2: Technical/Physical
Operation and Control,3.0224193416370886,173.1718721945141,0.7009280261188975,1.0,878,Skill,Operation and Control,,S2,Pole 2: Technical/Physical
Troubleshooting,2.824490752987066,161.8313994198868,0.6746955526200946,1.0,878,Skill,Troubleshooting,,S2,Pole 2: Technical/Physical
Equipment Selection,2.879949995997952,165.00897997940098,0.6530148706443334,1.0,878,Skill,Equipment Selection,,S2,Pole 2: Technical/Physical
Operations Monitoring,2.7597651736762985,158.12289689884054,0.6092856549568085,1.0,878,Skill,Operations Monitoring,,S2,Pole 2: Technical/Physical
Quality Control Analysis,2.508363170581454,143.7186231603711,0.5605815768773742,1.0,878,Skill,Quality Control Analysis,,S2,Pole 2: Technical/Physical
