n_sectors,sector,metric,group,rho,p,n,sector_center_deg
6,1,participation_resid_abs,(ii) focusing (resid),-0.006806149231346082,0.9397068648429708,126,90.0
6,2,participation_resid_abs,(ii) focusing (resid),-0.06502870354042986,0.5057523247553067,107,149.99999999999997
6,3,participation_resid_abs,(ii) focusing (resid),-0.05824733641992525,0.4174027001318163,196,210.0
6,4,participation_resid_abs,(ii) focusing (resid),0.010315156541571637,0.9168230359247913,105,270.0
6,5,participation_resid_abs,(ii) focusing (resid),0.2008189256626898,0.006562279641947678,182,330.0
6,0,dist_to_xi_centroid,(iii) rare blend,-0.33585675756921424,1.2467171739346081e-05,162,29.999999999999996
6,1,dist_to_xi_centroid,(iii) rare blend,-0.12328158980127485,0.16904056687321042,126,90.0
6,2,dist_to_xi_centroid,(iii) rare blend,-0.23579027802268854,0.014486644155176375,107,149.99999999999997
6,3,dist_to_xi_centroid,(iii) rare blend,-0.45446851915307324,2.21657775927503e-11,196,210.0
6,4,dist_to_xi_centroid,(iii) rare blend,-0.33868961227451794,0.000409258187650437,105,270.0
6,5,dist_to_xi_centroid,(iii) rare blend,-0.3414794606715628,2.385745843232992e-06,182,330.0
6,0,cos_dist_to_xi_centroid,(iii) rare blend,-0.3460012617121179,6.48685813748377e-06,162,29.999999999999996
6,1,cos_dist_to_xi_centroid,(iii) rare blend,-0.2022257217847769,0.02315480050059153,126,90.0
6,2,cos_dist_to_xi_centroid,(iii) rare blend,-0.3568153764768119,0.0001615926402033194,107,149.99999999999997
6,3,cos_dist_to_xi_centroid,(iii) rare blend,-0.41854186422714346,1.0300156034646125e-09,196,210.0
6,4,cos_dist_to_xi_centroid,(iii) rare blend,-0.1726933443914576,0.07812699539104642,105,270.0
6,5,cos_dist_to_xi_centroid,(iii) rare blend,-0.3263669579220707,6.913564974283373e-06,182,330.0
6,0,mean_level,baseline,-0.20274471781540332,0.00966846840213573,162,29.999999999999996
6,1,mean_level,baseline,0.019569612507362156,0.8278187699949915,126,90.0
6,2,mean_level,baseline,0.2978506632183232,0.0018341970077831809,107,149.99999999999997
6,3,mean_level,baseline,0.0020966014496937905,0.9767332316040376,196,210.0
6,4,mean_level,baseline,-0.28484345842836406,0.0032284621914788186,105,270.0
6,5,mean_level,baseline,-0.31790415439766145,1.2243676378979505e-05,182,330.0
8,0,norm_v,(i) intensification,-0.08457536557930259,0.3444611621131877,127,22.5
8,1,norm_v,(i) intensification,0.32943218447805606,0.00044095718938785155,110,67.5
8,2,norm_v,(i) intensification,0.45958141321044543,0.00015120360299833676,63,112.5
8,3,norm_v,(i) intensification,0.19309910414333706,0.060810841998526065,95,157.5
8,4,norm_v,(i) intensification,-0.05298433112942668,0.4774734899667211,182,202.5
8,5,norm_v,(i) intensification,-0.4767339771729587,3.958294771253273e-05,68,247.49999999999997
8,6,norm_v,(i) intensification,-0.3946538319141058,0.0005023147145965248,74,292.5
8,7,norm_v,(i) intensification,-0.04069739670408408,0.6105162485149604,159,337.5
8,0,norm_v_minus_global,(i) intensification,0.3624156355455568,2.8255255769872814e-05,127,22.5
8,1,norm_v_minus_global,(i) intensification,0.34175777111556926,0.0002580815875157746,110,67.5
8,2,norm_v_minus_global,(i) intensification,0.4067780337941629,0.0009384355696764439,63,112.5
8,3,norm_v_minus_global,(i) intensification,0.3888157894736842,9.863819626556394e-05,95,157.5
8,4,norm_v_minus_global,(i) intensification,0.09538573011084558,0.2002357056084379,182,202.5
8,5,norm_v_minus_global,(i) intensification,0.18780776424781462,0.12511030096841655,68,247.49999999999997
8,6,norm_v_minus_global,(i) intensification,-0.08943354313217325,0.4485952731814412,74,292.5
8,7,norm_v_minus_global,(i) intensification,0.3252328636255076,2.8772772595064444e-05,159,337.5
8,0,gini_v,(ii) focusing (raw),0.45333591113610794,8.694680492667946e-08,127,22.5
8,1,gini_v,(ii) focusing (raw),0.24412686247548632,0.010164355788095865,110,67.5
8,2,gini_v,(ii) focusing (raw),0.1435771889400922,0.26160052749659635,63,112.5
8,3,gini_v,(ii) focusing (raw),-0.23010918253079507,0.02487548696300003,95,157.5
8,4,gini_v,(ii) focusing (raw),-0.07421588464972216,0.31939469438985474,182,202.5
8,5,gini_v,(ii) focusing (raw),-0.09703401152803755,0.43117169074440254,68,247.49999999999997
8,6,gini_v,(ii) focusing (raw),0.018407997038134023,0.8762940555197108,74,292.5
8,7,gini_v,(ii) focusing (raw),0.5589294244088847,1.9093423569734647e-14,159,337.5
8,0,gini_resid_abs,(ii) focusing (resid),0.027564913760779904,0.7583655297983425,127,22.5
8,1,gini_resid_abs,(ii) focusing (resid),0.019128553073507203,0.842772570571281,110,67.5
8,2,gini_resid_abs,(ii) focusing (resid),-0.10176651305683565,0.4274078900370556,63,112.5
8,3,gini_resid_abs,(ii) focusing (resid),0.08715005599104143,0.4010272165842316,95,157.5
8,4,gini_resid_abs,(ii) focusing (resid),-0.03385284220353508,0.6500568209945593,182,202.5
8,5,gini_resid_abs,(ii) focusing (resid),-0.11199755697217237,0.3631927435921684,68,247.49999999999997
8,6,gini_resid_abs,(ii) focusing (resid),0.04773047019622361,0.6863354506456779,74,292.5
8,7,gini_resid_abs,(ii) focusing (resid),-0.18478922856460475,0.01970924580459302,159,337.5
8,0,participation_v,(ii) focusing (raw),-0.4497679977502811,1.1280179109099711e-07,127,22.5
8,1,participation_v,(ii) focusing (raw),-0.2418186326443207,0.01092356434943452,110,67.5
8,2,participation_v,(ii) focusing (raw),-0.14813748079877112,0.24659256670853197,63,112.5
8,3,participation_v,(ii) focusing (raw),0.2164753639417693,0.0351121800297803,95,157.5
8,4,participation_v,(ii) focusing (raw),0.07566104758388066,0.31003598270458477,182,202.5
8,5,participation_v,(ii) focusing (raw),0.09649959919074702,0.43372555245930405,68,247.49999999999997
8,6,participation_v,(ii) focusing (raw),-0.006649389115142537,0.955160975200621,74,292.5
8,7,participation_v,(ii) focusing (raw),-0.5556932171005493,2.895277998849048e-14,159,337.5
8,0,participation_resid_abs,(ii) focusing (resid),-0.03550923322084739,0.6918563220755114,127,22.5
8,1,participation_resid_abs,(ii) focusing (resid),-0.0790343304104772,0.4117973365762717,110,67.5
8,2,participation_resid_abs,(ii) focusing (resid),0.0886136712749616,0.4898011533103584,63,112.5
8,3,participation_resid_abs,(ii) focusing (resid),-0.09874020156774917,0.3411026119203561,95,157.5
8,4,participation_resid_abs,(ii) focusing (resid),0.03656799680710558,0.6240672330347631,182,202.5
8,5,participation_resid_abs,(ii) focusing (resid),0.10474481810894377,0.39528284901166655,68,247.49999999999997
8,6,participation_resid_abs,(ii) focusing (resid),-0.04841169937060347,0.6820968239031192,74,292.5
8,7,participation_resid_abs,(ii) focusing (resid),0.18657153092906614,0.018536194101083293,159,337.5
8,0,dist_to_xi_centroid,(iii) rare blend,-0.4134561304836895,1.3563022627813953e-06,127,22.5
8,1,dist_to_xi_centroid,(iii) rare blend,-0.17945134458895926,0.06067459932858462,110,67.5
8,2,dist_to_xi_centroid,(iii) rare blend,-0.09110983102918588,0.4776051403535178,63,112.5
8,3,dist_to_xi_centroid,(iii) rare blend,-0.17849944008958568,0.08350637170119213,95,157.5
8,4,dist_to_xi_centroid,(iii) rare blend,-0.42931192528149326,1.4731943672662907e-09,182,202.5
8,5,dist_to_xi_centroid,(iii) rare blend,-0.3622933923731725,0.002397223913556727,68,247.49999999999997
8,6,dist_to_xi_centroid,(iii) rare blend,-0.33686782673084037,0.0033375406599675203,74,292.5
8,7,dist_to_xi_centroid,(iii) rare blend,-0.35706651540482454,3.834796762045044e-06,159,337.5
8,0,cos_dist_to_xi_centroid,(iii) rare blend,-0.420873172103487,8.353462144127425e-07,127,22.5
8,1,cos_dist_to_xi_centroid,(iii) rare blend,-0.2436760363365868,0.010308889831148187,110,67.5
8,2,cos_dist_to_xi_centroid,(iii) rare blend,-0.16196236559139784,0.20473159383649975,63,112.5
8,3,cos_dist_to_xi_centroid,(iii) rare blend,-0.3002239641657335,0.0031166279147781827,95,157.5
8,4,cos_dist_to_xi_centroid,(iii) rare blend,-0.4149379286595119,5.747131102141016e-09,182,202.5
8,5,cos_dist_to_xi_centroid,(iii) rare blend,-0.19967935259762568,0.10256210508857605,68,247.49999999999997
8,6,cos_dist_to_xi_centroid,(iii) rare blend,-0.14322102924842647,0.223472522388718,74,292.5
8,7,cos_dist_to_xi_centroid,(iii) rare blend,-0.33125149271554816,1.99894635458925e-05,159,337.5
8,0,mean_level,baseline,-0.2946428571428571,0.0007721355178881322,127,22.5
8,1,mean_level,baseline,0.05445541206742881,0.5720544791668085,110,67.5
8,2,mean_level,baseline,0.12024769585253454,0.3478662693917304,63,112.5
8,3,mean_level,baseline,0.22081466965285557,0.031526576917799996,95,157.5
8,4,mean_level,baseline,-0.0008997446576426862,0.9903820619164843,182,202.5
8,5,mean_level,baseline,-0.302019315188762,0.012311330576170757,68,247.49999999999997
8,6,mean_level,baseline,-0.2664642724916697,0.021741812549478663,74,292.5
8,7,mean_level,baseline,-0.33847798130978896,1.2777505100783483e-05,159,337.5
12,0,norm_v,(i) intensification,-0.21368070132115077,0.04315185188542085,90,14.999999999999998
12,1,norm_v,(i) intensification,0.36388192166698835,0.0016775793470071175,72,45.0
12,2,norm_v,(i) intensification,0.32793741109530583,0.00407618908628596,75,74.99999999999999
12,3,norm_v,(i) intensification,0.42298642533936653,0.001985368989114567,51,105.0
12,4,norm_v,(i) intensification,0.5405138339920948,0.007749632525023967,23,135.0
12,5,norm_v,(i) intensification,0.16782423812898653,0.1270267619074778,84,165.0
12,6,norm_v,(i) intensification,-0.07503808742529006,0.34565363985758407,160,194.99999999999997
12,7,norm_v,(i) intensification,-0.5763191763191763,0.00023457510687533985,36,224.99999999999997
12,8,norm_v,(i) intensification,-0.4694873260910996,0.00034173085706072057,54,254.99999999999997
12,9,norm_v,(i) intensification,-0.4219909502262444,0.002039841930630772,51,285.0
12,10,norm_v,(i) intensification,-0.39611376465479814,0.005319511429033036,48,315.0
12,11,norm_v,(i) intensification,-0.020865596827890624,0.8108730219957039,134,344.99999999999994
12,0,norm_v_minus_global,(i) intensification,0.31374243733794294,0.0026018494091197197,90,14.999999999999998
12,1,norm_v_minus_global,(i) intensification,0.41671490127982513,0.0002713929568897437,72,45.0
12,2,norm_v_minus_global,(i) intensification,0.32844950213371266,0.004015317900712706,75,74.99999999999999
12,3,norm_v_minus_global,(i) intensification,0.46461538461538465,0.000593204150532019,51,105.0
12,4,norm_v_minus_global,(i) intensification,0.3300395256916996,0.1240459410326453,23,135.0
12,5,norm_v_minus_global,(i) intensification,0.3972866254935709,0.00018264852185993256,84,165.0
12,6,norm_v_minus_global,(i) intensification,0.07662311027774522,0.335531707612231,160,194.99999999999997
12,7,norm_v_minus_global,(i) intensification,0.2254826254826255,0.18608395106214287,36,224.99999999999997
12,8,norm_v_minus_global,(i) intensification,0.21517057366113965,0.11816045468367563,54,254.99999999999997
12,9,norm_v_minus_global,(i) intensification,-0.15113122171945698,0.2897677277722286,51,285.0
12,10,norm_v_minus_global,(i) intensification,0.04939209726443768,0.7388460909710222,48,315.0
12,11,norm_v_minus_global,(i) intensification,0.34870010848015565,3.642779158894313e-05,134,344.99999999999994
12,0,gini_v,(ii) focusing (raw),0.5022595382145943,4.5618612359968e-07,90,14.999999999999998
12,1,gini_v,(ii) focusing (raw),0.308958775483954,0.008274383984051595,72,45.0
12,2,gini_v,(ii) focusing (raw),0.24571834992887623,0.03359185888818091,75,74.99999999999999
12,3,gini_v,(ii) focusing (raw),0.2228054298642534,0.11605979287002129,51,105.0
12,4,gini_v,(ii) focusing (raw),-0.5405138339920948,0.007749632525023967,23,135.0
12,5,gini_v,(ii) focusing (raw),-0.23596233674192568,0.030707842380626883,84,165.0
12,6,gini_v,(ii) focusing (raw),-0.08898980428923005,0.263124024211813,160,194.99999999999997
12,7,gini_v,(ii) focusing (raw),0.1045045045045045,0.544141127088004,36,224.99999999999997
12,8,gini_v,(ii) focusing (raw),-0.07451877263198016,0.5922825431513375,54,254.99999999999997
12,9,gini_v,(ii) focusing (raw),-0.03357466063348416,0.8150682688064671,51,285.0
12,10,gini_v,(ii) focusing (raw),0.29342162396873644,0.042960628405421565,48,315.0
12,11,gini_v,(ii) focusing (raw),0.5607376650581679,1.840020523599832e-12,134,344.99999999999994
12,0,gini_resid_abs,(ii) focusing (resid),0.05077993167880808,0.6345634831102553,90,14.999999999999998
12,1,gini_resid_abs,(ii) focusing (resid),0.10100327995369479,0.398555641257498,72,45.0
12,2,gini_resid_abs,(ii) focusing (resid),-0.05473684210526315,0.6409127298880181,75,74.99999999999999
12,3,gini_resid_abs,(ii) focusing (resid),-0.04850678733031674,0.7353488939924516,51,105.0
12,4,gini_resid_abs,(ii) focusing (resid),-0.1689723320158103,0.4408617220657631,23,135.0
12,5,gini_resid_abs,(ii) focusing (resid),0.10126556646755087,0.3593698129972153,84,165.0
12,6,gini_resid_abs,(ii) focusing (resid),-0.05873666940114848,0.46064904843173765,160,194.99999999999997
12,7,gini_resid_abs,(ii) focusing (resid),0.24221364221364225,0.15465281072292472,36,224.99999999999997
12,8,gini_resid_abs,(ii) focusing (resid),-0.18734514960930052,0.17492975871414965,54,254.99999999999997
12,9,gini_resid_abs,(ii) focusing (resid),0.18217194570135745,0.20073769374125314,51,285.0
12,10,gini_resid_abs,(ii) focusing (resid),-0.30026052974381245,0.038121625622217,48,315.0
12,11,gini_resid_abs,(ii) focusing (resid),-0.1277696729385653,0.14123127150502635,134,344.99999999999994
12,0,participation_v,(ii) focusing (raw),-0.49442317981643824,7.311501572836081e-07,90,14.999999999999998
12,1,participation_v,(ii) focusing (raw),-0.3130104829892598,0.007425568764145281,72,45.0
12,2,participation_v,(ii) focusing (raw),-0.239601706970128,0.03841278670716975,75,74.99999999999999
12,3,participation_v,(ii) focusing (raw),-0.22099547511312218,0.11912996207312354,51,105.0
12,4,participation_v,(ii) focusing (raw),0.5395256916996047,0.007884598952113148,23,135.0
12,5,participation_v,(ii) focusing (raw),0.2229826870507239,0.04147056080927044,84,165.0
12,6,participation_v,(ii) focusing (raw),0.08921539903902496,0.261910930043719,160,194.99999999999997
12,7,participation_v,(ii) focusing (raw),-0.0815958815958816,0.6361507309397539,36,224.99999999999997
12,8,participation_v,(ii) focusing (raw),0.06529445397369925,0.6390065189092703,54,254.99999999999997
12,9,participation_v,(ii) focusing (raw),0.045339366515837094,0.7520607472987902,51,285.0
12,10,participation_v,(ii) focusing (raw),-0.28484585323491096,0.049726164207550196,48,315.0
12,11,participation_v,(ii) focusing (raw),-0.5579096996221898,2.5054230931078687e-12,134,344.99999999999994
12,0,participation_resid_abs,(ii) focusing (resid),-0.05891262295756678,0.5812490652419157,90,14.999999999999998
12,1,participation_resid_abs,(ii) focusing (resid),-0.10116406199755612,0.3978013801154145,72,45.0
12,2,participation_resid_abs,(ii) focusing (resid),-0.023641536273115216,0.8404397720811105,75,74.99999999999999
12,3,participation_resid_abs,(ii) focusing (resid),0.03303167420814479,0.8180078504252972,51,105.0
12,4,participation_resid_abs,(ii) focusing (resid),0.22529644268774704,0.3013260034345568,23,135.0
12,5,participation_resid_abs,(ii) focusing (resid),-0.12505821605750733,0.25702125610970306,84,165.0
12,6,participation_resid_abs,(ii) focusing (resid),0.05214461502402438,0.5125597555317818,160,194.99999999999997
12,7,participation_resid_abs,(ii) focusing (resid),-0.22316602316602321,0.1907674072690435,36,224.99999999999997
12,8,participation_resid_abs,(ii) focusing (resid),0.17499523537259384,0.20563839897664102,54,254.99999999999997
12,9,participation_resid_abs,(ii) focusing (resid),-0.13429864253393664,0.3474366091097014,51,285.0
12,10,participation_resid_abs,(ii) focusing (resid),0.2519539730785932,0.08406583665743339,48,315.0
12,11,participation_resid_abs,(ii) focusing (resid),0.14041820970336288,0.10560696026709301,134,344.99999999999994
12,0,dist_to_xi_centroid,(iii) rare blend,-0.482997900975429,1.4246857045320353e-06,90,14.999999999999998
12,1,dist_to_xi_centroid,(iii) rare blend,-0.14814457521384014,0.2142682242210951,72,45.0
12,2,dist_to_xi_centroid,(iii) rare blend,-0.219800853485064,0.05811858094921821,75,74.99999999999999
12,3,dist_to_xi_centroid,(iii) rare blend,0.002352941176470588,0.9869258126849715,51,105.0
12,4,dist_to_xi_centroid,(iii) rare blend,-0.33498023715415026,0.11818082467219841,23,135.0
12,5,dist_to_xi_centroid,(iii) rare blend,-0.19902804495292092,0.0695248207263489,84,165.0
12,6,dist_to_xi_centroid,(iii) rare blend,-0.4522559474979491,1.9301809387869757e-09,160,194.99999999999997
12,7,dist_to_xi_centroid,(iii) rare blend,-0.320978120978121,0.05629406821073758,36,224.99999999999997
12,8,dist_to_xi_centroid,(iii) rare blend,-0.29750333523918426,0.02890558584645045,54,254.99999999999997
12,9,dist_to_xi_centroid,(iii) rare blend,-0.40923076923076923,0.0028654320106686498,51,285.0
12,10,dist_to_xi_centroid,(iii) rare blend,-0.39068606165870595,0.006042750715070387,48,315.0
12,11,dist_to_xi_centroid,(iii) rare blend,-0.2986396339106473,0.00045669205968218717,134,344.99999999999994
12,0,cos_dist_to_xi_centroid,(iii) rare blend,-0.4793925175947648,1.7498019565530912e-06,90,14.999999999999998
12,1,cos_dist_to_xi_centroid,(iii) rare blend,-0.1919416039616696,0.10626051433551123,72,45.0
12,2,cos_dist_to_xi_centroid,(iii) rare blend,-0.2929445234708392,0.010754272358863361,75,74.99999999999999
12,3,cos_dist_to_xi_centroid,(iii) rare blend,-0.08696832579185519,0.5439621754821875,51,105.0
12,4,cos_dist_to_xi_centroid,(iii) rare blend,-0.4634387351778656,0.02593260432450387,23,135.0
12,5,cos_dist_to_xi_centroid,(iii) rare blend,-0.2966690290574061,0.006139113580269767,84,165.0
12,6,cos_dist_to_xi_centroid,(iii) rare blend,-0.41969119887495604,3.3074706502781985e-08,160,194.99999999999997
12,7,cos_dist_to_xi_centroid,(iii) rare blend,-0.0906048906048906,0.5992170739508953,36,224.99999999999997
12,8,cos_dist_to_xi_centroid,(iii) rare blend,-0.1945873832666285,0.1585457968947907,54,254.99999999999997
12,9,cos_dist_to_xi_centroid,(iii) rare blend,-0.15737556561085972,0.2700645611741817,51,285.0
12,10,cos_dist_to_xi_centroid,(iii) rare blend,-0.31882327399044724,0.02719981860371467,48,315.0
12,11,cos_dist_to_xi_centroid,(iii) rare blend,-0.2589932542799786,0.0025135188921523743,134,344.99999999999994
12,0,mean_level,baseline,-0.38700251059801627,0.00016453146500477694,90,14.999999999999998
12,1,mean_level,baseline,0.0860827062833623,0.4721479970989521,72,45.0
12,2,mean_level,baseline,0.03706996493667685,0.7521909256361176,75,74.99999999999999
12,3,mean_level,baseline,0.00986425339366516,0.9452283588220446,51,105.0
12,4,mean_level,baseline,0.5622529644268774,0.0052303961648442485,23,135.0
12,5,mean_level,baseline,0.19455300192366104,0.07616627806768539,84,165.0
12,6,mean_level,baseline,-0.02259173589557079,0.7767468622614908,160,194.99999999999997
12,7,mean_level,baseline,-0.4646074646074646,0.004307328204353203,36,224.99999999999997
12,8,mean_level,baseline,-0.29109967600533637,0.032714424213143994,54,254.99999999999997
12,9,mean_level,baseline,-0.2722171945701357,0.053298688354464656,51,285.0
12,10,mean_level,baseline,-0.3839557099435519,0.007057336245344598,48,315.0
12,11,mean_level,baseline,-0.32282238285088855,0.00014220428946759561,134,344.99999999999994
