onet_code,xi,chi,norm_v_minus_global,gini_resid_abs,participation_resid_abs
15-1299.05,0.9608788154952153,0.4438152548427787,4.4210329181300825,0.5317135278193033,0.4994570215703111
15-1299.08,1.343506980824364,0.4266161594401031,6.253832533498115,0.5157790028841243,0.409143690360559
15-1299.09,0.5248482767131901,0.3776695555210021,5.749784065617664,0.5158751903834187,0.4634200829368638
15-2011.00,0.5250368897431925,0.384492629466713,6.573828446641859,0.5238832463167833,0.5054872741709794
15-2021.00,0.8339749191584377,0.3340271926133421,7.872378773467345,0.42052721014453587,0.6222472012144789
15-2031.00,0.966633156558256,0.4528019999749144,6.217805056203381,0.423041900856735,0.619573606837044
15-2041.00,1.0032591670145714,0.5002177722473157,6.513859392222157,0.4007195398335668,0.6552946107905797
15-2041.01,0.7771460093091981,0.5930814252354714,7.752386799153595,0.40591312337286944,0.5955078530868079
15-2051.01,0.8724737081914924,0.405218718292031,4.632485219288407,0.45362344767409457,0.5584919768699674
15-2051.02,0.868030111631089,0.3388509464992562,4.84486605096573,0.49164588969968626,0.47062858161026233
15-2099.01,0.9196315232459096,0.38306738665934,4.485275955871571,0.3938537256886947,0.6589861657418098
17-1011.00,1.3095227629917172,0.320629929235699,6.186877577491069,0.38211367825787756,0.6524999782220551
17-1012.00,1.0737768880708851,0.329320780037784,4.901452686839067,0.4436633431795325,0.5667047205583813
17-1021.00,1.5917282660867194,0.2606115995212885,2.642560915239691,0.35345410569148217,0.6971746444229012
17-1022.00,1.5308574747022945,0.3078978314620185,3.3380262250520323,0.386028683868336,0.6529634619601384
17-1022.01,1.4883651229065882,0.3573584716773765,4.665253150760856,0.4552064614733604,0.5816523772892453
17-2011.00,1.5436722834202328,0.5583795095793345,7.704561332132608,0.48546170526879284,0.5325875890590915
17-2021.00,1.361538093601098,0.3621965296045514,5.114302597706932,0.41348946692344546,0.610132836574449
17-2031.00,1.3558820423754316,0.4862846771334824,8.281139998296748,0.45048244713796937,0.6009955959339243
17-2041.00,1.9076398293921075,0.5207460695637438,8.151623701155488,0.4026239757037362,0.6473098356233284
17-2051.00,1.6035525968638358,0.4921848882565109,6.915147839967791,0.40439480011688866,0.6446655103151486
17-2051.01,1.4659828697278663,0.4072503461883239,6.430565461474283,0.4497011025201907,0.5913077717835044
17-2051.02,1.5200613438478066,0.5019473015815972,6.815416260639302,0.42787464836628875,0.6347587837192831
17-2061.00,1.7539038176354629,0.3748968346483845,5.85325267822311,0.4476762085623436,0.5918318689720358
17-2071.00,1.655539270620619,0.4334193762165559,5.227400773935808,0.4571790449398383,0.5134786132360827
17-2072.00,1.67270565957397,0.4867279619521855,6.972044074587894,0.5085808948718946,0.5176080029447218
17-2072.01,1.5518685329295363,0.341182976330826,5.1259079479620215,0.5439002121596275,0.44759394820723764
17-2081.00,0.9468732027311098,0.4670046704495404,5.194504691307819,0.37994780293426533,0.6437263931636646
17-2111.02,1.1959754531057096,0.4233218801041999,5.913525956532906,0.46037258975572803,0.5890577961315907
17-2112.00,1.8208656174162603,0.3371094465014329,4.085772295693416,0.45968206814785395,0.5356448563898186
17-2112.01,1.325007784823217,0.5008137656543059,6.245230248429636,0.4033999188639823,0.5637792801864641
17-2112.02,1.5200106212893314,0.5464024557267294,5.040300271214983,0.5608523042314704,0.4237891788518348
17-2112.03,1.926094110272866,0.4134268470547482,9.564150564830278,0.3115308185023218,0.7569045205505568
17-2121.00,1.9088901183945537,0.4282093008774029,6.6669068613082,0.3560644203005652,0.7178108369080454
17-2131.00,1.5021722395686654,0.4078513446586143,6.401987372196173,0.4959849356878081,0.5065309288895353
17-2141.00,1.8538302489942176,0.5225282653606597,7.648071053090541,0.4232750039641322,0.608216454717199
17-2141.01,1.7297718532499826,0.5252063042243367,6.492204783551769,0.4170904708957752,0.634345124367936
17-2141.02,1.6010004731175405,0.4694486299662366,7.089154582952963,0.4898266290835638,0.5382461861476576
17-2151.00,1.6904522248607043,0.4294477806129634,7.676898691597314,0.3438785427790534,0.717413325707499
17-2161.00,1.4685742760185323,0.5105620966758823,6.8797089279524934,0.4452557505495145,0.6016509556260167
17-2171.00,1.72923276965111,0.4053840922895906,5.28797345591665,0.3244593821210058,0.7303756147836312
17-2199.03,1.3894873135869177,0.4880542968583721,5.56609433041522,0.48331697372825055,0.5189249148041679
17-2199.05,2.0267813589080754,0.4719527841809252,6.019877112190723,0.48060079490628693,0.5400673720733259
17-2199.06,1.787813884096223,0.5335808556591499,5.811304742903973,0.35227582655566425,0.7157664239991562
17-2199.07,1.578257434147083,0.4226181588002128,8.001099807052483,0.44274756621643063,0.6014011869320366
17-2199.08,2.095868232356062,0.3275712721371361,9.942685773990831,0.358893482008658,0.687779570971743
17-2199.09,1.5127664178065594,0.4169020307389071,7.912611998975641,0.45969497719096597,0.5671829143617229
17-2199.10,1.974818883654363,0.5461684457662558,5.294295803416936,0.49361226258125646,0.5300577349436325
17-2199.11,1.650529785833319,0.4942816405648526,4.506930672921944,0.39282257335063253,0.6336919963787254
17-3012.00,2.236336977337472,0.3300899692507175,2.5071709345556106,0.5527629059229417,0.43579927122402373
17-3013.00,2.396148484772101,0.3362237465271034,4.006315735956647,0.5655074278068384,0.43887197428820135
17-3021.00,2.1703845833570306,0.6663863557014298,5.431368431867668,0.5259366666825191,0.47633453287044913
17-3022.00,1.5317517142652632,0.3958329512565542,3.0441611745785835,0.3656227621852306,0.6997388625427949
17-3024.00,2.442751846024659,0.5646596232990968,7.373169032704316,0.511252787822017,0.5127782870410128
17-3024.01,2.7066461953121466,0.4194585475323837,7.6955995288702415,0.44186206134057104,0.6040065115890428
17-3025.00,1.5588731194994812,0.3765158373072478,4.862337330781882,0.4699800867352266,0.5596779802229382
17-3026.00,2.0892098557018244,0.5018486731105022,4.9401173926965125,0.5258723029750028,0.4780506823631306
17-3026.01,1.944735287607553,0.4172655415788406,6.055704661099389,0.4313108884703971,0.5972884061111298
17-3027.00,2.193961889185132,0.5615216435819943,5.100934921617733,0.4714105617959179,0.5572975413023427
17-3027.01,2.0850590874700727,0.618359806481636,5.308505075879512,0.43413736646632084,0.562323400693085
17-3029.01,2.044067714483917,0.5824573592787442,4.350287549928422,0.419157546013881,0.6188414075188029
17-3029.08,2.507152613432312,0.4508695864259167,5.784470899692184,0.5194591811651563,0.43912591894182323
19-1011.00,0.8138729509901693,0.4146177281964888,4.923887077690794,0.5111490527654015,0.4552422380893553
19-1012.00,1.2882727482517005,0.3708020094651268,4.746748743607963,0.4794030487383232,0.5358743327019644
19-1013.00,1.0924847344560076,0.4957819163929958,6.255691873033902,0.4022706055795706,0.5657705183116428
19-1021.00,1.128975508531176,0.429268100886774,7.702115730946508,0.3963334550623794,0.6479236543411276
19-1022.00,1.1575040772205003,0.4039319241372547,6.012935500969241,0.5152615513403271,0.43693012844106843
19-1023.00,0.5501673696419419,0.4700420012983877,4.293377528861283,0.4892483072845728,0.43563119330195293
19-1029.01,0.8706274442826827,0.4135969226786506,5.482831534014881,0.42573147393377786,0.5556849273819529
19-1029.02,1.015905470440379,0.4205276361491634,7.5043185100375265,0.33232991141105916,0.7001924094629121
19-1029.03,0.8537302838839473,0.4553502093483507,5.34580879743422,0.45797487950182747,0.5040427789546145
19-1029.04,0.7236839866466813,0.4684527396319463,6.795665672067419,0.46832375850146124,0.4891671536893167
19-1031.00,0.9035882304217632,0.4659779455683766,3.2531424008251286,0.4536474421848018,0.5989937525956645
19-1031.02,0.6473076953281485,0.30946250025275,4.029830220692793,0.46767748676815835,0.5340374627887317
19-1031.03,6.052249204376099,0.3766337605366127,2.7867945906587095,0.45588169329759687,0.590058197247074
19-1032.00,0.8689406725326552,0.2488042082332703,4.7566629627870105,0.44276025963070764,0.5761857983144698
19-1041.00,0.5225661799556947,0.5864327264000075,7.624462395737147,0.37429088851633896,0.6163943283095074
19-1042.00,0.8496146994362412,0.4713410797868172,6.751755188276253,0.43702716898167293,0.5349611395938731
19-2011.00,0.4633275992792994,0.4141115131403424,6.645019899622487,0.49669777244116076,0.4590281086991852
19-2012.00,1.22810472036972,0.4752983933087569,9.348344313438478,0.4578093245316055,0.5755765972968334
19-2021.00,1.0133329776473845,0.384769553041447,5.851545222735077,0.5349656207629006,0.4158072334163212
19-2031.00,1.6683413495120971,0.5460358593012261,6.169404001248075,0.4547362239949686,0.5469367170843539
19-2032.00,1.5736118779977464,0.4250894741679786,5.361507088411762,0.4641388128237236,0.4860557404553451
19-2041.00,1.0542950679760053,0.623716766888985,5.683673251550266,0.42924761653330923,0.5397485116505558
19-2041.01,0.6771282988884415,0.6213864550734289,5.0273717248225385,0.5391275825522659,0.4153872976353222
19-2041.02,1.1189319953195354,0.5439415499824792,4.873206176771296,0.4899059326177424,0.524746734099843
19-2041.03,1.265176335265836,0.6174120166919871,5.997641920019501,0.5356137133485981,0.47732002239325383
19-2042.00,1.3506938900218284,0.5115371718760439,5.255002405938975,0.4667170649785395,0.5626113199517594
19-2043.00,1.1410992810823395,0.4830308936059596,5.444867570515953,0.5299097588619894,0.4640134388169866
19-2099.01,1.2370877403436729,0.4007760253452259,5.714107442351273,0.41546694785027727,0.6375004142328252
19-3011.00,0.580032420976745,0.524524060165914,5.740480775572372,0.35660884738998155,0.6929902086433907
19-3011.01,0.9270561047879076,0.64083335957933,5.989940803807785,0.5281094484269455,0.44013929249152295
19-3022.00,0.6848541104566,0.4395401793503081,5.735949412458118,0.48268022096175467,0.5365869344588416
19-3032.00,0.3968310575696911,0.4795296602138714,7.129897266052675,0.41909485071918406,0.6124294426688851
19-3033.00,0.2031359434429263,0.5221467755962187,5.579476685264759,0.5633336226929309,0.4615862474967721
19-3034.00,6.277963020912134,0.589135354906944,5.789375603327326,0.5264762509160743,0.4648760902231839
19-3039.02,0.2852906989502082,0.5202107854464764,6.170526826088786,0.3737623278383091,0.6608777605759995
19-3039.03,0.3218332585111266,0.4802850804820089,5.82881194514726,0.3859592745990119,0.6486462730080333
19-3041.00,0.4531100835269863,0.5724635040750629,6.030080155962736,0.40270988083359627,0.62613753495129
19-3051.00,0.8300519424053363,0.5568887211911813,5.706498209289153,0.3829085604815752,0.6671908209662458
19-3091.00,0.4686196354748743,0.4264746011771718,5.177183686545961,0.3806164801772709,0.667242726650788
19-3092.00,0.7642067367751031,0.3697509363569973,5.344507383309644,0.39671653415842645,0.6186701027231679
19-3093.00,0.1639077367173792,0.3927146045375067,5.175392929244467,0.3591259373341167,0.7135937337327379
19-3094.00,0.3835483073968098,0.5905063860283246,5.669536581348114,0.4255692357376488,0.6297617401443961
19-3099.01,0.9927919394228174,0.458955569316046,5.267217688408654,0.4227148381110817,0.5454089427469576
19-4012.00,1.7803225704159087,0.1617553154431858,3.202856632028824,0.4293559323725893,0.5609953846242347
19-4012.01,1.5318208055010225,0.3506268054925698,3.9114404875103976,0.4414701827717675,0.5900952695643411
19-4013.00,1.9011108844513411,0.3250528139946744,3.320718654462675,0.40802056249602225,0.6265546083267678
19-4021.00,1.7018919414495826,0.2156417864294967,4.149563408640021,0.4261031871872438,0.618552024322614
19-4031.00,1.7842622984144365,0.3498287985124232,5.210062625758805,0.44336198720925735,0.5812479802744588
19-4042.00,1.5034477993507072,0.4375867143525518,3.3469129609879267,0.4988966571528717,0.49108240798779057
19-4051.02,2.00202567771759,0.3154829569701335,3.5957527703863406,0.5073826468330505,0.47560922214459905
19-4061.00,0.4856360794651509,0.3311418940954537,4.142331245228265,0.38645727461955137,0.665375764161908
19-4071.00,0.7447357322342245,0.1626912383590358,2.651755070915918,0.4588457568106572,0.5843118790992775
19-4092.00,1.5137784942443102,0.2651779433130093,3.448758640934094,0.5059041590816074,0.48526675524379886
19-4099.01,1.5065691812048634,0.46737013734479,3.5577586542340796,0.3329044803110528,0.740249018104329
19-4099.03,1.5602297764154116,0.335115648673367,4.095747023499115,0.40264468780845863,0.5638294313789429
19-5011.00,1.2065741694859482,0.3717042369895171,4.051392931175618,0.4783617702754077,0.5472892053669886
19-5012.00,1.313215241750985,0.3403762037018598,2.8984168861427992,0.3988520063037193,0.6604966166821651
21-1011.00,6.24806534534648,0.5043792722959608,4.452420952306544,0.44425649826385194,0.5649417872096114
21-1012.00,5.926115011907728,0.6034747604439004,5.3411265641577454,0.5063588082346651,0.5194321378451012
21-1013.00,0.0121368675497294,0.5622140141962602,6.803709991512807,0.4401961257556286,0.6100351928232033
21-1014.00,6.271433229279202,0.4996863773860428,6.649152938282814,0.44263072602909403,0.5790117786536882
21-1015.00,0.0774601498761539,0.46980057361926,5.436913124036017,0.46340772995913904,0.5824964715690197
21-1021.00,6.175348604150893,0.5145064070323905,4.931210900683186,0.49717739814451223,0.5479901029314503
21-1022.00,0.05230805682885,0.5098561860804994,5.470414791013662,0.46304554220595073,0.5843585971359719
21-1023.00,6.262397122392789,0.5240263214801615,5.267088789674528,0.4340790325447763,0.6095787649259818
21-1091.00,0.1037697424376885,0.6062413216358226,4.546858204817474,0.48582032771308437,0.5455747553606918
21-1092.00,6.120976480381305,0.3553834922847684,3.7510433402772807,0.5300015850972704,0.48994205062713336
21-1093.00,6.05637660699731,0.4181791141224096,3.4628186064249746,0.4853030770976485,0.5541383280553831
21-1094.00,6.275573967599635,0.5497595362988216,3.7350406790453743,0.5287944466689305,0.4320457033891223
21-2011.00,5.738913691481301,0.4951489479413918,6.364987277496213,0.37233486915551683,0.6966154133718231
21-2021.00,6.010092296956891,0.5488029919670463,4.889182815233566,0.5232897517066517,0.4782244947037619
23-1011.00,0.0921260885418117,0.3850915918028009,6.734858318735469,0.43945385014090443,0.6088999039350931
23-1012.00,6.014854614946249,0.359851915368895,5.6538686285283255,0.47338078295100905,0.555491079301522
23-1021.00,0.2661132548725979,0.3465000042228904,6.049771315872321,0.38766967830676036,0.6759537466344618
23-1022.00,0.0650711527547365,0.3186721063794065,6.240201188958537,0.4125171476274674,0.6402487313671739
23-1023.00,5.909766936930342,0.337103302224663,6.975650160461008,0.4241484341904551,0.621603855690166
23-2011.00,6.064773561734509,0.3015632959181752,5.124761648047115,0.38956798421883376,0.6772608430631284
23-2093.00,0.7329065028577534,0.1204788612985485,4.8032463101096114,0.3218080458255119,0.7560704187363323
25-1011.00,5.8923823890737,0.5856282482662668,5.8068484969369445,0.35683562584665984,0.7121317665861179
25-1021.00,5.911966134908718,0.5449751339379635,5.801374665415094,0.48427462565555324,0.5156715508440859
25-1022.00,5.852219722216242,0.5750511804245356,5.8024971797536065,0.4524795856603254,0.5271644365992231
25-1031.00,5.92108899520546,0.5638474341829542,5.784716032812161,0.488270511108051,0.5535575990887259
25-1032.00,5.968738693394053,0.5298823451134806,5.641949507925248,0.4983821507192332,0.4922346514457517
25-1041.00,5.941856630181804,0.5618241227808165,5.51016620508029,0.44493833317677467,0.5452984165905875
25-1042.00,5.933103339099668,0.5186627879520512,5.472428630469436,0.4279395779998143,0.5186095528948259
25-1043.00,5.984623783450736,0.5662030182107882,5.263937130447483,0.49114737939094666,0.504714678606341
25-1051.00,5.955239108811932,0.5393309013782918,6.304295363944725,0.471042153306513,0.48947916433872735
25-1052.00,5.944003508432697,0.527228266277482,5.5398752228368915,0.45654716680383056,0.505043490878282
25-1053.00,5.969142056625407,0.5702340282100958,5.997035101871249,0.5062963341402995,0.39033154107769863
25-1054.00,5.908923026552506,0.5280658479678882,5.800590924209661,0.42961614507449153,0.5489889979750943
25-1061.00,6.004713877733327,0.5586778807441705,6.827339315687109,0.4469051631904781,0.5626740794624585
25-1062.00,5.920444797844599,0.5824479222699256,5.416569549544959,0.42563499399609395,0.6059747968207558
25-1063.00,5.916683199545707,0.5786751476753478,5.2237061428922305,0.4344012340868937,0.5965427642676734
25-1064.00,5.96477744175168,0.5462758068463008,5.811983883714452,0.5177204953614734,0.4810822555896545
25-1065.00,5.903663173856796,0.5882701133782564,5.638171316921196,0.42486239787448743,0.6371829035721739
25-1066.00,5.943077735704581,0.5641164340180069,6.782800987688525,0.4094200379107946,0.579126680459453
25-1067.00,5.926191646558987,0.5771073256380215,6.334965498867837,0.40145737241280544,0.5949382400525813
25-1071.00,5.883340002691258,0.5904192194469525,5.0360282321251475,0.5096600330726115,0.4802200281034683
25-1072.00,5.947113954972658,0.5810446918596154,5.180139855224164,0.4145951006971602,0.6190215163482321
