ability,theta_rad,theta_deg,intensity_norm01
Arm-Hand Steadiness,1.2042771838760873,69.0,0.08463791150935039
Arm-Hand Steadiness,1.213003830136059,69.5,0.08628960925335923
Arm-Hand Steadiness,1.2217304763960306,70.0,0.08794541234176413
Arm-Hand Steadiness,1.2304571226560024,70.5,0.08960280710942674
Arm-Hand Steadiness,1.239183768915974,71.0,0.09125927760427882
Arm-Hand Steadiness,1.2479104151759457,71.5,0.09291230984351694
Arm-Hand Steadiness,1.2566370614359172,72.0,0.09455939609199071
Arm-Hand Steadiness,1.265363707695889,72.5,0.09619803915747875
Arm-Hand Steadiness,1.2740903539558606,73.0,0.09782575669926676
Arm-Hand Steadiness,1.2828170002158321,73.5,0.09944008554800608
Arm-Hand Steadiness,1.2915436464758039,74.0,0.10103858603618375
Arm-Hand Steadiness,1.3002702927357754,74.5,0.10261884633965798
Arm-Hand Steadiness,1.3089969389957472,75.0,0.1041784868315648
Arm-Hand Steadiness,1.3177235852557188,75.5,0.10571516445046253
Arm-Hand Steadiness,1.3264502315156905,76.0,0.10722657708483904
Arm-Hand Steadiness,1.335176877775662,76.5,0.10871046797604232
Arm-Hand Steadiness,1.3439035240356338,77.0,0.11016463014131285
Arm-Hand Steadiness,1.3526301702956054,77.5,0.1115869108178935
Arm-Hand Steadiness,1.361356816555577,78.0,0.1129752159281833
Arm-Hand Steadiness,1.3700834628155487,78.5,0.11432751456459887
Arm-Hand Steadiness,1.3788101090755203,79.0,0.1156418434912376
Arm-Hand Steadiness,1.387536755335492,79.5,0.11691631165762424
Arm-Hand Steadiness,1.3962634015954636,80.0,0.11814910471780525
Arm-Hand Steadiness,1.4049900478554354,80.5,0.11933848954587105
Arm-Hand Steadiness,1.413716694115407,81.0,0.1204828187366762
Arm-Hand Steadiness,1.4224433403753787,81.5,0.12158053507813803
Arm-Hand Steadiness,1.4311699866353502,82.0,0.12263017597907691
Arm-Hand Steadiness,1.4398966328953218,82.5,0.12363037783416284
Arm-Hand Steadiness,1.4486232791552935,83.0,0.12457988030520263
Arm-Hand Steadiness,1.457349925415265,83.5,0.12547753049579827
Arm-Hand Steadiness,1.4660765716752369,84.0,0.12632228699436854
Arm-Hand Steadiness,1.4748032179352084,84.5,0.12711322375870812
Arm-Hand Steadiness,1.4835298641951802,85.0,0.12784953381370517
Arm-Hand Steadiness,1.4922565104551517,85.5,0.12853053273258352
Arm-Hand Steadiness,1.5009831567151235,86.0,0.1291556618711293
Arm-Hand Steadiness,1.509709802975095,86.5,0.12972449132382025
Arm-Hand Steadiness,1.5184364492350666,87.0,0.13023672257063929
Arm-Hand Steadiness,1.5271630954950384,87.5,0.13069219078363362
Arm-Hand Steadiness,1.53588974175501,88.0,0.13109086676299492
Arm-Hand Steadiness,1.5446163880149817,88.5,0.13143285847359001
Arm-Hand Steadiness,1.5533430342749532,89.0,0.13171841215446933
Arm-Hand Steadiness,1.562069680534925,89.5,0.13194791297591157
Arm-Hand Steadiness,1.5707963267948966,90.0,0.13212188522101573
Arm-Hand Steadiness,1.5795229730548683,90.5,0.1322409919717125
Arm-Hand Steadiness,1.5882496193148399,91.0,0.13230603428229704
Arm-Hand Steadiness,1.5969762655748114,91.5,0.13231794982716782
Arm-Hand Steadiness,1.6057029118347832,92.0,0.13227781101334102
Arm-Hand Steadiness,1.6144295580947547,92.5,0.1321868225524629
Arm-Hand Steadiness,1.6231562043547265,93.0,0.1320463184914126
Arm-Hand Steadiness,1.631882850614698,93.5,0.13185775870512403
Arm-Hand Steadiness,1.6406094968746698,94.0,0.13162272485990661
Arm-Hand Steadiness,1.6493361431346414,94.5,0.13134291586025346
Arm-Hand Steadiness,1.6580627893946132,95.0,0.1310201427968294
Arm-Hand Steadiness,1.6667894356545847,95.5,0.1306563234179836
Arm-Hand Steadiness,1.6755160819145565,96.00000000000001,0.13025347615165908
Arm-Hand Steadiness,1.684242728174528,96.5,0.12981371370892894
Arm-Hand Steadiness,1.6929693744344996,97.0,0.12933923630451624
Arm-Hand Steadiness,1.7016960206944713,97.5,0.1288323245334959
Arm-Hand Steadiness,1.710422666954443,98.0,0.12829533194688922
Arm-Hand Steadiness,1.7191493132144147,98.5,0.12773067737199212
Arm-Hand Steadiness,1.7278759594743862,99.0,0.12714083702599316
Arm-Hand Steadiness,1.736602605734358,99.5,0.1265283364736939
Arm-Hand Steadiness,1.7453292519943295,100.0,0.12589574248191987
Arm-Hand Steadiness,1.7540558982543013,100.50000000000001,0.12524565482447458
Arm-Hand Steadiness,1.7627825445142729,101.0,0.12458069809223321
Arm-Hand Steadiness,1.7715091907742444,101.5,0.1239035135631759
Arm-Hand Steadiness,1.7802358370342162,102.0,0.12321675118683376
Arm-Hand Steadiness,1.7889624832941877,102.5,0.12252306173675447
Arm-Hand Steadiness,1.7976891295541595,103.0,0.12182508918321015
Arm-Hand Steadiness,1.806415775814131,103.5,0.12112546333648108
Arm-Hand Steadiness,1.8151424220741028,104.0,0.120426792808681
Arm-Hand Steadiness,1.8238690683340744,104.5,0.11973165833927543
Arm-Hand Steadiness,1.8325957145940461,105.00000000000001,0.1190426065262181
Arm-Hand Steadiness,1.8413223608540177,105.5,0.11836214400103835
Arm-Hand Steadiness,1.8500490071139892,106.0,0.11769273208229555
Arm-Hand Steadiness,1.858775653373961,106.5,0.11703678193763425
Arm-Hand Steadiness,1.8675022996339325,107.0,0.11639665028026801
Arm-Hand Steadiness,1.8762289458939043,107.5,0.1157746356211602
Arm-Hand Steadiness,1.8849555921538759,108.0,0.11517297509350244
Arm-Hand Steadiness,1.8936822384138476,108.5,0.1145938418613803
Arm-Hand Steadiness,1.9024088846738192,109.0,0.11403934311981619
Arm-Hand Steadiness,1.911135530933791,109.50000000000001,0.1135115186887464
Arm-Hand Steadiness,1.9198621771937625,110.0,0.11301234019898004
Arm-Hand Steadiness,1.928588823453734,110.5,0.11254371086384503
Arm-Hand Steadiness,1.9373154697137058,111.0,0.11210746582610538
Arm-Hand Steadiness,1.9460421159736774,111.5,0.11170537306586871
Arm-Hand Steadiness,1.9547687622336491,112.0,0.11133913485163256
Arm-Hand Steadiness,1.9634954084936207,112.5,0.11101038971337225
Arm-Hand Steadiness,1.9722220547535925,113.0,0.11072071491367236
Arm-Hand Steadiness,1.980948701013564,113.5,0.11047162939036861
Arm-Hand Steadiness,1.9896753472735358,114.00000000000001,0.11026459714200149
Arm-Hand Steadiness,1.9984019935335073,114.5,0.11010103102559375
Arm-Hand Steadiness,2.007128639793479,115.0,0.10998229693484349
Arm-Hand Steadiness,2.0158552860534504,115.49999999999999,0.1099097183257591
Arm-Hand Steadiness,2.0245819323134224,116.00000000000001,0.1098845810560416
Arm-Hand Steadiness,2.033308578573394,116.5,0.10990813850410495
Arm-Hand Steadiness,2.0420352248333655,117.0,0.10998161693350497
Arm-Hand Steadiness,2.050761871093337,117.5,0.11010622106866844
Arm-Hand Steadiness,2.059488517353309,118.00000000000001,0.11028313984815483
Arm-Hand Steadiness,2.0682151636132806,118.50000000000001,0.11051355232219
Arm-Hand Steadiness,2.076941809873252,119.0,0.11079863366185073
Arm-Hand Steadiness,2.0856684561332237,119.5,0.11113956124800066
Arm-Hand Steadiness,2.0943951023931953,119.99999999999999,0.11153752080884408
Arm-Hand Steadiness,2.1031217486531673,120.50000000000001,0.11199371257572957
Arm-Hand Steadiness,2.111848394913139,121.0,0.11250935742756113
Arm-Hand Steadiness,2.1205750411731104,121.5,0.11308570299482879
Arm-Hand Steadiness,2.129301687433082,122.0,0.11372402969481546
Arm-Hand Steadiness,2.138028333693054,122.50000000000001,0.1144256566699548
Arm-Hand Steadiness,2.1467549799530254,123.00000000000001,0.11519194760157807
Arm-Hand Steadiness,2.155481626212997,123.5,0.11602431637139449
Arm-Hand Steadiness,2.1642082724729685,124.0,0.11692423254297914
Arm-Hand Steadiness,2.17293491873294,124.49999999999999,0.11789322663531583
Arm-Hand Steadiness,2.181661564992912,125.00000000000001,0.11893289516005316
Arm-Hand Steadiness,2.1903882112528836,125.5,0.12004490539360976
Arm-Hand Steadiness,2.199114857512855,126.0,0.12123099985462901
Arm-Hand Steadiness,2.2078415037728267,126.5,0.12249300045656948
Arm-Hand Steadiness,2.2165681500327987,127.00000000000001,0.12383281230446574
Arm-Hand Steadiness,2.2252947962927703,127.50000000000001,0.12525242710414483
Arm-Hand Steadiness,2.234021442552742,128.0,0.12675392615149597
Arm-Hand Steadiness,2.2427480888127134,128.5,0.12833948286880623
Arm-Hand Steadiness,2.251474735072685,129.0,0.1300113648547632
Arm-Hand Steadiness,2.260201381332657,129.5,0.13177193541453114
Arm-Hand Steadiness,2.2689280275926285,130.0,0.13362365453639705
Arm-Hand Steadiness,2.2776546738526,130.5,0.1355690792819076
Arm-Hand Steadiness,2.2863813201125716,131.0,0.13761086355722638
Arm-Hand Steadiness,2.2951079663725436,131.5,0.1397517572346903
Arm-Hand Steadiness,2.303834612632515,132.0,0.14199460459526111
Arm-Hand Steadiness,2.3125612588924866,132.5,0.1443423420647993
Arm-Hand Steadiness,2.321287905152458,133.0,0.1467979952198446
Arm-Hand Steadiness,2.3300145514124297,133.5,0.1493646750418952
Arm-Hand Steadiness,2.3387411976724017,134.0,0.15204557340303052
Arm-Hand Steadiness,2.3474678439323733,134.5,0.1548439577701128
Arm-Hand Steadiness,2.356194490192345,135.0,0.15776316511971647
Arm-Hand Steadiness,2.3649211364523164,135.5,0.1608065950613199
Arm-Hand Steadiness,2.3736477827122884,136.0,0.16397770217212732
Arm-Hand Steadiness,2.38237442897226,136.5,0.16727998755308818
Arm-Hand Steadiness,2.3911010752322315,137.0,0.17071698962219298
Arm-Hand Steadiness,2.399827721492203,137.5,0.17429227416785006
Arm-Hand Steadiness,2.4085543677521746,138.0,0.17800942369201217
Arm-Hand Steadiness,2.4172810140121466,138.5,0.1818720260796076
Arm-Hand Steadiness,2.426007660272118,139.0,0.18588366263763906
Arm-Hand Steadiness,2.4347343065320897,139.5,0.19004789555393453
Arm-Hand Steadiness,2.443460952792061,140.0,0.1943682548318359
Arm-Hand Steadiness,2.452187599052033,140.5,0.19884822476299893
Arm-Hand Steadiness,2.4609142453120048,141.0,0.20349123000581898
Arm-Hand Steadiness,2.4696408915719763,141.5,0.20830062134168686
Arm-Hand Steadiness,2.478367537831948,142.0,0.21327966118520872
Arm-Hand Steadiness,2.4870941840919194,142.5,0.2184315089276062
Arm-Hand Steadiness,2.4958208303518914,143.0,0.22375920619464898
Arm-Hand Steadiness,2.504547476611863,143.5,0.22926566210159874
Arm-Hand Steadiness,2.5132741228718345,144.0,0.23495363858770912
Arm-Hand Steadiness,2.522000769131806,144.5,0.24082573591176756
Arm-Hand Steadiness,2.530727415391778,145.0,0.24688437838799848
Arm-Hand Steadiness,2.5394540616517496,145.5,0.2531318004383349
Arm-Hand Steadiness,2.548180707911721,146.0,0.25957003303265885
Arm-Hand Steadiness,2.5569073541716927,146.5,0.2662008905831177
Arm-Hand Steadiness,2.5656340004316642,147.0,0.2730259583521493
Arm-Hand Steadiness,2.5743606466916362,147.5,0.28004658042643565
Arm-Hand Steadiness,2.5830872929516078,148.0,0.2872638483007871
Arm-Hand Steadiness,2.5918139392115793,148.5,0.2946785901070503
Arm-Hand Steadiness,2.600540585471551,149.0,0.3022913605136645
Arm-Hand Steadiness,2.609267231731523,149.5,0.3101024313116551
Arm-Hand Steadiness,2.6179938779914944,150.0,0.3181117826927699
Arm-Hand Steadiness,2.626720524251466,150.5,0.3263190952153747
Arm-Hand Steadiness,2.6354471705114375,151.0,0.3347237424437533
Arm-Hand Steadiness,2.644173816771409,151.5,0.3433247842368726
Arm-Hand Steadiness,2.652900463031381,152.0,0.35212096065359977
Arm-Hand Steadiness,2.6616271092913526,152.5,0.3611106864330367
Arm-Hand Steadiness,2.670353755551324,153.0,0.37029204600124416
Arm-Hand Steadiness,2.6790804018112957,153.5,0.37966278894930516
Arm-Hand Steadiness,2.6878070480712677,154.0,0.3892203259226596
Arm-Hand Steadiness,2.6965336943312392,154.5,0.39896172485798514
Arm-Hand Steadiness,2.705260340591211,155.0,0.4088837075018184
Arm-Hand Steadiness,2.7139869868511823,155.5,0.4189826461446195
Arm-Hand Steadiness,2.722713633111154,156.0,0.4292545605052375
Arm-Hand Steadiness,2.731440279371126,156.5,0.43969511470371975
Arm-Hand Steadiness,2.7401669256310974,157.0,0.45029961426516724
Arm-Hand Steadiness,2.748893571891069,157.5,0.46106300310386533
Arm-Hand Steadiness,2.7576202181510405,158.0,0.47197986044511864
Arm-Hand Steadiness,2.7663468644110125,158.5,0.48304439765208174
Arm-Hand Steadiness,2.775073510670984,159.0,0.49425045493620745
Arm-Hand Steadiness,2.7838001569309556,159.5,0.5055914979426657
Arm-Hand Steadiness,2.792526803190927,160.0,0.5170606142159475
Arm-Hand Steadiness,2.8012534494508987,160.5,0.5286505095657764
Arm-Hand Steadiness,2.8099800957108707,161.0,0.5403535043690388
Arm-Hand Steadiness,2.8187067419708423,161.5,0.5521615298595791
Arm-Hand Steadiness,2.827433388230814,162.0,0.5640661244740357
Arm-Hand Steadiness,2.8361600344907854,162.5,0.576058430338164
Arm-Hand Steadiness,2.8448866807507573,163.0,0.58812918999402
Arm-Hand Steadiness,2.853613327010729,163.5,0.6002687434836186
Arm-Hand Steadiness,2.8623399732707004,164.0,0.612467025918987
Arm-Hand Steadiness,2.871066619530672,164.5,0.624713565681548
Arm-Hand Steadiness,2.8797932657906435,165.0,0.6369974834052594
Arm-Hand Steadiness,2.8885199120506155,165.5,0.6493074919075982
Arm-Hand Steadiness,2.897246558310587,166.0,0.6616318972400561
Arm-Hand Steadiness,2.9059732045705586,166.5,0.6739586010351146
Arm-Hand Steadiness,2.91469985083053,167.0,0.6862751043294366
Arm-Hand Steadiness,2.923426497090502,167.5,0.6985685130431482
Arm-Hand Steadiness,2.9321531433504737,168.0,0.7108255452923994
Arm-Hand Steadiness,2.9408797896104453,168.5,0.7230325407068553
Arm-Hand Steadiness,2.949606435870417,169.0,0.7351754719152608
Arm-Hand Steadiness,2.9583330821303884,169.5,0.7472399583508341
Arm-Hand Steadiness,2.9670597283903604,170.0,0.7592112825139253
Arm-Hand Steadiness,2.975786374650332,170.5,0.7710744088122929
Arm-Hand Steadiness,2.9845130209103035,171.0,0.7828140050795822
Arm-Hand Steadiness,2.993239667170275,171.5,0.79441446685034
Arm-Hand Steadiness,3.001966313430247,172.0,0.80585994444541
Arm-Hand Steadiness,3.0106929596902186,172.5,0.8171343728950192
Arm-Hand Steadiness,3.01941960595019,173.0,0.8282215046986816
Arm-Hand Steadiness,3.0281462522101616,173.5,0.8391049453914284
Arm-Hand Steadiness,3.036872898470133,174.0,0.8497681918552957
Arm-Hand Steadiness,3.045599544730105,174.5,0.8601946732837635
Arm-Hand Steadiness,3.0543261909900767,175.0,0.8703677946753627
Arm-Hand Steadiness,3.0630528372500483,175.5,0.8802709827014052
Arm-Hand Steadiness,3.07177948351002,176.0,0.8898877337620751
Arm-Hand Steadiness,3.080506129769992,176.5,0.8992016640154735
Arm-Hand Steadiness,3.0892327760299634,177.0,0.9081965611359447
Arm-Hand Steadiness,3.097959422289935,177.5,0.9168564375315998
Arm-Hand Steadiness,3.1066860685499065,178.0,0.925165584726724
Arm-Hand Steadiness,3.115412714809878,178.5,0.9331086285930922
Arm-Hand Steadiness,3.12413936106985,179.0,0.9406705850954401
Arm-Hand Steadiness,3.1328660073298216,179.5,0.9478369162007022
Arm-Hand Steadiness,3.141592653589793,180.0,0.9545935855884411
Arm-Hand Steadiness,3.1503192998497647,180.5,0.9609271137912897
Arm-Hand Steadiness,3.1590459461097367,181.0,0.9668246323894145
Arm-Hand Steadiness,3.167772592369708,181.5,0.9722739368820698
Arm-Hand Steadiness,3.1764992386296798,182.0,0.977263537862299
Arm-Hand Steadiness,3.1852258848896513,182.5,0.981782710127743
Arm-Hand Steadiness,3.193952531149623,183.0,0.9858215393713297
Arm-Hand Steadiness,3.202679177409595,183.5,0.9893709661101504
Arm-Hand Steadiness,3.2114058236695664,184.0,0.9924228265290185
Arm-Hand Steadiness,3.220132469929538,184.5,0.994969889936777
Arm-Hand Steadiness,3.2288591161895095,185.0,0.9970058925581435
Arm-Hand Steadiness,3.2375857624494815,185.5,0.9985255674114746
Arm-Hand Steadiness,3.246312408709453,186.0,0.9995246700529558
Arm-Hand Steadiness,3.2550390549694246,186.5,1.0
Arm-Hand Steadiness,3.263765701229396,187.0,0.9999494176806973
Arm-Hand Steadiness,3.2724923474893677,187.5,0.9993718567915922
Arm-Hand Steadiness,3.2812189937493397,188.0,0.9982673319824222
Arm-Hand Steadiness,3.2899456400093112,188.5,0.9966369418233305
Arm-Hand Steadiness,3.2986722862692828,189.0,0.9944828670470015
Arm-Hand Steadiness,3.3073989325292543,189.5,0.9918083640947661
Arm-Hand Steadiness,3.3161255787892263,190.0,0.9886177540315185
Arm-Hand Steadiness,3.324852225049198,190.5,0.9849164069289266
Arm-Hand Steadiness,3.3335788713091694,191.0,0.9807107218494888
Arm-Hand Steadiness,3.342305517569141,191.5,0.9760081025951608
Arm-Hand Steadiness,3.351032163829113,192.00000000000003,0.9708169294132216
Arm-Hand Steadiness,3.3597588100890845,192.5,0.9651465268784922
Arm-Hand Steadiness,3.368485456349056,193.0,0.9590071281947378
Arm-Hand Steadiness,3.3772121026090276,193.5,0.952409836178846
Arm-Hand Steadiness,3.385938748868999,194.0,0.9453665812090816
Arm-Hand Steadiness,3.394665395128971,194.5,0.9378900764332222
Arm-Hand Steadiness,3.4033920413889427,195.0,0.9299937705436567
Arm-Hand Steadiness,3.4121186876489142,195.5,0.9216917984345464
Arm-Hand Steadiness,3.420845333908886,196.0,0.9129989300609901
Arm-Hand Steadiness,3.429571980168858,196.50000000000003,0.9039305178217909
Arm-Hand Steadiness,3.4382986264288293,197.0,0.8945024427861412
Arm-Hand Steadiness,3.447025272688801,197.5,0.8847310600803345
Arm-Hand Steadiness,3.4557519189487724,198.0,0.8746331437438215
