occupation_id_onet,n_tasks_used,within_occupation_task_spread__mean_dist_to_occ_center,within_occupation_task_spread__median_dist_to_occ_center,within_occupation_task_spread__rt_weighted_mean_dist_to_occ_center,occupation_title,job_family,nearest_neighbor_sanity__share_of_10_nearest_occupations_in_same_job_family
11-9199.09,16,0.09694842525031672,0.09609861771064956,0.09651593562079464,Wind Energy Operations Managers,Management,0.0
11-9199.10,15,0.08497915794705203,0.08652405073716561,0.08374831319725114,Wind Energy Development Managers,Management,0.0
11-9199.11,23,0.11204226951955987,0.12362294173146063,0.11134909807070544,Brownfield Redevelopment Specialists and Site Managers,Management,0.1
13-1011.00,14,0.11001270552110805,0.10964945667408399,0.10544611958581393,"Agents and Business Managers of Artists, Performers, and Athletes",Business and Financial Operations,0.2
13-1021.00,12,0.12983667627009515,0.1114708076652817,0.12321928986108346,"Buyers and Purchasing Agents, Farm Products",Business and Financial Operations,0.0
13-1022.00,20,0.14413945395955433,0.12682972098931689,0.13717999266191847,"Wholesale and Retail Buyers, Except Farm Products",Business and Financial Operations,0.0
13-1023.00,19,0.12170748772823643,0.10423646491738621,0.11926677207599216,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Business and Financial Operations,0.2
13-1031.00,27,0.09289379148768771,0.08545493020642582,0.0956444376949982,"Claims Adjusters, Examiners, and Investigators",Business and Financial Operations,0.3
13-1032.00,7,0.06340207558796665,0.0515095235499304,0.0647575528470496,"Insurance Appraisers, Auto Damage",Business and Financial Operations,0.0
13-1041.01,26,0.1239774789790422,0.10180659279448753,0.11373455981450441,Environmental Compliance Inspectors,Business and Financial Operations,0.2
13-1041.03,18,0.09949762050668025,0.09620311014170017,0.0905415999630069,Equal Opportunity Representatives and Officers,Business and Financial Operations,0.1
13-1041.04,13,0.11029999958427017,0.09574624735179331,0.10510313625626898,Government Property Inspectors and Investigators,Business and Financial Operations,0.2
13-1041.06,20,0.10343105209553256,0.12407138984002891,0.105172478400403,Coroners,Business and Financial Operations,0.2
13-1041.07,30,0.08513121076227136,0.09451352244077035,0.0846636243900126,Regulatory Affairs Specialists,Business and Financial Operations,0.2
13-1041.08,23,0.08179846799923947,0.08644739826162402,0.08209465966239166,Customs Brokers,Business and Financial Operations,0.1
13-1051.00,14,0.09500566760505316,0.09921836894696529,0.09377998680218805,Cost Estimators,Business and Financial Operations,0.2
13-1071.00,26,0.12098235628859967,0.11352522451245324,0.11756103574326969,Human Resources Specialists,Business and Financial Operations,0.1
13-1074.00,7,0.08774939890520649,0.06905471813680814,0.08758541689607127,Farm Labor Contractors,Business and Financial Operations,0.0
13-1075.00,28,0.08383715878918964,0.07933332837577386,0.08438059963021341,Labor Relations Specialists,Business and Financial Operations,0.0
13-1081.00,22,0.13343129462668615,0.1393297682846086,0.13211226581118957,Logisticians,Business and Financial Operations,0.2
13-1081.01,30,0.08478844162093657,0.07641903726968777,0.0839652460625934,Logistics Engineers,Business and Financial Operations,0.0
13-1081.02,31,0.10211504398372646,0.10711224947455475,0.10281767917695983,Logistics Analysts,Business and Financial Operations,0.1
13-1111.00,11,0.1126650688676473,0.10839373110353906,0.11065790593422221,Management Analysts,Business and Financial Operations,0.0
13-1121.00,21,0.12005262359357498,0.08856240726192288,0.1234637904821026,"Meeting, Convention, and Event Planners",Business and Financial Operations,0.1
13-1131.00,28,0.08338750249761041,0.07103493763626822,0.08207154437687449,Fundraisers,Business and Financial Operations,0.2
13-1141.00,22,0.1015928956083394,0.09896742537219155,0.1018814346702748,"Compensation, Benefits, and Job Analysis Specialists",Business and Financial Operations,0.1
13-1151.00,20,0.11192811980196442,0.10627735191506307,0.11058885125587031,Training and Development Specialists,Business and Financial Operations,0.0
13-1161.00,13,0.08310900906008824,0.06800701996787725,0.08073551764880382,Market Research Analysts and Marketing Specialists,Business and Financial Operations,0.3
13-1161.01,36,0.1012965530361866,0.09788822154877477,0.09984912838855062,Search Marketing Strategists,Business and Financial Operations,0.2
13-1199.04,21,0.09578286347851085,0.08986152754836922,0.09755211063265251,Business Continuity Planners,Business and Financial Operations,0.1
13-1199.05,14,0.08954952680949092,0.08886508771141506,0.08921141850163213,Sustainability Specialists,Business and Financial Operations,0.0
13-1199.06,34,0.10450335767911277,0.08991547798771525,0.10723156416931945,Online Merchants,Business and Financial Operations,0.1
13-1199.07,23,0.11601859932651079,0.10807577089558605,0.1122408973093214,Security Management Specialists,Business and Financial Operations,0.2
13-2022.00,14,0.06766390427337012,0.05461570039974423,0.0665390886888554,Appraisers of Personal and Business Property,Business and Financial Operations,0.1
13-2023.00,28,0.09745611060493231,0.09695999364150508,0.09361565835236577,Appraisers and Assessors of Real Estate,Business and Financial Operations,0.1
13-2031.00,13,0.10251871571863025,0.10156557421208783,0.10070844401913835,Budget Analysts,Business and Financial Operations,0.0
13-2041.00,11,0.09984192217222762,0.09064030780569474,0.0929426153671375,Credit Analysts,Business and Financial Operations,0.1
13-2052.00,21,0.09343843204851428,0.0835203640966631,0.08923450805891255,Personal Financial Advisors,Business and Financial Operations,0.0
13-2053.00,7,0.09697159095922352,0.0912819361471522,0.09735643502462113,Insurance Underwriters,Business and Financial Operations,0.0
13-2061.00,17,0.09291085490126387,0.09167638766958575,0.09312743921472917,Financial Examiners,Business and Financial Operations,0.1
13-2071.00,23,0.08846978007031363,0.07702289237263729,0.08523371597382265,Credit Counselors,Business and Financial Operations,0.3
13-2072.00,17,0.08885144270724447,0.08123492523657729,0.09333424616930641,Loan Officers,Business and Financial Operations,0.1
13-2081.00,21,0.10858560151306045,0.12616300123291557,0.10388111719075381,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations,0.1
13-2082.00,12,0.11930898260537313,0.09801398186032581,0.11863253238910929,Tax Preparers,Business and Financial Operations,0.0
13-2099.01,21,0.07482502008726101,0.07001352948284978,0.07528789544229202,Financial Quantitative Analysts,Business and Financial Operations,0.0
13-2099.04,23,0.10331419789651687,0.09763813347197615,0.09860129271674141,"Fraud Examiners, Investigators and Analysts",Business and Financial Operations,0.1
15-1211.00,22,0.10918993862364951,0.11581843705109313,0.11081147699650626,Computer Systems Analysts,Computer and Mathematical,0.5
15-1211.01,17,0.10547851401246343,0.09191217592587038,0.10412832282273526,Health Informatics Specialists,Computer and Mathematical,0.0
15-1212.00,11,0.0971282160992701,0.08265162429202327,0.09666014328283141,Information Security Analysts,Computer and Mathematical,0.5
15-1221.00,15,0.14740804348800177,0.153546050925557,0.1508539023245088,Computer and Information Research Scientists,Computer and Mathematical,0.3
15-1231.00,26,0.15018192407068276,0.14862475193342495,0.1499689425572994,Computer Network Support Specialists,Computer and Mathematical,0.1
15-1232.00,16,0.11929904726164171,0.10005121981306186,0.12379759851483992,Computer User Support Specialists,Computer and Mathematical,0.1
15-1241.00,33,0.12380980591906432,0.10962466971913072,0.12380027878102742,Computer Network Architects,Computer and Mathematical,0.4
15-1241.01,26,0.12265417608375949,0.11756702422414866,0.12160337255241373,Telecommunications Engineering Specialists,Computer and Mathematical,0.1
15-1242.00,18,0.09875335563212771,0.09437215948731459,0.09895330492913829,Database Administrators,Computer and Mathematical,0.6
15-1243.00,25,0.0892243605931747,0.06910918071752155,0.08775142682932159,Database Architects,Computer and Mathematical,0.7
15-1243.01,18,0.1021213124230201,0.08686864412711715,0.1014818321381019,Data Warehousing Specialists,Computer and Mathematical,0.2
15-1244.00,20,0.1400256115357287,0.14198056853923602,0.1397143271156779,Network and Computer Systems Administrators,Computer and Mathematical,0.0
15-1251.00,17,0.1135882520421256,0.10805764037341621,0.11154018035382804,Computer Programmers,Computer and Mathematical,0.3
15-1252.00,17,0.11012335237337727,0.10259978976663901,0.10561192301787443,Software Developers,Computer and Mathematical,0.2
15-1253.00,27,0.09275797505707979,0.08330694101042538,0.09190363681829083,Software Quality Assurance Analysts and Testers,Computer and Mathematical,0.2
15-1254.00,27,0.12417935460864232,0.1231188747276668,0.1245874949538794,Web Developers,Computer and Mathematical,0.3
15-1255.01,24,0.08607882683915728,0.08747197451154975,0.08603591786076217,Video Game Designers,Computer and Mathematical,0.6
15-1299.01,35,0.1232043788061599,0.13201090968556756,0.12203876990586555,Web Administrators,Computer and Mathematical,0.6
15-1299.03,23,0.10446756597288358,0.08060565465623874,0.10134211148864657,Document Management Specialists,Computer and Mathematical,0.5
15-1299.05,20,0.09784928656538154,0.10327695980328189,0.09730278108037625,Information Security Engineers,Computer and Mathematical,0.2
15-1299.08,28,0.12971550510746935,0.1380180384096818,0.13138667691219313,Computer Systems Engineers/Architects,Computer and Mathematical,0.2
15-1299.09,21,0.07449832843385831,0.06936601935893222,0.07454749719317728,Information Technology Project Managers,Computer and Mathematical,0.1
15-2011.00,15,0.08910765872700775,0.07680872811540858,0.08630891234270549,Actuaries,Computer and Mathematical,0.1
15-2021.00,12,0.1195789772049456,0.11599785676326144,0.1198951136102902,Mathematicians,Computer and Mathematical,0.7
15-2031.00,17,0.11749821242842554,0.12576477800428446,0.11813769251974891,Operations Research Analysts,Computer and Mathematical,0.2
15-2041.00,19,0.1154048865434773,0.08469762936131366,0.11253756888625623,Statisticians,Computer and Mathematical,0.2
15-2041.01,25,0.10220161447287517,0.08761975673230209,0.1028706546639318,Biostatisticians,Computer and Mathematical,0.1
15-2051.01,17,0.09670478206909816,0.09295853595226287,0.09684388443055038,Business Intelligence Analysts,Computer and Mathematical,0.1
15-2051.02,21,0.12876643661133294,0.12843942872277128,0.12973577003336284,Clinical Data Managers,Computer and Mathematical,0.7
15-2099.01,19,0.10663553852510177,0.10329788160810024,0.10647155478516025,Bioinformatics Technicians,Computer and Mathematical,0.3
17-1011.00,24,0.11338209697016043,0.12242107594088222,0.11345071384211228,"Architects, Except Landscape and Naval",Architecture and Engineering,0.1
17-1012.00,19,0.09196936750047512,0.08287562177509404,0.091688488680668,Landscape Architects,Architecture and Engineering,0.0
17-1021.00,14,0.08939497978411819,0.09878396196286582,0.08765732782091458,Cartographers and Photogrammetrists,Architecture and Engineering,0.1
17-1022.00,24,0.0970493681722591,0.0842894371629828,0.097871946918813,Surveyors,Architecture and Engineering,0.3
17-1022.01,16,0.11956577013999266,0.1146601363166856,0.12003618950330423,Geodetic Surveyors,Architecture and Engineering,0.4
17-2011.00,14,0.1144954484190581,0.10015051931567848,0.11490180081047868,Aerospace Engineers,Architecture and Engineering,0.5
17-2021.00,14,0.16181114022675683,0.16262814789775587,0.16318821026913258,Agricultural Engineers,Architecture and Engineering,0.3
17-2031.00,30,0.09652619464323255,0.09782527355374299,0.09646358152251702,Bioengineers and Biomedical Engineers,Architecture and Engineering,0.3
17-2041.00,14,0.1153709793364927,0.1251841447185539,0.11642117387300266,Chemical Engineers,Architecture and Engineering,0.9
17-2051.00,16,0.0939284051861724,0.08732985657194545,0.09276522016708781,Civil Engineers,Architecture and Engineering,0.5
17-2051.01,26,0.10927384372023342,0.1125404086994297,0.10835809334030808,Transportation Engineers,Architecture and Engineering,0.6
17-2051.02,28,0.09082652576417638,0.08862332271140368,0.09180852606580998,Water/Wastewater Engineers,Architecture and Engineering,0.6
17-2061.00,18,0.11745939724571196,0.11114857092291877,0.1180658648838315,Computer Hardware Engineers,Architecture and Engineering,0.4
17-2071.00,22,0.11619401480210154,0.11144480561304732,0.12711208245383948,Electrical Engineers,Architecture and Engineering,0.8
17-2072.00,20,0.12172007848865932,0.10419008671613868,0.12298977337814238,"Electronics Engineers, Except Computer",Architecture and Engineering,0.7
17-2072.01,21,0.09675830589446018,0.08016796493684952,0.09726187776952376,Radio Frequency Identification Device Specialists,Architecture and Engineering,0.3
17-2081.00,29,0.12654766515332613,0.11278710039537843,0.12469095652066536,Environmental Engineers,Architecture and Engineering,0.0
17-2111.02,14,0.09594668225927738,0.09485266661551917,0.09671161351771584,Fire-Prevention and Protection Engineers,Architecture and Engineering,0.0
17-2112.00,20,0.1284499390446588,0.12997579582793184,0.12755813218526746,Industrial Engineers,Architecture and Engineering,0.2
17-2112.01,26,0.11933783974715956,0.10117467902338231,0.12015370269560705,Human Factors Engineers and Ergonomists,Architecture and Engineering,0.3
17-2112.02,21,0.11472420251464557,0.12376840706054237,0.11296071096891337,Validation Engineers,Architecture and Engineering,0.5
17-2112.03,24,0.12104296297645417,0.12393168231577442,0.12030788128550651,Manufacturing Engineers,Architecture and Engineering,0.4
17-2121.00,30,0.14939995138666926,0.14447401431736384,0.14566993047420204,Marine Engineers and Naval Architects,Architecture and Engineering,0.4
17-2131.00,21,0.16458797130183006,0.15266112021963713,0.15946031739817618,Materials Engineers,Architecture and Engineering,0.6
17-2141.00,28,0.14149486964818056,0.12890295015400904,0.13462424738688225,Mechanical Engineers,Architecture and Engineering,0.8
17-2141.01,26,0.10001939610786495,0.0933632744833225,0.10008062427566015,Fuel Cell Engineers,Architecture and Engineering,0.8
17-2141.02,25,0.09067191155184563,0.07981779095450248,0.09076008555847935,Automotive Engineers,Architecture and Engineering,0.6
17-2151.00,18,0.09131614219975612,0.08355059948896398,0.0866665042287503,"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering,0.7
17-2161.00,20,0.11162968175347768,0.11033551357907012,0.11237474970245169,Nuclear Engineers,Architecture and Engineering,0.5
17-2171.00,23,0.13927552471206853,0.111020050853607,0.13072387199647367,Petroleum Engineers,Architecture and Engineering,0.5
17-2199.03,21,0.10763701727873758,0.1094997458319756,0.10723083025610182,"Energy Engineers, Except Wind and Solar",Architecture and Engineering,0.4
17-2199.05,23,0.1177527022642021,0.11178491690494886,0.12300826493086499,Mechatronics Engineers,Architecture and Engineering,0.7
17-2199.06,25,0.11123252876528465,0.10178542920433795,0.1075235324199244,Microsystems Engineers,Architecture and Engineering,0.8
17-2199.07,26,0.1176467802236363,0.09707938963544302,0.11888950204803969,Photonics Engineers,Architecture and Engineering,0.8
17-2199.08,24,0.11155259348917934,0.1023945931816398,0.11351260545091622,Robotics Engineers,Architecture and Engineering,0.1
17-2199.09,25,0.07950600032629239,0.06538689654477187,0.083615877072899,Nanosystems Engineers,Architecture and Engineering,0.6
17-2199.10,16,0.09719712693292851,0.08831084922609603,0.10139937462171679,Wind Energy Engineers,Architecture and Engineering,0.9
17-2199.11,13,0.07953579871942623,0.07274598385454381,0.08132826950091852,Solar Energy Systems Engineers,Architecture and Engineering,0.7
17-3012.00,27,0.10681780444308006,0.10027534923137188,0.10595661473345722,Electrical and Electronics Drafters,Architecture and Engineering,0.2
17-3013.00,15,0.1207805587874771,0.13625097045160448,0.11760223984557269,Mechanical Drafters,Architecture and Engineering,0.2
17-3021.00,11,0.11576928568470603,0.07345559314152329,0.11742539722618162,Aerospace Engineering and Operations Technologists and Technicians,Architecture and Engineering,0.9
17-3022.00,14,0.1534114164160109,0.14940154059748117,0.14982802755542782,Civil Engineering Technologists and Technicians,Architecture and Engineering,0.6
17-3024.00,26,0.1579131838400272,0.14286880368851856,0.1450444181379861,Electro-Mechanical and Mechatronics Technologists and Technicians,Architecture and Engineering,0.2
17-3024.01,22,0.12973941479462373,0.13065189257740314,0.1281089891368041,Robotics Technicians,Architecture and Engineering,0.0
17-3025.00,26,0.1330131947753574,0.1216734984699022,0.13518711485437346,Environmental Engineering Technologists and Technicians,Architecture and Engineering,0.7
17-3026.00,7,0.11818894201746653,0.11459200215723916,0.11989008561329206,Industrial Engineering Technologists and Technicians,Architecture and Engineering,0.8
17-3026.01,25,0.14013059602690678,0.1398317480342409,0.13877110302725496,Nanotechnology Engineering Technologists and Technicians,Architecture and Engineering,0.3
17-3027.00,26,0.13114268551171893,0.13188101864367469,0.13133688535876392,Mechanical Engineering Technologists and Technicians,Architecture and Engineering,0.8
17-3027.01,18,0.1369247001235326,0.14874458094129303,0.13901663176550766,Automotive Engineering Technicians,Architecture and Engineering,0.9
17-3029.01,16,0.11101833429166243,0.1032144472640156,0.11191550029285591,Non-Destructive Testing Specialists,Architecture and Engineering,0.9
17-3029.08,24,0.13183024273792573,0.11330409815786106,0.13647057612809313,Photonics Technicians,Architecture and Engineering,0.1
19-1011.00,9,0.07714375661496077,0.07397651163839869,0.07651703242191848,Animal Scientists,"Life, Physical, and Social Science",0.3
19-1012.00,13,0.08241056696048604,0.06589956805067188,0.08225554694822715,Food Scientists and Technologists,"Life, Physical, and Social Science",0.4
19-1013.00,27,0.07961856641477383,0.06237510060554012,0.08304416101329773,Soil and Plant Scientists,"Life, Physical, and Social Science",0.5
19-1021.00,24,0.1180327350363291,0.09968677925291589,0.11871224950678005,Biochemists and Biophysicists,"Life, Physical, and Social Science",0.6
19-1022.00,14,0.09805966263132151,0.09110597535771135,0.09871549400361955,Microbiologists,"Life, Physical, and Social Science",0.6
19-1023.00,14,0.12539782089907484,0.12637361667400718,0.1235346830484921,Zoologists and Wildlife Biologists,"Life, Physical, and Social Science",0.4
19-1029.01,20,0.07601410184898229,0.06589537910748718,0.07826437233489937,Bioinformatics Scientists,"Life, Physical, and Social Science",0.2
19-1029.02,22,0.12070506985108011,0.10264235742130887,0.12290201663666595,Molecular and Cellular Biologists,"Life, Physical, and Social Science",0.3
19-1029.03,24,0.10397078998858955,0.08924923520087086,0.10254102464919669,Geneticists,"Life, Physical, and Social Science",0.4
19-1029.04,22,0.11375596717408508,0.10407817018018446,0.11083665225579203,Biologists,"Life, Physical, and Social Science",0.2
19-1031.00,30,0.1141266303322985,0.1048680913812389,0.11391542867529694,Conservation Scientists,"Life, Physical, and Social Science",0.4
19-1031.02,16,0.09221327525152977,0.09542567257657766,0.09242700220116809,Range Managers,"Life, Physical, and Social Science",0.0
19-1031.03,20,0.1243228083562338,0.11153946860518361,0.1218986865132928,Park Naturalists,"Life, Physical, and Social Science",0.0
19-1032.00,25,0.13073390308273158,0.13148135073368614,0.13064874665092852,Foresters,"Life, Physical, and Social Science",0.0
19-1041.00,16,0.11920661897515886,0.09804279080854889,0.11525570184160744,Epidemiologists,"Life, Physical, and Social Science",0.5
19-1042.00,14,0.13914884679282552,0.12142835139485814,0.14539202959115166,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",0.2
19-2011.00,17,0.1360820965512695,0.14446191530864666,0.13491056148915587,Astronomers,"Life, Physical, and Social Science",0.1
19-2012.00,10,0.12866208694115902,0.12981294868479348,0.12873683002024067,Physicists,"Life, Physical, and Social Science",0.4
19-2021.00,27,0.1271460678869021,0.1134278933516115,0.12594383097790635,Atmospheric and Space Scientists,"Life, Physical, and Social Science",0.2
19-2031.00,12,0.1250649918652248,0.09722954548964283,0.12507516378459532,Chemists,"Life, Physical, and Social Science",0.0
19-2032.00,16,0.1521604851119027,0.13879125666501646,0.1457525142001161,Materials Scientists,"Life, Physical, and Social Science",0.1
19-2041.00,22,0.0816570421297913,0.07633833430334604,0.08434920733456266,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science",0.6
19-2041.01,14,0.07731329091054111,0.07850999490895916,0.0779577527318063,Climate Change Policy Analysts,"Life, Physical, and Social Science",0.4
19-2041.02,23,0.09351927376664114,0.09893008446301745,0.09308032461787565,Environmental Restoration Planners,"Life, Physical, and Social Science",0.6
19-2041.03,38,0.08750030211221563,0.08073364782694584,0.08748008191152559,Industrial Ecologists,"Life, Physical, and Social Science",0.4
19-2042.00,32,0.08891215899855447,0.07731239123438023,0.0865186693427339,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",0.1
19-2043.00,25,0.10383922412508997,0.10352790498657716,0.10410155478611657,Hydrologists,"Life, Physical, and Social Science",0.5
19-2099.01,24,0.11525534514059314,0.11281270169547022,0.11479263995416868,Remote Sensing Scientists and Technologists,"Life, Physical, and Social Science",0.4
19-3011.00,14,0.09505004562100809,0.10726960274713879,0.09448563931458309,Economists,"Life, Physical, and Social Science",0.4
19-3011.01,20,0.0839624426575008,0.07560680512074869,0.08343591142421704,Environmental Economists,"Life, Physical, and Social Science",0.4
19-3022.00,16,0.08843390518659654,0.09006151428582465,0.08770463664237,Survey Researchers,"Life, Physical, and Social Science",0.2
19-3032.00,25,0.10171073368698101,0.1018518733867851,0.09976625652044846,Industrial-Organizational Psychologists,"Life, Physical, and Social Science",0.4
19-3033.00,30,0.10560315070744077,0.09519948724142768,0.10541274700288883,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",0.2
19-3034.00,19,0.1066958995037272,0.10482215752860727,0.10503115187298588,School Psychologists,"Life, Physical, and Social Science",0.0
19-3039.02,14,0.09797340865476901,0.08137858383916854,0.09816990657382146,Neuropsychologists,"Life, Physical, and Social Science",0.3
19-3039.03,18,0.09421287615114265,0.07338793077966795,0.09633914874101453,Clinical Neuropsychologists,"Life, Physical, and Social Science",0.2
19-3041.00,15,0.08383693113775154,0.06477421387847426,0.08364404455568665,Sociologists,"Life, Physical, and Social Science",0.5
19-3051.00,19,0.09454775864375765,0.08698164172938795,0.09463956318615245,Urban and Regional Planners,"Life, Physical, and Social Science",0.5
19-3091.00,30,0.13029663941117406,0.10912989056483802,0.12625203682724123,Anthropologists and Archeologists,"Life, Physical, and Social Science",0.3
19-3092.00,12,0.1139167999833028,0.12314568756048455,0.1141500348994588,Geographers,"Life, Physical, and Social Science",0.1
19-3093.00,21,0.09697667713305022,0.08513227536359161,0.09456781203956106,Historians,"Life, Physical, and Social Science",0.0
19-3094.00,14,0.11904219342609619,0.10402810907793278,0.1190646214130388,Political Scientists,"Life, Physical, and Social Science",0.6
19-3099.01,22,0.09722595231724718,0.09544730273948152,0.09517461063412973,Transportation Planners,"Life, Physical, and Social Science",0.4
19-4012.00,26,0.16124444726307424,0.16328199259714898,0.1600022634806855,Agricultural Technicians,"Life, Physical, and Social Science",0.1
19-4012.01,22,0.08725706920852237,0.07816231982011129,0.0869298621703262,Precision Agriculture Technicians,"Life, Physical, and Social Science",0.1
19-4013.00,16,0.13421085451229264,0.12611546212164887,0.13136278817661975,Food Science Technicians,"Life, Physical, and Social Science",0.2
19-4021.00,17,0.17119403772858707,0.17096200028348582,0.17607268117512945,Biological Technicians,"Life, Physical, and Social Science",0.2
19-4031.00,16,0.12925779511947288,0.11012941779881975,0.13359270376296364,Chemical Technicians,"Life, Physical, and Social Science",0.2
19-4042.00,25,0.1342090244965307,0.1207485490650468,0.13539942148746997,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science",0.2
