onet_code,xi,chi,ability,value,value_norm01_global
17-3024.01,2.7066317746736805,0.4194647832241392,Speech Clarity,3.12,0.7572815533980582
17-3025.00,1.5588649480295356,0.3765190495931603,Speech Clarity,3.12,0.7572815533980582
17-3026.00,2.089102873728324,0.5018670843736265,Speech Clarity,3.12,0.7572815533980582
17-3026.01,1.94473875690682,0.4172935206163073,Speech Clarity,3.25,0.7888349514563107
17-3027.00,2.193943309075591,0.561531598556753,Speech Clarity,3.12,0.7572815533980582
17-3027.01,2.0850617713690385,0.6183599619054997,Speech Clarity,3.12,0.7572815533980582
17-3029.01,2.0440835171027585,0.5824544942005767,Speech Clarity,3.0,0.7281553398058253
17-3029.08,2.50713197639168,0.4508688927303936,Speech Clarity,3.0,0.7281553398058253
19-1011.00,0.8139377577258271,0.4146388273060963,Speech Clarity,4.0,0.970873786407767
19-1012.00,1.2883053608087456,0.3708241188291816,Speech Clarity,3.5,0.8495145631067961
19-1013.00,1.0925194533386593,0.4958018959248968,Speech Clarity,3.88,0.9417475728155339
19-1021.00,1.1289987209414991,0.4292910575543252,Speech Clarity,5.0,1.0
19-1022.00,1.1575190479504027,0.4039549929368805,Speech Clarity,3.12,0.7572815533980582
19-1023.00,0.5501809359821946,0.4700434041745721,Speech Clarity,3.88,0.9417475728155339
19-1029.01,0.870651524276763,0.4136238885515882,Speech Clarity,4.0,0.970873786407767
19-1029.02,1.01591041873251,0.4205451954540627,Speech Clarity,4.25,1.0
19-1029.03,0.8537892521035653,0.4553682206245988,Speech Clarity,3.88,0.9417475728155339
19-1029.04,0.7237071004142943,0.4684660187866047,Speech Clarity,4.12,1.0
19-1031.00,0.9036187356976428,0.4659843776663682,Speech Clarity,3.25,0.7888349514563107
19-1031.02,0.6473631097484929,0.3094635752573689,Speech Clarity,3.12,0.7572815533980582
19-1031.03,6.052240780722947,0.376636728071235,Speech Clarity,4.12,1.0
19-1032.00,0.8689610320486673,0.2488057822033112,Speech Clarity,3.0,0.7281553398058253
19-1041.00,0.5225929705660416,0.5864471127718999,Speech Clarity,4.0,0.970873786407767
19-1042.00,0.8496315419356144,0.4713603991485043,Speech Clarity,4.25,1.0
19-2011.00,0.4633297865976706,0.4141224928983173,Speech Clarity,3.88,0.9417475728155339
19-2012.00,1.2281061855787443,0.4753167358224797,Speech Clarity,5.0,1.0
19-2021.00,1.0133874057900507,0.3847880565498249,Speech Clarity,4.0,0.970873786407767
19-2031.00,1.668336356849868,0.5460423920558743,Speech Clarity,3.62,0.8786407766990292
19-2032.00,1.5736153697011854,0.4251055485822139,Speech Clarity,3.0,0.7281553398058253
19-2041.00,1.0543100541092736,0.6237301253621889,Speech Clarity,3.75,0.9101941747572815
19-2041.01,0.6771474659746957,0.6213934472693444,Speech Clarity,3.88,0.9417475728155339
19-2041.02,1.118938392573442,0.543950326438125,Speech Clarity,3.88,0.9417475728155339
19-2041.03,1.265184528121791,0.6174240768496783,Speech Clarity,3.38,0.8203883495145631
19-2042.00,1.3507076751087572,0.5115495814013243,Speech Clarity,4.12,1.0
19-2043.00,1.1409667630278963,0.4831543730899112,Speech Clarity,3.5,0.8495145631067961
19-2099.01,1.2370924707922804,0.4007914940493938,Speech Clarity,3.62,0.8786407766990292
19-3011.00,0.5800523433431599,0.5245370910554565,Speech Clarity,4.25,1.0
19-3011.01,0.9270837022551732,0.6408491902038026,Speech Clarity,4.38,1.0
19-3022.00,0.684890908463642,0.4395473991454086,Speech Clarity,4.0,0.970873786407767
19-3032.00,0.3968566912364729,0.4795371448012815,Speech Clarity,4.25,1.0
19-3033.00,0.2031844894705145,0.5221487426147037,Speech Clarity,4.12,1.0
19-3034.00,6.277968832342899,0.5891487933473953,Speech Clarity,4.0,0.970873786407767
19-3039.02,0.2853108419731336,0.5202149998007464,Speech Clarity,4.38,1.0
19-3039.03,0.3218560208581379,0.480288011147029,Speech Clarity,4.0,0.970873786407767
19-3041.00,0.4531438904115353,0.5724731548801523,Speech Clarity,4.75,1.0
19-3051.00,0.8300874045654283,0.5568994173255025,Speech Clarity,4.0,0.970873786407767
19-3091.00,0.4686627135756687,0.4264793607677792,Speech Clarity,4.25,1.0
19-3092.00,0.7642564075647466,0.3697595728295105,Speech Clarity,4.38,1.0
19-3093.00,0.1639639552675972,0.392710486919118,Speech Clarity,3.75,0.9101941747572815
19-3094.00,0.3835710080104216,0.5905144901744633,Speech Clarity,4.88,1.0
19-3099.01,0.9928206321926938,0.4589618071579453,Speech Clarity,3.88,0.9417475728155339
19-4012.00,1.7803200834827064,0.1617686331677494,Speech Clarity,3.0,0.7281553398058253
19-4012.01,1.5318318827404076,0.3506498376723112,Speech Clarity,3.25,0.7888349514563107
19-4013.00,1.9011124161993171,0.3250661754412652,Speech Clarity,3.0,0.7281553398058253
19-4021.00,1.7018491746389148,0.2156425420761709,Speech Clarity,3.12,0.7572815533980582
19-4031.00,1.7842336846697888,0.3498349491622591,Speech Clarity,3.12,0.7572815533980582
19-4042.00,1.5034464292923857,0.4375921992243989,Speech Clarity,3.12,0.7572815533980582
19-4051.02,2.002024273657129,0.3154753897825526,Speech Clarity,3.12,0.7572815533980582
19-4061.00,0.4856542963176271,0.3311540067898577,Speech Clarity,3.5,0.8495145631067961
19-4071.00,0.7447787779197486,0.1626885824836456,Speech Clarity,3.25,0.7888349514563107
19-4092.00,1.5137559866220431,0.2650274517201709,Speech Clarity,3.88,0.9417475728155339
19-4099.01,1.5064904718816643,0.4674058798686326,Speech Clarity,3.0,0.7281553398058253
19-4099.03,1.56025512994404,0.3351270965789892,Speech Clarity,3.0,0.7281553398058253
19-5011.00,1.2065508890972343,0.3716970951322097,Speech Clarity,3.75,0.9101941747572815
19-5012.00,1.3132061978529532,0.3403685431347742,Speech Clarity,3.5,0.8495145631067961
21-1011.00,6.248090892914773,0.5043838916595094,Speech Clarity,4.0,0.970873786407767
21-1012.00,5.926136993499004,0.6034854633311332,Speech Clarity,4.0,0.970873786407767
21-1013.00,0.0121900147070826,0.562209473477743,Speech Clarity,4.12,1.0
21-1014.00,6.27147389001579,0.4996859289819486,Speech Clarity,4.62,1.0
21-1015.00,0.0775067623180745,0.4697998905382451,Speech Clarity,3.88,0.9417475728155339
21-1021.00,6.17537756731265,0.5145043799523789,Speech Clarity,3.88,0.9417475728155339
21-1022.00,0.0523541290146116,0.5098574899920907,Speech Clarity,4.0,0.970873786407767
21-1023.00,6.262449573234477,0.5240238372966379,Speech Clarity,4.0,0.970873786407767
21-1091.00,0.1037920017842198,0.6062479395586583,Speech Clarity,3.88,0.9417475728155339
21-1092.00,6.120979461545852,0.3553785877395492,Speech Clarity,3.5,0.8495145631067961
21-1093.00,6.056424918350281,0.418321366378499,Speech Clarity,3.75,0.9101941747572815
21-1094.00,6.275609640661248,0.5497587015351668,Speech Clarity,3.88,0.9417475728155339
21-2011.00,5.738930920273676,0.4951527899159034,Speech Clarity,5.5,1.0
21-2021.00,6.010112766437776,0.5488051757613992,Speech Clarity,4.0,0.970873786407767
23-1011.00,0.0921620144199426,0.3850842423083302,Speech Clarity,4.75,1.0
23-1012.00,6.014841945604995,0.359846241999203,Speech Clarity,3.88,0.9417475728155339
23-1021.00,0.2661266003692919,0.3464867135569493,Speech Clarity,4.38,1.0
23-1022.00,0.0650822380035425,0.3186633682487717,Speech Clarity,4.0,0.970873786407767
23-1023.00,5.9097382672824414,0.3371008462779101,Speech Clarity,4.38,1.0
23-2011.00,6.064776712988273,0.3015580059824794,Speech Clarity,3.25,0.7888349514563107
23-2093.00,0.732974605309105,0.1204662532910357,Speech Clarity,3.12,0.7572815533980582
25-1011.00,5.89287573414056,0.5856714858280953,Speech Clarity,5.12,1.0
25-1021.00,5.911967562700918,0.5450035847090634,Speech Clarity,4.62,1.0
25-1022.00,5.852219038944675,0.5750762181825447,Speech Clarity,4.88,1.0
25-1031.00,5.9210903252216704,0.5638703274991858,Speech Clarity,5.12,1.0
25-1032.00,5.968737247482222,0.5299064956147519,Speech Clarity,4.75,1.0
25-1041.00,5.941857956007372,0.5618477666232089,Speech Clarity,5.0,1.0
25-1042.00,5.933104365923865,0.5186872404559159,Speech Clarity,4.88,1.0
25-1043.00,5.984624647544151,0.566225130969499,Speech Clarity,4.88,1.0
25-1051.00,5.955235617567456,0.5393552123819351,Speech Clarity,5.12,1.0
25-1052.00,5.944000473682515,0.5272540118011438,Speech Clarity,4.5,1.0
25-1053.00,5.969141384901964,0.570257662072726,Speech Clarity,4.88,1.0
25-1054.00,5.908920797662556,0.5280925449580796,Speech Clarity,4.88,1.0
25-1061.00,6.004713642826072,0.558699508402798,Speech Clarity,4.88,1.0
25-1062.00,5.920447371037457,0.5824693322715375,Speech Clarity,4.62,1.0
25-1063.00,5.916685173068924,0.5786980033348373,Speech Clarity,4.75,1.0
25-1064.00,5.964779216152688,0.5462972971138019,Speech Clarity,4.62,1.0
25-1065.00,5.903665438323381,0.588293054819791,Speech Clarity,4.62,1.0
25-1066.00,5.943087596118343,0.5641505853872313,Speech Clarity,5.0,1.0
25-1067.00,5.92619271836751,0.5771309476038654,Speech Clarity,4.88,1.0
25-1071.00,5.88333925576697,0.5904437993922196,Speech Clarity,4.62,1.0
25-1072.00,5.947116215644901,0.5810695188540462,Speech Clarity,4.88,1.0
25-1081.00,5.910364834299373,0.594285911361781,Speech Clarity,5.0,1.0
25-1082.00,5.911213935991001,0.5822620514934631,Speech Clarity,4.75,1.0
25-1111.00,5.896529533746685,0.5891188718861661,Speech Clarity,4.5,1.0
25-1112.00,5.86930183323628,0.58803369647367,Speech Clarity,5.38,1.0
25-1113.00,5.929885932784813,0.5811026571855866,Speech Clarity,5.12,1.0
25-1121.00,5.832065900845204,0.5425393733975288,Speech Clarity,4.62,1.0
25-1122.00,5.8831712483398055,0.5819487382398209,Speech Clarity,4.62,1.0
25-1123.00,5.865883490959729,0.5640945241405415,Speech Clarity,4.75,1.0
25-1124.00,5.859286264072006,0.5974249845907083,Speech Clarity,4.88,1.0
25-1125.00,5.9280978152767325,0.584785251537483,Speech Clarity,4.5,1.0
25-1126.00,5.868993195775378,0.5887238230748478,Speech Clarity,5.0,1.0
25-1192.00,5.926277174496438,0.5798314510637321,Speech Clarity,4.62,1.0
25-1193.00,5.914503470386897,0.5805537632794128,Speech Clarity,4.75,1.0
25-1194.00,6.043096236435333,0.4054772766011287,Speech Clarity,4.0,0.970873786407767
25-2011.00,5.7399896656260605,0.5132841542304923,Speech Clarity,3.25,0.7888349514563107
25-2012.00,5.784940438244329,0.501234512732717,Speech Clarity,3.75,0.9101941747572815
25-2021.00,5.757912619400867,0.5329434746026877,Speech Clarity,4.0,0.970873786407767
25-2022.00,5.765955551414186,0.5387940119764572,Speech Clarity,4.12,1.0
25-2023.00,5.766464206512981,0.5440058021905058,Speech Clarity,4.12,1.0
25-2031.00,5.79126157785311,0.5381878271504812,Speech Clarity,4.12,1.0
25-2032.00,5.783241143090379,0.526355486202376,Speech Clarity,4.12,1.0
25-2051.00,5.862079317538039,0.4538866257538018,Speech Clarity,3.88,0.9417475728155339
25-2056.00,5.964736953146307,0.4649335020793726,Speech Clarity,3.88,0.9417475728155339
25-2057.00,5.830816129177465,0.507216958272924,Speech Clarity,3.88,0.9417475728155339
25-2058.00,5.860920108516461,0.5186283101361282,Speech Clarity,4.12,1.0
25-2059.01,6.109876143071296,0.4126216279822829,Speech Clarity,4.0,0.970873786407767
25-3011.00,5.860334220732353,0.5278515774716919,Speech Clarity,3.88,0.9417475728155339
25-3021.00,5.875596259807248,0.4953584678332625,Speech Clarity,3.75,0.9101941747572815
25-3031.00,5.480594393897198,0.5257725855883542,Speech Clarity,3.38,0.8203883495145631
25-3041.00,5.935002794278475,0.4953752288600553,Speech Clarity,3.75,0.9101941747572815
25-4011.00,6.008584300845804,0.3019205272079303,Speech Clarity,3.0,0.7281553398058253
25-4012.00,6.118393713951459,0.4348183810581199,Speech Clarity,3.88,0.9417475728155339
25-4013.00,4.681588557670623,0.0164916091771367,Speech Clarity,3.38,0.8203883495145631
25-4022.00,5.774599327462109,0.3437470987730593,Speech Clarity,3.5,0.8495145631067961
25-4031.00,5.172063384634022,0.3430462386906775,Speech Clarity,3.25,0.7888349514563107
25-9021.00,0.1526437775245936,0.4010110387779717,Speech Clarity,4.12,1.0
25-9031.00,6.083540285919606,0.5710782037992522,Speech Clarity,4.12,1.0
25-9042.00,5.494733469840146,0.4816122595604264,Speech Clarity,3.5,0.8495145631067961
25-9043.00,5.50909516388372,0.4802676519588928,Speech Clarity,3.25,0.7888349514563107
25-9044.00,5.6445357013583655,0.4648076824858989,Speech Clarity,3.75,0.9101941747572815
27-1011.00,0.1821547225627386,0.1837223692667793,Speech Clarity,3.62,0.8786407766990292
