onet_code,xi,chi,skill,value,value_norm01_global
11-3071.04,1.392188541483666,0.2250395021546922,Social Perceptiveness,3.88,0.9417475728155339
11-3111.00,0.0771132916733985,0.3880709943179223,Social Perceptiveness,3.88,0.9417475728155339
11-3121.00,6.206172350305481,0.3682831964217108,Social Perceptiveness,4.12,1.0
11-3131.00,0.2840099047546617,0.4198800825372232,Social Perceptiveness,3.75,0.9101941747572815
11-9021.00,1.2297930293988537,0.2799142353404707,Social Perceptiveness,3.88,0.9417475728155339
11-9031.00,6.194234097715824,0.5442641815596887,Social Perceptiveness,3.88,0.9417475728155339
11-9032.00,6.114996342299024,0.5494181131424678,Social Perceptiveness,4.75,1.0
11-9033.00,6.00315216044644,0.5891736908121812,Social Perceptiveness,4.0,0.970873786407767
11-9041.00,0.937107716436116,0.4452235315242326,Social Perceptiveness,3.62,0.8786407766990292
11-9041.01,1.4881990235757905,0.5500656066314279,Social Perceptiveness,3.12,0.7572815533980582
11-9051.00,5.430672624270965,0.1948816263706342,Social Perceptiveness,3.88,0.9417475728155339
11-9071.00,5.220005326393096,0.2507890520677467,Social Perceptiveness,4.0,0.970873786407767
11-9072.00,5.398059145156708,0.2846282913798282,Social Perceptiveness,3.75,0.9101941747572815
11-9081.00,5.370140969998184,0.3992321234350646,Social Perceptiveness,3.88,0.9417475728155339
11-9111.00,0.1088630553768236,0.431270105092554,Social Perceptiveness,4.0,0.970873786407767
11-9121.00,0.7306028221630059,0.525811436126145,Social Perceptiveness,3.88,0.9417475728155339
11-9121.01,0.3788404805495073,0.4717310291252983,Social Perceptiveness,3.75,0.9101941747572815
11-9121.02,1.151171244999368,0.5199114364580348,Social Perceptiveness,3.62,0.8786407766990292
11-9131.00,5.3358018701970575,0.3459666620832203,Social Perceptiveness,3.5,0.8495145631067961
11-9141.00,6.016525751338974,0.1938837711119767,Social Perceptiveness,3.38,0.8203883495145631
11-9151.00,0.0112148476474859,0.5411735940745532,Social Perceptiveness,4.62,1.0
11-9161.00,0.4692335569122504,0.477072923987171,Social Perceptiveness,4.12,1.0
11-9171.00,5.699652055368022,0.2931433281835096,Social Perceptiveness,3.75,0.9101941747572815
11-9179.01,0.0431598923943353,0.3642190630584683,Social Perceptiveness,3.75,0.9101941747572815
11-9179.02,5.664861962785134,0.271532654751934,Social Perceptiveness,4.0,0.970873786407767
11-9199.01,0.7266915245160508,0.4696403171220251,Social Perceptiveness,3.62,0.8786407766990292
11-9199.02,0.6306113112430349,0.4635745946350272,Social Perceptiveness,3.62,0.8786407766990292
11-9199.08,0.5701552177614592,0.2332781082841879,Social Perceptiveness,3.75,0.9101941747572815
11-9199.09,1.932368764474121,0.1067965156246468,Social Perceptiveness,4.0,0.970873786407767
11-9199.10,1.3256365724106802,0.3393122816740593,Social Perceptiveness,3.62,0.8786407766990292
11-9199.11,1.19484762989641,0.4708805552652025,Social Perceptiveness,3.12,0.7572815533980582
13-1011.00,5.98481568121195,0.4061452098540085,Social Perceptiveness,3.5,0.8495145631067961
13-1021.00,4.37583793939748,0.0722859425590822,Social Perceptiveness,3.12,0.7572815533980582
13-1022.00,0.4109924160227859,0.1263459724852309,Social Perceptiveness,3.5,0.8495145631067961
13-1023.00,0.5520027690977645,0.1791582034742468,Social Perceptiveness,3.62,0.8786407766990292
13-1031.00,0.5397846570230027,0.2613571453339793,Social Perceptiveness,3.38,0.8203883495145631
13-1032.00,2.33065603286353,0.2499894448419347,Social Perceptiveness,3.0,0.7281553398058253
13-1041.01,1.1179818287056449,0.3506376126116227,Social Perceptiveness,3.38,0.8203883495145631
13-1041.03,0.3068637901177291,0.4419888130379913,Social Perceptiveness,4.12,1.0
13-1041.04,1.1011102317235697,0.3719092536665355,Social Perceptiveness,3.25,0.7888349514563107
13-1041.06,6.156213180731713,0.2408408111110233,Social Perceptiveness,3.88,0.9417475728155339
13-1041.07,0.7931597056434818,0.4281748731570335,Social Perceptiveness,3.25,0.7888349514563107
13-1041.08,4.916393472164938,0.1430164897648749,Social Perceptiveness,3.0,0.7281553398058253
13-1051.00,1.3240001377845996,0.2679865905714522,Social Perceptiveness,3.0,0.7281553398058253
13-1071.00,6.173325090574515,0.3394120345538251,Social Perceptiveness,3.88,0.9417475728155339
13-1074.00,4.753634777016684,0.2844640733885865,Social Perceptiveness,3.0,0.7281553398058253
13-1075.00,0.1889818000686158,0.3247890598311123,Social Perceptiveness,4.0,0.970873786407767
13-1081.00,0.5238049791521895,0.2398170282377765,Social Perceptiveness,3.62,0.8786407766990292
13-1081.01,1.4398547868617817,0.3175010679424027,Social Perceptiveness,3.38,0.8203883495145631
13-1081.02,1.3539187282032958,0.135198412700818,Social Perceptiveness,3.0,0.7281553398058253
13-1111.00,0.9452283159824152,0.3954005003060865,Social Perceptiveness,4.0,0.970873786407767
13-1121.00,6.1011413009493305,0.3580724907353939,Social Perceptiveness,3.75,0.9101941747572815
13-1131.00,6.0286213205005135,0.4050077186106269,Social Perceptiveness,3.88,0.9417475728155339
13-1141.00,0.2907728630487508,0.3971089606064563,Social Perceptiveness,3.62,0.8786407766990292
13-1151.00,0.0824971728011075,0.3769409172603343,Social Perceptiveness,4.0,0.970873786407767
13-1161.00,0.6830023646584095,0.4275656050272805,Social Perceptiveness,3.38,0.8203883495145631
13-1161.01,0.5293278767525879,0.304169990954577,Social Perceptiveness,3.25,0.7888349514563107
13-1199.04,0.8110634968504219,0.4300545958267456,Social Perceptiveness,3.62,0.8786407766990292
13-1199.05,0.8417859622375393,0.5293495894076662,Social Perceptiveness,3.25,0.7888349514563107
13-1199.06,5.112857492262097,0.1439105460408159,Social Perceptiveness,2.75,0.6674757281553398
13-1199.07,1.2063885746747411,0.3871785918046034,Social Perceptiveness,3.5,0.8495145631067961
13-2022.00,1.5728660933478893,0.1502626209516507,Social Perceptiveness,3.0,0.7281553398058253
13-2023.00,1.1189103939654526,0.2453937842554601,Social Perceptiveness,2.88,0.6990291262135921
13-2031.00,0.4266786894064343,0.3587692731109581,Social Perceptiveness,3.0,0.7281553398058253
13-2041.00,0.6580261306930033,0.3066582110647664,Social Perceptiveness,2.88,0.6990291262135921
13-2052.00,0.0898399126609547,0.4501431593370665,Social Perceptiveness,3.62,0.8786407766990292
13-2053.00,0.8503122727209378,0.2781722116789119,Social Perceptiveness,3.0,0.7281553398058253
13-2061.00,0.6284778747563359,0.4341738360905043,Social Perceptiveness,3.62,0.8786407766990292
13-2071.00,6.0865882297630325,0.4088559988590053,Social Perceptiveness,3.62,0.8786407766990292
13-2072.00,6.114438597915364,0.2719890356671332,Social Perceptiveness,3.0,0.7281553398058253
13-2081.00,6.221210202493147,0.2369129373023133,Social Perceptiveness,3.0,0.7281553398058253
13-2082.00,5.788776850082179,0.2092701794001317,Social Perceptiveness,2.75,0.6674757281553398
13-2099.01,1.1046696851649505,0.5507251229516121,Social Perceptiveness,3.0,0.7281553398058253
13-2099.04,0.6563389181294915,0.3650524516552589,Social Perceptiveness,3.38,0.8203883495145631
15-1211.00,1.062428753271154,0.3278357774878006,Social Perceptiveness,3.12,0.7572815533980582
15-1211.01,0.5932649110266809,0.528663008398599,Social Perceptiveness,3.62,0.8786407766990292
15-1212.00,0.7848864317626825,0.2927734563252427,Social Perceptiveness,2.75,0.6674757281553398
15-1221.00,0.6656612660243861,0.3252277791497434,Social Perceptiveness,3.12,0.7572815533980582
15-1231.00,1.5952365890863978,0.1735673418980226,Social Perceptiveness,2.88,0.6990291262135921
15-1232.00,1.6549504641582633,0.1729617565755807,Social Perceptiveness,2.75,0.6674757281553398
15-1241.00,1.148774053199299,0.2806013649870387,Social Perceptiveness,3.0,0.7281553398058253
15-1241.01,1.3921015985123648,0.2310772479256387,Social Perceptiveness,3.12,0.7572815533980582
15-1242.00,0.9789586432515978,0.2672713687879087,Social Perceptiveness,3.0,0.7281553398058253
15-1243.00,0.9008376034859592,0.2828340902470112,Social Perceptiveness,3.0,0.7281553398058253
15-1243.01,1.3207454831560597,0.2753841897983863,Social Perceptiveness,3.0,0.7281553398058253
15-1244.00,1.2597141985401508,0.1348613427142011,Social Perceptiveness,3.0,0.7281553398058253
15-1251.00,1.094201995607587,0.2345239179873533,Social Perceptiveness,3.0,0.7281553398058253
15-1252.00,1.3096121022394662,0.4522667520977108,Social Perceptiveness,3.38,0.8203883495145631
15-1253.00,1.37375055058217,0.4887001598756539,Social Perceptiveness,2.88,0.6990291262135921
15-1254.00,0.8945441107975675,0.2361776013975826,Social Perceptiveness,2.75,0.6674757281553398
15-1255.01,0.7953480534571382,0.3178969690076014,Social Perceptiveness,3.12,0.7572815533980582
15-1299.01,0.9791888517383124,0.3203560554033627,Social Perceptiveness,3.0,0.7281553398058253
15-1299.03,0.714855444433118,0.3196608858235149,Social Perceptiveness,3.12,0.7572815533980582
15-1299.05,0.9608788154952153,0.4438152548427787,Social Perceptiveness,3.25,0.7888349514563107
15-1299.08,1.343506980824364,0.4266161594401031,Social Perceptiveness,3.0,0.7281553398058253
15-1299.09,0.5248482767131901,0.3776695555210021,Social Perceptiveness,3.88,0.9417475728155339
15-2011.00,0.5250368897431925,0.384492629466713,Social Perceptiveness,3.0,0.7281553398058253
15-2021.00,0.8339749191584377,0.3340271926133421,Social Perceptiveness,3.0,0.7281553398058253
15-2031.00,0.966633156558256,0.4528019999749144,Social Perceptiveness,2.88,0.6990291262135921
15-2041.00,1.0032591670145714,0.5002177722473157,Social Perceptiveness,3.0,0.7281553398058253
15-2041.01,0.7771460093091981,0.5930814252354714,Social Perceptiveness,2.88,0.6990291262135921
15-2051.01,0.8724737081914924,0.405218718292031,Social Perceptiveness,2.88,0.6990291262135921
15-2051.02,0.868030111631089,0.3388509464992562,Social Perceptiveness,3.5,0.8495145631067961
15-2099.01,0.9196315232459096,0.38306738665934,Social Perceptiveness,3.0,0.7281553398058253
17-1011.00,1.3095227629917172,0.320629929235699,Social Perceptiveness,3.25,0.7888349514563107
17-1012.00,1.0737768880708851,0.329320780037784,Social Perceptiveness,3.62,0.8786407766990292
17-1021.00,1.5917282660867194,0.2606115995212885,Social Perceptiveness,2.88,0.6990291262135921
17-1022.00,1.5308574747022945,0.3078978314620185,Social Perceptiveness,3.0,0.7281553398058253
17-1022.01,1.4883651229065882,0.3573584716773765,Social Perceptiveness,2.88,0.6990291262135921
17-2011.00,1.5436722834202328,0.5583795095793345,Social Perceptiveness,3.12,0.7572815533980582
17-2021.00,1.361538093601098,0.3621965296045514,Social Perceptiveness,3.12,0.7572815533980582
17-2031.00,1.3558820423754316,0.4862846771334824,Social Perceptiveness,3.25,0.7888349514563107
17-2041.00,1.9076398293921075,0.5207460695637438,Social Perceptiveness,3.25,0.7888349514563107
17-2051.00,1.6035525968638358,0.4921848882565109,Social Perceptiveness,3.5,0.8495145631067961
17-2051.01,1.4659828697278663,0.4072503461883239,Social Perceptiveness,3.0,0.7281553398058253
17-2051.02,1.5200613438478066,0.5019473015815972,Social Perceptiveness,3.0,0.7281553398058253
17-2061.00,1.7539038176354629,0.3748968346483845,Social Perceptiveness,2.75,0.6674757281553398
17-2071.00,1.655539270620619,0.4334193762165559,Social Perceptiveness,3.0,0.7281553398058253
17-2072.00,1.67270565957397,0.4867279619521855,Social Perceptiveness,3.0,0.7281553398058253
17-2072.01,1.5518685329295363,0.341182976330826,Social Perceptiveness,3.12,0.7572815533980582
17-2081.00,0.9468732027311098,0.4670046704495404,Social Perceptiveness,3.0,0.7281553398058253
17-2111.02,1.1959754531057096,0.4233218801041999,Social Perceptiveness,3.0,0.7281553398058253
17-2112.00,1.8208656174162603,0.3371094465014329,Social Perceptiveness,3.0,0.7281553398058253
17-2112.01,1.325007784823217,0.5008137656543059,Social Perceptiveness,3.5,0.8495145631067961
17-2112.02,1.5200106212893314,0.5464024557267294,Social Perceptiveness,3.0,0.7281553398058253
17-2112.03,1.926094110272866,0.4134268470547482,Social Perceptiveness,3.5,0.8495145631067961
17-2121.00,1.9088901183945537,0.4282093008774029,Social Perceptiveness,3.25,0.7888349514563107
17-2131.00,1.5021722395686654,0.4078513446586143,Social Perceptiveness,3.12,0.7572815533980582
17-2141.00,1.8538302489942176,0.5225282653606597,Social Perceptiveness,3.0,0.7281553398058253
17-2141.01,1.7297718532499826,0.5252063042243367,Social Perceptiveness,3.0,0.7281553398058253
17-2141.02,1.6010004731175405,0.4694486299662366,Social Perceptiveness,3.0,0.7281553398058253
17-2151.00,1.6904522248607043,0.4294477806129634,Social Perceptiveness,3.25,0.7888349514563107
17-2161.00,1.4685742760185323,0.5105620966758823,Social Perceptiveness,3.0,0.7281553398058253
17-2171.00,1.72923276965111,0.4053840922895906,Social Perceptiveness,3.62,0.8786407766990292
17-2199.03,1.3894873135869177,0.4880542968583721,Social Perceptiveness,3.5,0.8495145631067961
17-2199.05,2.0267813589080754,0.4719527841809252,Social Perceptiveness,2.88,0.6990291262135921
17-2199.06,1.787813884096223,0.5335808556591499,Social Perceptiveness,3.38,0.8203883495145631
17-2199.07,1.578257434147083,0.4226181588002128,Social Perceptiveness,2.75,0.6674757281553398
17-2199.08,2.095868232356062,0.3275712721371361,Social Perceptiveness,3.5,0.8495145631067961
17-2199.09,1.5127664178065594,0.4169020307389071,Social Perceptiveness,3.25,0.7888349514563107
17-2199.10,1.974818883654363,0.5461684457662558,Social Perceptiveness,3.0,0.7281553398058253
17-2199.11,1.650529785833319,0.4942816405648526,Social Perceptiveness,3.25,0.7888349514563107
17-3012.00,2.236336977337472,0.3300899692507175,Social Perceptiveness,3.0,0.7281553398058253
17-3013.00,2.396148484772101,0.3362237465271034,Social Perceptiveness,3.0,0.7281553398058253
17-3021.00,2.1703845833570306,0.6663863557014298,Social Perceptiveness,3.0,0.7281553398058253
17-3022.00,1.5317517142652632,0.3958329512565542,Social Perceptiveness,2.88,0.6990291262135921
17-3024.00,2.442751846024659,0.5646596232990968,Social Perceptiveness,2.88,0.6990291262135921
17-3024.01,2.7066461953121466,0.4194585475323837,Social Perceptiveness,2.75,0.6674757281553398
17-3025.00,1.5588731194994812,0.3765158373072478,Social Perceptiveness,3.0,0.7281553398058253
17-3026.00,2.0892098557018244,0.5018486731105022,Social Perceptiveness,3.12,0.7572815533980582
17-3026.01,1.944735287607553,0.4172655415788406,Social Perceptiveness,2.62,0.6359223300970874
17-3027.00,2.193961889185132,0.5615216435819943,Social Perceptiveness,3.12,0.7572815533980582
17-3027.01,2.0850590874700727,0.618359806481636,Social Perceptiveness,2.5,0.6067961165048543
17-3029.01,2.044067714483917,0.5824573592787442,Social Perceptiveness,3.0,0.7281553398058253
17-3029.08,2.507152613432312,0.4508695864259167,Social Perceptiveness,2.75,0.6674757281553398
19-1011.00,0.8138729509901693,0.4146177281964888,Social Perceptiveness,3.25,0.7888349514563107
19-1012.00,1.2882727482517005,0.3708020094651268,Social Perceptiveness,3.12,0.7572815533980582
19-1013.00,1.0924847344560076,0.4957819163929958,Social Perceptiveness,3.0,0.7281553398058253
19-1021.00,1.128975508531176,0.429268100886774,Social Perceptiveness,3.12,0.7572815533980582
19-1022.00,1.1575040772205003,0.4039319241372547,Social Perceptiveness,3.12,0.7572815533980582
19-1023.00,0.5501673696419419,0.4700420012983877,Social Perceptiveness,3.38,0.8203883495145631
19-1029.01,0.8706274442826827,0.4135969226786506,Social Perceptiveness,3.5,0.8495145631067961
19-1029.02,1.015905470440379,0.4205276361491634,Social Perceptiveness,3.38,0.8203883495145631
19-1029.03,0.8537302838839473,0.4553502093483507,Social Perceptiveness,3.75,0.9101941747572815
19-1029.04,0.7236839866466813,0.4684527396319463,Social Perceptiveness,3.0,0.7281553398058253
19-1031.00,0.9035882304217632,0.4659779455683766,Social Perceptiveness,3.25,0.7888349514563107
19-1031.02,0.6473076953281485,0.30946250025275,Social Perceptiveness,3.0,0.7281553398058253
19-1031.03,6.052249204376099,0.3766337605366127,Social Perceptiveness,3.5,0.8495145631067961
19-1032.00,0.8689406725326552,0.2488042082332703,Social Perceptiveness,3.25,0.7888349514563107
19-1041.00,0.5225661799556947,0.5864327264000075,Social Perceptiveness,4.12,1.0
19-1042.00,0.8496146994362412,0.4713410797868172,Social Perceptiveness,3.25,0.7888349514563107
19-2011.00,0.4633275992792994,0.4141115131403424,Social Perceptiveness,3.12,0.7572815533980582
19-2012.00,1.22810472036972,0.4752983933087569,Social Perceptiveness,3.12,0.7572815533980582
19-2021.00,1.0133329776473845,0.384769553041447,Social Perceptiveness,3.25,0.7888349514563107
19-2031.00,1.6683413495120971,0.5460358593012261,Social Perceptiveness,2.75,0.6674757281553398
19-2032.00,1.5736118779977464,0.4250894741679786,Social Perceptiveness,3.0,0.7281553398058253
19-2041.00,1.0542950679760053,0.623716766888985,Social Perceptiveness,3.5,0.8495145631067961
19-2041.01,0.6771282988884415,0.6213864550734289,Social Perceptiveness,3.62,0.8786407766990292
19-2041.02,1.1189319953195354,0.5439415499824792,Social Perceptiveness,3.12,0.7572815533980582
19-2041.03,1.265176335265836,0.6174120166919871,Social Perceptiveness,3.25,0.7888349514563107
19-2042.00,1.3506938900218284,0.5115371718760439,Social Perceptiveness,3.12,0.7572815533980582
19-2043.00,1.1410992810823395,0.4830308936059596,Social Perceptiveness,3.0,0.7281553398058253
19-2099.01,1.2370877403436729,0.4007760253452259,Social Perceptiveness,3.0,0.7281553398058253
19-3011.00,0.580032420976745,0.524524060165914,Social Perceptiveness,3.0,0.7281553398058253
19-3011.01,0.9270561047879076,0.64083335957933,Social Perceptiveness,3.12,0.7572815533980582
19-3022.00,0.6848541104566,0.4395401793503081,Social Perceptiveness,3.38,0.8203883495145631
19-3032.00,0.3968310575696911,0.4795296602138714,Social Perceptiveness,4.12,1.0
19-3033.00,0.2031359434429263,0.5221467755962187,Social Perceptiveness,5.0,1.0
19-3034.00,6.277963020912134,0.589135354906944,Social Perceptiveness,5.0,1.0
19-3039.02,0.2852906989502082,0.5202107854464764,Social Perceptiveness,4.88,1.0
19-3039.03,0.3218332585111266,0.4802850804820089,Social Perceptiveness,4.88,1.0
19-3041.00,0.4531100835269863,0.5724635040750629,Social Perceptiveness,4.38,1.0
19-3051.00,0.8300519424053363,0.5568887211911813,Social Perceptiveness,3.75,0.9101941747572815
19-3091.00,0.4686196354748743,0.4264746011771718,Social Perceptiveness,3.38,0.8203883495145631
19-3092.00,0.7642067367751031,0.3697509363569973,Social Perceptiveness,3.0,0.7281553398058253
19-3093.00,0.1639077367173792,0.3927146045375067,Social Perceptiveness,3.12,0.7572815533980582
19-3094.00,0.3835483073968098,0.5905063860283246,Social Perceptiveness,3.75,0.9101941747572815
19-3099.01,0.9927919394228174,0.458955569316046,Social Perceptiveness,3.0,0.7281553398058253
19-4012.00,1.7803225704159087,0.1617553154431858,Social Perceptiveness,2.88,0.6990291262135921
19-4012.01,1.5318208055010225,0.3506268054925698,Social Perceptiveness,3.0,0.7281553398058253
19-4013.00,1.9011108844513411,0.3250528139946744,Social Perceptiveness,2.88,0.6990291262135921
19-4021.00,1.7018919414495826,0.2156417864294967,Social Perceptiveness,2.75,0.6674757281553398
19-4031.00,1.7842622984144365,0.3498287985124232,Social Perceptiveness,2.88,0.6990291262135921
19-4042.00,1.5034477993507072,0.4375867143525518,Social Perceptiveness,3.12,0.7572815533980582
19-4051.02,2.00202567771759,0.3154829569701335,Social Perceptiveness,2.88,0.6990291262135921
19-4061.00,0.4856360794651509,0.3311418940954537,Social Perceptiveness,2.88,0.6990291262135921
19-4071.00,0.7447357322342245,0.1626912383590358,Social Perceptiveness,3.12,0.7572815533980582
19-4092.00,1.5137784942443102,0.2651779433130093,Social Perceptiveness,3.25,0.7888349514563107
19-4099.01,1.5065691812048634,0.46737013734479,Social Perceptiveness,3.0,0.7281553398058253
19-4099.03,1.5602297764154116,0.335115648673367,Social Perceptiveness,2.75,0.6674757281553398
19-5011.00,1.2065741694859482,0.3717042369895171,Social Perceptiveness,3.75,0.9101941747572815
19-5012.00,1.313215241750985,0.3403762037018598,Social Perceptiveness,3.12,0.7572815533980582
21-1011.00,6.24806534534648,0.5043792722959608,Social Perceptiveness,5.0,1.0
21-1012.00,5.926115011907728,0.6034747604439004,Social Perceptiveness,4.88,1.0
21-1013.00,0.0121368675497294,0.5622140141962602,Social Perceptiveness,5.75,1.0
21-1014.00,6.271433229279202,0.4996863773860428,Social Perceptiveness,5.75,1.0
21-1015.00,0.0774601498761539,0.46980057361926,Social Perceptiveness,4.88,1.0
21-1021.00,6.175348604150893,0.5145064070323905,Social Perceptiveness,4.62,1.0
21-1022.00,0.05230805682885,0.5098561860804994,Social Perceptiveness,5.12,1.0
21-1023.00,6.262397122392789,0.5240263214801615,Social Perceptiveness,5.12,1.0
21-1091.00,0.1037697424376885,0.6062413216358226,Social Perceptiveness,3.88,0.9417475728155339
21-1092.00,6.120976480381305,0.3553834922847684,Social Perceptiveness,4.38,1.0
21-1093.00,6.05637660699731,0.4181791141224096,Social Perceptiveness,4.12,1.0
21-1094.00,6.275573967599635,0.5497595362988216,Social Perceptiveness,4.25,1.0
21-2011.00,5.738913691481301,0.4951489479413918,Social Perceptiveness,5.0,1.0
21-2021.00,6.010092296956891,0.5488029919670463,Social Perceptiveness,4.5,1.0
23-1011.00,0.0921260885418117,0.3850915918028009,Social Perceptiveness,4.0,0.970873786407767
23-1012.00,6.014854614946249,0.359851915368895,Social Perceptiveness,3.12,0.7572815533980582
23-1021.00,0.2661132548725979,0.3465000042228904,Social Perceptiveness,4.0,0.970873786407767
23-1022.00,0.0650711527547365,0.3186721063794065,Social Perceptiveness,3.75,0.9101941747572815
23-1023.00,5.909766936930342,0.337103302224663,Social Perceptiveness,4.0,0.970873786407767
23-2011.00,6.064773561734509,0.3015632959181752,Social Perceptiveness,3.0,0.7281553398058253
23-2093.00,0.7329065028577534,0.1204788612985485,Social Perceptiveness,2.75,0.6674757281553398
25-1011.00,5.8923823890737,0.5856282482662668,Social Perceptiveness,3.38,0.8203883495145631
25-1021.00,5.911966134908718,0.5449751339379635,Social Perceptiveness,3.75,0.9101941747572815
25-1022.00,5.852219722216242,0.5750511804245356,Social Perceptiveness,3.25,0.7888349514563107
25-1031.00,5.92108899520546,0.5638474341829542,Social Perceptiveness,3.62,0.8786407766990292
25-1032.00,5.968738693394053,0.5298823451134806,Social Perceptiveness,3.5,0.8495145631067961
25-1041.00,5.941856630181804,0.5618241227808165,Social Perceptiveness,3.38,0.8203883495145631
25-1042.00,5.933103339099668,0.5186627879520512,Social Perceptiveness,3.38,0.8203883495145631
25-1043.00,5.984623783450736,0.5662030182107882,Social Perceptiveness,3.75,0.9101941747572815
25-1051.00,5.955239108811932,0.5393309013782918,Social Perceptiveness,3.62,0.8786407766990292
25-1052.00,5.944003508432697,0.527228266277482,Social Perceptiveness,3.38,0.8203883495145631
25-1053.00,5.969142056625407,0.5702340282100958,Social Perceptiveness,3.62,0.8786407766990292
25-1054.00,5.908923026552506,0.5280658479678882,Social Perceptiveness,3.12,0.7572815533980582
25-1061.00,6.004713877733327,0.5586778807441705,Social Perceptiveness,3.75,0.9101941747572815
25-1062.00,5.920444797844599,0.5824479222699256,Social Perceptiveness,3.5,0.8495145631067961
25-1063.00,5.916683199545707,0.5786751476753478,Social Perceptiveness,3.5,0.8495145631067961
25-1064.00,5.96477744175168,0.5462758068463008,Social Perceptiveness,3.25,0.7888349514563107
25-1065.00,5.903663173856796,0.5882701133782564,Social Perceptiveness,3.5,0.8495145631067961
25-1066.00,5.943077735704581,0.5641164340180069,Social Perceptiveness,4.5,1.0
25-1067.00,5.926191646558987,0.5771073256380215,Social Perceptiveness,3.88,0.9417475728155339
25-1071.00,5.883340002691258,0.5904192194469525,Social Perceptiveness,3.62,0.8786407766990292
25-1072.00,5.947113954972658,0.5810446918596154,Social Perceptiveness,4.0,0.970873786407767
25-1081.00,5.910364129173049,0.594262171956924,Social Perceptiveness,3.62,0.8786407766990292
25-1082.00,5.911209710624378,0.5822393224301137,Social Perceptiveness,3.62,0.8786407766990292
25-1111.00,5.896528493337208,0.5890959885882595,Social Perceptiveness,3.75,0.9101941747572815
25-1112.00,5.8692994864134285,0.58800989576215,Social Perceptiveness,3.12,0.7572815533980582
25-1113.00,5.929883455337112,0.581079309446812,Social Perceptiveness,3.88,0.9417475728155339
25-1121.00,5.832059258073668,0.5425164684969244,Social Perceptiveness,3.75,0.9101941747572815
25-1122.00,5.883135178951345,0.5819217704670391,Social Perceptiveness,3.62,0.8786407766990292
25-1123.00,5.865889047820697,0.564077378220911,Social Perceptiveness,3.75,0.9101941747572815
25-1124.00,5.859282179447422,0.5974023376330038,Social Perceptiveness,3.62,0.8786407766990292
25-1125.00,5.928095838270006,0.5847633333396328,Social Perceptiveness,3.88,0.9417475728155339
25-1126.00,5.8689899254777655,0.5886999355617444,Social Perceptiveness,3.38,0.8203883495145631
25-1192.00,5.926277208135334,0.5798079363572899,Social Perceptiveness,3.25,0.7888349514563107
25-1193.00,5.914494199195162,0.5805347889003802,Social Perceptiveness,3.88,0.9417475728155339
25-1194.00,6.04308646094223,0.4054629491437036,Social Perceptiveness,3.25,0.7888349514563107
25-2011.00,5.739984357227568,0.5132541123940154,Social Perceptiveness,3.62,0.8786407766990292
25-2012.00,5.784949003258184,0.5012116584394732,Social Perceptiveness,4.0,0.970873786407767
25-2021.00,5.757909261450223,0.5329168867693564,Social Perceptiveness,4.0,0.970873786407767
25-2022.00,5.765944238783927,0.538765411923729,Social Perceptiveness,4.0,0.970873786407767
25-2023.00,5.766745044788627,0.5433738193268722,Social Perceptiveness,3.88,0.9417475728155339
25-2031.00,5.79172175996194,0.5374944424208639,Social Perceptiveness,4.0,0.970873786407767
25-2032.00,5.783262858560279,0.5263267266322691,Social Perceptiveness,3.75,0.9101941747572815
25-2051.00,5.862214838327032,0.4540383675426687,Social Perceptiveness,4.0,0.970873786407767
