n_sectors,sector,metric,group,rho,p,n,sector_center_deg
4,1,dist_to_xi_centroid,(iii) rare blend,-0.34686830179551814,8.011957784514756e-06,158,135.0
4,2,dist_to_xi_centroid,(iii) rare blend,-0.307320501128018,7.22373975284441e-07,250,225.0
4,3,dist_to_xi_centroid,(iii) rare blend,-0.30479123264382996,2.1298421655976604e-06,233,315.0
4,0,cos_dist_to_xi_centroid,(iii) rare blend,-0.3874524707973728,6.568370857422556e-10,237,45.0
4,1,cos_dist_to_xi_centroid,(iii) rare blend,-0.3876618407901923,4.845222119619623e-07,158,135.0
4,2,cos_dist_to_xi_centroid,(iii) rare blend,-0.2755992895886334,9.792730628496877e-06,250,225.0
4,3,cos_dist_to_xi_centroid,(iii) rare blend,-0.4174237163359555,3.069890693485036e-11,233,315.0
4,0,mean_level,baseline,0.28608813213719747,7.645844829194688e-06,237,45.0
4,1,mean_level,baseline,0.07561621579684769,0.345023152714461,158,135.0
4,2,mean_level,baseline,-0.08204686302086633,0.1960268244884918,250,225.0
4,3,mean_level,baseline,0.183237069483947,0.005020044588236819,233,315.0
6,0,norm_v,(i) intensification,0.40420373122427006,9.594894536633216e-08,162,29.999999999999996
6,1,norm_v,(i) intensification,0.4779272590926134,1.5200010017169818e-08,126,90.0
6,2,norm_v,(i) intensification,-0.04269284272810987,0.6623794576268821,107,149.99999999999997
6,3,norm_v,(i) intensification,-0.18498195060921677,0.009441981516512064,196,210.0
6,4,norm_v,(i) intensification,-0.5482168774621604,1.4177353555567167e-09,105,270.0
6,5,norm_v,(i) intensification,0.3952092649674391,3.363695250291703e-08,182,330.0
6,0,norm_v_minus_global,(i) intensification,0.5453969383017129,6.168255505616299e-14,162,29.999999999999996
6,1,norm_v_minus_global,(i) intensification,0.43724034495688047,3.068600793535028e-07,126,90.0
6,2,norm_v_minus_global,(i) intensification,0.5824859421226906,4.656099584568295e-11,107,149.99999999999997
6,3,norm_v_minus_global,(i) intensification,0.5411932519981831,2.625187837358214e-16,196,210.0
6,4,norm_v_minus_global,(i) intensification,0.4356831847397885,3.3968891147271652e-06,105,270.0
6,5,norm_v_minus_global,(i) intensification,0.4482065348834663,2.2275640126159799e-10,182,330.0
6,0,gini_v,(ii) focusing (raw),0.2749615064899141,0.00039847326830580703,162,29.999999999999996
6,1,gini_v,(ii) focusing (raw),-0.17253543307086616,0.05336964247216561,126,90.0
6,2,gini_v,(ii) focusing (raw),-0.25275769509590706,0.008623463683075655,107,149.99999999999997
6,3,gini_v,(ii) focusing (raw),0.018613583660719267,0.795677072349332,196,210.0
6,4,gini_v,(ii) focusing (raw),0.38219987559610197,5.737412217936261e-05,105,270.0
6,5,gini_v,(ii) focusing (raw),0.3109479054592722,1.9337174885743194e-05,182,330.0
6,0,gini_resid_abs,(ii) focusing (resid),0.009386630085483114,0.9056320688745649,162,29.999999999999996
6,1,gini_resid_abs,(ii) focusing (resid),0.06249718785151857,0.48691891172111956,126,90.0
6,2,gini_resid_abs,(ii) focusing (resid),0.12041771978291112,0.21665134969792005,107,149.99999999999997
6,3,gini_resid_abs,(ii) focusing (resid),0.02772035795966181,0.6997360329358062,196,210.0
6,4,gini_resid_abs,(ii) focusing (resid),-0.1331121708480199,0.17583251899559033,105,270.0
6,5,gini_resid_abs,(ii) focusing (resid),0.1000795237730298,0.17887677272076,182,330.0
6,0,participation_v,(ii) focusing (raw),-0.2791502778165888,0.00032157548660574994,162,29.999999999999996
6,1,participation_v,(ii) focusing (raw),0.17104161979752533,0.055500255620985164,126,90.0
6,2,participation_v,(ii) focusing (raw),0.2976253453241639,0.0018496188427524702,107,149.99999999999997
6,3,participation_v,(ii) focusing (raw),0.01620859198814239,0.8216030501373157,196,210.0
6,4,participation_v,(ii) focusing (raw),-0.3954177897574124,2.98264945823145e-05,105,270.0
6,5,participation_v,(ii) focusing (raw),-0.3003799026804189,3.7891200060883475e-05,182,330.0
6,0,participation_resid_abs,(ii) focusing (resid),-0.012042717564189957,0.8791101488822053,162,29.999999999999996
6,1,participation_resid_abs,(ii) focusing (resid),-0.042189726284214475,0.6390212690677699,126,90.0
6,2,participation_resid_abs,(ii) focusing (resid),-0.08604204627833617,0.3782054042518009,107,149.99999999999997
6,3,participation_resid_abs,(ii) focusing (resid),0.0003697535242132777,0.9958961479716594,196,210.0
6,4,participation_resid_abs,(ii) focusing (resid),0.14464026539498237,0.14098492522423167,105,270.0
6,5,participation_resid_abs,(ii) focusing (resid),-0.1517610186209045,0.04084274240427493,182,330.0
6,0,dist_to_xi_centroid,(iii) rare blend,-0.23233991145434196,0.0029286637438844967,162,29.999999999999996
6,1,dist_to_xi_centroid,(iii) rare blend,-0.29263442069741286,0.0008836233387202012,126,90.0
6,2,dist_to_xi_centroid,(iii) rare blend,-0.319148102431474,0.0008063970266769157,107,149.99999999999997
6,3,dist_to_xi_centroid,(iii) rare blend,-0.3031134202997873,1.5710847959198582e-05,196,210.0
6,4,dist_to_xi_centroid,(iii) rare blend,-0.3028716566452415,0.0016867845948995625,105,270.0
6,5,dist_to_xi_centroid,(iii) rare blend,-0.2993846114034503,4.031593730393234e-05,182,330.0
6,0,cos_dist_to_xi_centroid,(iii) rare blend,-0.3348321457150478,1.3300756234068002e-05,162,29.999999999999996
6,1,cos_dist_to_xi_centroid,(iii) rare blend,-0.4429996250468691,2.0528684621655096e-07,126,90.0
6,2,cos_dist_to_xi_centroid,(iii) rare blend,-0.3387703520837007,0.0003579982351370699,107,149.99999999999997
6,3,cos_dist_to_xi_centroid,(iii) rare blend,-0.24411542047510143,0.0005646072311362557,196,210.0
6,4,cos_dist_to_xi_centroid,(iii) rare blend,-0.1990255027990877,0.0418104123334369,105,270.0
6,5,cos_dist_to_xi_centroid,(iii) rare blend,-0.42815738740020964,1.6473134005251768e-09,182,330.0
6,0,mean_level,baseline,0.21125774633376662,0.006963656150269322,162,29.999999999999996
6,1,mean_level,baseline,0.45063502252927906,1.190951571496315e-07,126,90.0
6,2,mean_level,baseline,0.028644761848782306,0.7696111344847535,107,149.99999999999997
6,3,mean_level,baseline,-0.16533845889712495,0.02056401572386435,196,210.0
6,4,mean_level,baseline,-0.5581069873522704,6.189113696665669e-10,105,270.0
6,5,mean_level,baseline,0.21887394511399164,0.0029925196337557847,182,330.0
8,0,norm_v,(i) intensification,0.4020552118485189,2.794062885119589e-06,127,22.5
8,1,norm_v,(i) intensification,0.4572954939927417,5.107157228848734e-07,110,67.5
8,2,norm_v,(i) intensification,0.4828149001536099,6.133691620934138e-05,63,112.5
8,3,norm_v,(i) intensification,-0.07830347144456888,0.45069103228197616,95,157.5
8,4,norm_v,(i) intensification,-0.13771546812032276,0.06374975997739951,182,202.5
8,5,norm_v,(i) intensification,-0.6836278963240066,1.3223908325288606e-10,68,247.49999999999997
8,6,norm_v,(i) intensification,-0.35144020733061826,0.0021383522834961697,74,292.5
8,7,norm_v,(i) intensification,0.3915154048244566,3.341793118628624e-07,159,337.5
8,0,norm_v_minus_global,(i) intensification,0.5874050899887514,3.896166007086999e-13,127,22.5
8,1,norm_v_minus_global,(i) intensification,0.39612740346685305,1.837647180939864e-05,110,67.5
8,2,norm_v_minus_global,(i) intensification,0.5164650537634409,1.4710163026165311e-05,63,112.5
8,3,norm_v_minus_global,(i) intensification,0.5615201567749161,3.22374775873878e-09,95,157.5
8,4,norm_v_minus_global,(i) intensification,0.503634306097851,4.263662546643113e-13,182,202.5
8,5,norm_v_minus_global,(i) intensification,0.5321219987021414,3.0105796517903347e-06,68,247.49999999999997
8,6,norm_v_minus_global,(i) intensification,0.24756756756756754,0.0334512221307238,74,292.5
8,7,norm_v_minus_global,(i) intensification,0.4649152137568665,6.667725545024868e-10,159,337.5
8,0,gini_v,(ii) focusing (raw),0.3476167041619797,6.219540602792716e-05,127,22.5
8,1,gini_v,(ii) focusing (raw),-0.028929513333183058,0.7641679750926448,110,67.5
8,2,gini_v,(ii) focusing (raw),-0.38018433179723504,0.002115684450004879,63,112.5
8,3,gini_v,(ii) focusing (raw),-0.18043113101903693,0.08016403055556756,95,157.5
8,4,gini_v,(ii) focusing (raw),0.030745542836838915,0.6803250019914331,182,202.5
8,5,gini_v,(ii) focusing (raw),0.37248539909149897,0.001759769060200991,68,247.49999999999997
8,6,gini_v,(ii) focusing (raw),0.34575342465753417,0.0025504281027434925,74,292.5
8,7,gini_v,(ii) focusing (raw),0.34901779316933373,6.5185626787380826e-06,159,337.5
8,0,gini_resid_abs,(ii) focusing (resid),-0.01540237157855268,0.863539818212744,127,22.5
8,1,gini_resid_abs,(ii) focusing (resid),0.13011293194779436,0.17547683711843423,110,67.5
8,2,gini_resid_abs,(ii) focusing (resid),-0.05217933947772657,0.6846368030674369,63,112.5
8,3,gini_resid_abs,(ii) focusing (resid),0.1301511758118701,0.20871086904680605,95,157.5
8,4,gini_resid_abs,(ii) focusing (resid),-0.020328824332084907,0.7853226094073679,182,202.5
8,5,gini_resid_abs,(ii) focusing (resid),-0.17601252051761648,0.15106976635674607,68,247.49999999999997
8,6,gini_resid_abs,(ii) focusing (resid),-0.011269900037023321,0.9240766646917281,74,292.5
8,7,gini_resid_abs,(ii) focusing (resid),0.051325531406735146,0.5205437061004002,159,337.5
8,0,participation_v,(ii) focusing (raw),-0.35458263029621295,4.311021808395228e-05,127,22.5
8,1,participation_v,(ii) focusing (raw),0.030300024795437638,0.753345416568635,110,67.5
8,2,participation_v,(ii) focusing (raw),0.3896889400921659,0.0015943865821425802,63,112.5
8,3,participation_v,(ii) focusing (raw),0.2331606942889138,0.022970675871394133,95,157.5
8,4,participation_v,(ii) focusing (raw),0.006301189074488594,0.9327202584018213,182,202.5
8,5,participation_v,(ii) focusing (raw),-0.4004275298698324,0.0007155398187067811,68,247.49999999999997
8,6,participation_v,(ii) focusing (raw),-0.33888189559422427,0.0031422584422057245,74,292.5
8,7,participation_v,(ii) focusing (raw),-0.33600728445187483,1.4908821856409893e-05,159,337.5
8,0,participation_resid_abs,(ii) focusing (resid),-0.003737814023247094,0.9667325276586582,127,22.5
8,1,participation_resid_abs,(ii) focusing (resid),-0.09997069630097154,0.2987443851233662,110,67.5
8,2,participation_resid_abs,(ii) focusing (resid),0.07397273425499233,0.5644981085704929,63,112.5
8,3,participation_resid_abs,(ii) focusing (resid),-0.09553471444568869,0.35708226671147986,95,157.5
8,4,participation_resid_abs,(ii) focusing (resid),0.05103356022656811,0.49385974771951596,182,202.5
8,5,participation_resid_abs,(ii) focusing (resid),0.18307439783181276,0.13508612723983696,68,247.49999999999997
8,6,participation_resid_abs,(ii) focusing (resid),0.02735283228433913,0.8170542931082652,74,292.5
8,7,participation_resid_abs,(ii) focusing (resid),-0.10695306902316695,0.17964848959983026,159,337.5
8,0,dist_to_xi_centroid,(iii) rare blend,-0.1650613985751781,0.06366804168036858,127,22.5
8,1,dist_to_xi_centroid,(iii) rare blend,-0.380655050379821,4.090996728770041e-05,110,67.5
8,2,dist_to_xi_centroid,(iii) rare blend,-0.2978110599078341,0.01776261487305022,63,112.5
8,3,dist_to_xi_centroid,(iii) rare blend,-0.23624020156774916,0.021176153001664758,95,157.5
8,4,dist_to_xi_centroid,(iii) rare blend,-0.24515915205164368,0.000851025763526929,182,202.5
8,5,dist_to_xi_centroid,(iii) rare blend,-0.2984692903767606,0.013426820880300573,68,247.49999999999997
8,6,dist_to_xi_centroid,(iii) rare blend,-0.3792521288411699,0.0008612176185293066,74,292.5
8,7,dist_to_xi_centroid,(iii) rare blend,-0.3140792930499164,5.538813890058657e-05,159,337.5
8,0,cos_dist_to_xi_centroid,(iii) rare blend,-0.26455286839145103,0.0026503783374918957,127,22.5
8,1,cos_dist_to_xi_centroid,(iii) rare blend,-0.5175348826724974,7.058768565022007e-09,110,67.5
8,2,cos_dist_to_xi_centroid,(iii) rare blend,-0.4364439324116744,0.00034903121038221737,63,112.5
8,3,cos_dist_to_xi_centroid,(iii) rare blend,-0.26303191489361705,0.010015418675330954,95,157.5
8,4,cos_dist_to_xi_centroid,(iii) rare blend,-0.2088350016073954,0.00466660055946101,182,202.5
8,5,cos_dist_to_xi_centroid,(iii) rare blend,-0.15081879604534867,0.21957367510236442,68,247.49999999999997
8,6,cos_dist_to_xi_centroid,(iii) rare blend,-0.28900407256571636,0.012513606335082812,74,292.5
8,7,cos_dist_to_xi_centroid,(iii) rare blend,-0.43051110580367813,1.4780487664087374e-08,159,337.5
8,0,mean_level,baseline,0.18849596925384324,0.033812385657409266,127,22.5
8,1,mean_level,baseline,0.3859576357732136,3.1237021121331144e-05,110,67.5
8,2,mean_level,baseline,0.49318356374808,4.0136715612897224e-05,63,112.5
8,3,mean_level,baseline,-0.02374020156774916,0.8193665191925825,95,157.5
8,4,mean_level,baseline,-0.1297107276801094,0.08094706163080533,182,202.5
8,5,mean_level,baseline,-0.6622895751421919,7.707821779888011e-10,68,247.49999999999997
8,6,mean_level,baseline,-0.36959644576082923,0.00119180775431775,74,292.5
8,7,mean_level,baseline,0.2099854011992914,0.007893073280147125,159,337.5
12,0,norm_v,(i) intensification,0.36425073054286533,0.0004165859659091492,90,14.999999999999998
12,1,norm_v,(i) intensification,0.47945205479452063,2.034401946095106e-05,72,45.0
12,2,norm_v,(i) intensification,0.4755903271692745,1.6173590761738583e-05,75,74.99999999999999
12,3,norm_v,(i) intensification,0.47303167420814474,0.0004558813314272732,51,105.0
12,4,norm_v,(i) intensification,0.3596837944664032,0.0918451490397182,23,135.0
12,5,norm_v,(i) intensification,-0.0860990179204212,0.4361362803877029,84,165.0
12,6,norm_v,(i) intensification,-0.15614379467947967,0.048643294927669715,160,194.99999999999997
12,7,norm_v,(i) intensification,-0.7330759330759331,3.6854690380341863e-07,36,224.99999999999997
12,8,norm_v,(i) intensification,-0.686983037926434,9.681842718337524e-09,54,254.99999999999997
12,9,norm_v,(i) intensification,-0.43113122171945695,0.0015860721212389826,51,285.0
12,10,norm_v,(i) intensification,-0.1969170646982197,0.1797590935362202,48,315.0
12,11,norm_v,(i) intensification,0.44312023840696274,8.244019994067494e-08,134,344.99999999999994
12,0,norm_v_minus_global,(i) intensification,0.6057949541095609,2.5136970351149284e-10,90,14.999999999999998
12,1,norm_v_minus_global,(i) intensification,0.4590327352241303,5.000180894630005e-05,72,45.0
12,2,norm_v_minus_global,(i) intensification,0.3957894736842105,0.00044016008577074396,75,74.99999999999999
12,3,norm_v_minus_global,(i) intensification,0.4801809954751131,0.00036256351795877287,51,105.0
12,4,norm_v_minus_global,(i) intensification,0.5810276679841897,0.003644427020151483,23,135.0
12,5,norm_v_minus_global,(i) intensification,0.5743444365698086,1.1144769588856467e-08,84,165.0
12,6,norm_v_minus_global,(i) intensification,0.47634184929098794,1.9308476760912873e-10,160,194.99999999999997
12,7,norm_v_minus_global,(i) intensification,0.6332046332046333,3.40274724300061e-05,36,224.99999999999997
12,8,norm_v_minus_global,(i) intensification,0.5736992567181245,5.76275810707756e-06,54,254.99999999999997
12,9,norm_v_minus_global,(i) intensification,0.24407239819004523,0.08434302176855595,51,285.0
12,10,norm_v_minus_global,(i) intensification,0.12733391228831958,0.3884348828936328,48,315.0
12,11,norm_v_minus_global,(i) intensification,0.4850958241374581,2.8495387410565965e-09,134,344.99999999999994
12,0,gini_v,(ii) focusing (raw),0.4265300242828332,2.765760416082615e-05,90,14.999999999999998
12,1,gini_v,(ii) focusing (raw),0.07505305807447427,0.5309311272137847,72,45.0
12,2,gini_v,(ii) focusing (raw),-0.13408250355618778,0.25143417515429545,75,74.99999999999999
12,3,gini_v,(ii) focusing (raw),-0.28497737556561087,0.042669042261385653,51,105.0
12,4,gini_v,(ii) focusing (raw),-0.6531620553359684,0.0007271754110956579,23,135.0
12,5,gini_v,(ii) focusing (raw),-0.15032904728156324,0.17227998007765533,84,165.0
12,6,gini_v,(ii) focusing (raw),0.005707254189616781,0.942899360654053,160,194.99999999999997
12,7,gini_v,(ii) focusing (raw),0.38043758043758047,0.022085536517262066,36,224.99999999999997
12,8,gini_v,(ii) focusing (raw),0.3821231179721745,0.004352791507853406,54,254.99999999999997
12,9,gini_v,(ii) focusing (raw),0.3870588235294118,0.0050175512350271595,51,285.0
12,10,gini_v,(ii) focusing (raw),0.4041467650890143,0.004387923731132984,48,315.0
12,11,gini_v,(ii) focusing (raw),0.31389169441015474,0.00022135209465082566,134,344.99999999999994
12,0,gini_resid_abs,(ii) focusing (resid),-0.07017327242046342,0.5110348086543229,90,14.999999999999998
12,1,gini_resid_abs,(ii) focusing (resid),0.11836774069071969,0.3220312843557956,72,45.0
12,2,gini_resid_abs,(ii) focusing (resid),0.14642958748221907,0.2099918489598467,75,74.99999999999999
12,3,gini_resid_abs,(ii) focusing (resid),-0.045248868778280535,0.7525399294658645,51,105.0
12,4,gini_resid_abs,(ii) focusing (resid),0.09683794466403163,0.6602593843743984,23,135.0
12,5,gini_resid_abs,(ii) focusing (resid),0.14170294623873644,0.19852404056123074,84,165.0
12,6,gini_resid_abs,(ii) focusing (resid),-0.05216805343958748,0.5123699824505508,160,194.99999999999997
12,7,gini_resid_abs,(ii) focusing (resid),0.01776061776061776,0.9181130877192568,36,224.99999999999997
12,8,gini_resid_abs,(ii) focusing (resid),-0.24139508290451683,0.0786649454639569,54,254.99999999999997
12,9,gini_resid_abs,(ii) focusing (resid),0.014208144796380091,0.9211732768615746,51,285.0
12,10,gini_resid_abs,(ii) focusing (resid),-0.1265740338688667,0.3912954744754936,48,315.0
12,11,gini_resid_abs,(ii) focusing (resid),0.010576191723088818,0.9034655612744875,134,344.99999999999994
12,0,participation_v,(ii) focusing (raw),-0.43039881466847757,2.2944803127884065e-05,90,14.999999999999998
12,1,participation_v,(ii) focusing (raw),-0.06981156344459452,0.5600851271752064,72,45.0
12,2,participation_v,(ii) focusing (raw),0.1305832147937411,0.2641315943128488,75,74.99999999999999
12,3,participation_v,(ii) focusing (raw),0.30561085972850677,0.029193573982344255,51,105.0
12,4,participation_v,(ii) focusing (raw),0.6689723320158103,0.00048258629785286804,23,135.0
12,5,participation_v,(ii) focusing (raw),0.21431608788093554,0.050274838923518174,84,165.0
12,6,participation_v,(ii) focusing (raw),0.027068440173444275,0.734030218136963,160,194.99999999999997
12,7,participation_v,(ii) focusing (raw),-0.432947232947233,0.008353165238556871,36,224.99999999999997
12,8,participation_v,(ii) focusing (raw),-0.423746902992186,0.0014083738021180346,54,254.99999999999997
12,9,participation_v,(ii) focusing (raw),-0.37755656108597285,0.00630761018994099,51,285.0
12,10,participation_v,(ii) focusing (raw),-0.4068606165870604,0.004107263227308789,48,315.0
12,11,participation_v,(ii) focusing (raw),-0.2951682689310341,0.0005356178408508787,134,344.99999999999994
12,0,participation_resid_abs,(ii) focusing (resid),0.04625262378071367,0.665095342084133,90,14.999999999999998
12,1,participation_resid_abs,(ii) focusing (resid),-0.11036079490642488,0.35607158842082837,72,45.0
12,2,participation_resid_abs,(ii) focusing (resid),-0.12290184921763868,0.29350070384319976,75,74.99999999999999
12,3,participation_resid_abs,(ii) focusing (resid),0.08090497737556561,0.5724956505095047,51,105.0
12,4,participation_resid_abs,(ii) focusing (resid),-0.03754940711462451,0.8649333446053347,23,135.0
12,5,participation_resid_abs,(ii) focusing (resid),-0.10790725928925789,0.32855724164455474,84,165.0
12,6,participation_resid_abs,(ii) focusing (resid),0.07424411109808977,0.35079565853407757,160,194.99999999999997
12,7,participation_resid_abs,(ii) focusing (resid),-0.018790218790218794,0.9133833854380702,36,224.99999999999997
12,8,participation_resid_abs,(ii) focusing (resid),0.23895559367257477,0.08182777506668219,54,254.99999999999997
12,9,participation_resid_abs,(ii) focusing (resid),0.033393665158371034,0.8160478512014088,51,285.0
12,10,participation_resid_abs,(ii) focusing (resid),0.09346504559270516,0.5274775571892041,48,315.0
12,11,participation_resid_abs,(ii) focusing (resid),-0.06733001658374793,0.43953594952368336,134,344.99999999999994
12,0,dist_to_xi_centroid,(iii) rare blend,-0.2033090505000617,0.054615572722367126,90,14.999999999999998
12,1,dist_to_xi_centroid,(iii) rare blend,-0.28464853045211913,0.015375438536331783,72,45.0
12,2,dist_to_xi_centroid,(iii) rare blend,-0.3508392603129445,0.002028311937367777,75,74.99999999999999
12,3,dist_to_xi_centroid,(iii) rare blend,-0.2332126696832579,0.09956205719627849,51,105.0
12,4,dist_to_xi_centroid,(iii) rare blend,-0.5355731225296443,0.008444102176418378,23,135.0
12,5,dist_to_xi_centroid,(iii) rare blend,-0.24120684418345653,0.027083096609710637,84,165.0
12,6,dist_to_xi_centroid,(iii) rare blend,-0.2739511309035509,0.00045596805846266,160,194.99999999999997
12,7,dist_to_xi_centroid,(iii) rare blend,-0.27464607464607466,0.10500356550087522,36,224.99999999999997
12,8,dist_to_xi_centroid,(iii) rare blend,-0.2373546788641128,0.0839572226499287,54,254.99999999999997
12,9,dist_to_xi_centroid,(iii) rare blend,-0.3926696832579185,0.004369740673774561,51,285.0
12,10,dist_to_xi_centroid,(iii) rare blend,-0.39947894051237515,0.004910099259424934,48,315.0
12,11,dist_to_xi_centroid,(iii) rare blend,-0.3032780957368546,0.00036792714121928663,134,344.99999999999994
12,0,cos_dist_to_xi_centroid,(iii) rare blend,-0.2648145861629007,0.01165777407795532,90,14.999999999999998
12,1,cos_dist_to_xi_centroid,(iii) rare blend,-0.42124895491671493,0.00022878543372640338,72,45.0
12,2,cos_dist_to_xi_centroid,(iii) rare blend,-0.5058321479374112,3.669099763234743e-06,75,74.99999999999999
12,3,cos_dist_to_xi_centroid,(iii) rare blend,-0.40343891402714926,0.003329115922931044,51,105.0
12,4,cos_dist_to_xi_centroid,(iii) rare blend,-0.5622529644268774,0.0052303961648442485,23,135.0
12,5,cos_dist_to_xi_centroid,(iii) rare blend,-0.2586210387769566,0.017532408745970642,84,165.0
12,6,cos_dist_to_xi_centroid,(iii) rare blend,-0.22526075237313956,0.0041844711605735305,160,194.99999999999997
12,7,cos_dist_to_xi_centroid,(iii) rare blend,0.013384813384813388,0.9382432925559079,36,224.99999999999997
12,8,cos_dist_to_xi_centroid,(iii) rare blend,-0.10333523918429577,0.45712952874286067,54,254.99999999999997
12,9,cos_dist_to_xi_centroid,(iii) rare blend,-0.2981900452488688,0.033559643798835366,51,285.0
12,10,cos_dist_to_xi_centroid,(iii) rare blend,-0.4417064698219713,0.0016726559389459938,48,315.0
12,11,cos_dist_to_xi_centroid,(iii) rare blend,-0.4274941084053418,2.581202384963548e-07,134,344.99999999999994
12,0,mean_level,baseline,0.11388237230933859,0.2851766999048374,90,14.999999999999998
12,1,mean_level,baseline,0.34362338414045923,0.003123994833055345,72,45.0
12,2,mean_level,baseline,0.4358748221906117,9.277568918798077e-05,75,74.99999999999999
12,3,mean_level,baseline,0.4610859728506787,0.000661141701792385,51,105.0
12,4,mean_level,baseline,0.5,0.015117916451873051,23,135.0
12,5,mean_level,baseline,-0.04177381796091931,0.7059570930832488,84,165.0
12,6,mean_level,baseline,-0.1457477127355697,0.06592162190709738,160,194.99999999999997
12,7,mean_level,baseline,-0.7068211068211069,1.448010492259256e-06,36,224.99999999999997
12,8,mean_level,baseline,-0.6697541452258432,3.056860506864898e-08,54,254.99999999999997
12,9,mean_level,baseline,-0.44633484162895926,0.0010274082883409779,51,285.0
12,10,mean_level,baseline,-0.2454407294832827,0.0926719348695809,48,315.0
12,11,mean_level,baseline,0.24977243992101048,0.003608334946106225,134,344.99999999999994
