skill,theta_rad,theta_deg,intensity_norm01
Active Learning,1.710422666954443,98.0,0.4538837657542627
Active Learning,1.7191493132144147,98.5,0.44735540177280575
Active Learning,1.7278759594743862,99.0,0.44077920761391176
Active Learning,1.736602605734358,99.5,0.43416085396011916
Active Learning,1.7453292519943295,100.0,0.4275059798440748
Active Learning,1.7540558982543013,100.50000000000001,0.4208201706974687
Active Learning,1.7627825445142729,101.0,0.4141089377053555
Active Learning,1.7715091907742444,101.5,0.40737769860825385
Active Learning,1.7802358370342162,102.0,0.4006317600763452
Active Learning,1.7889624832941877,102.5,0.3938763017608149
Active Learning,1.7976891295541595,103.0,0.38711636210718653
Active Learning,1.806415775814131,103.5,0.3803568259946529
Active Learning,1.8151424220741028,104.0,0.3736024142441586
Active Learning,1.8238690683340744,104.5,0.3668576750166494
Active Learning,1.8325957145940461,105.00000000000001,0.3601269771017062
Active Learning,1.8413223608540177,105.5,0.35341450507603145
Active Learning,1.8500490071139892,106.0,0.3467242562911722
Active Learning,1.858775653373961,106.5,0.34006003963073284
Active Learning,1.8675022996339325,107.0,0.33342547595933303
Active Learning,1.8762289458939043,107.5,0.32682400016895086
Active Learning,1.8849555921538759,108.0,0.32025886471321885
Active Learning,1.8936822384138476,108.5,0.3137331445068682
Active Learning,1.9024088846738192,109.0,0.30724974305600794
Active Learning,1.911135530933791,109.50000000000001,0.30081139967533815
Active Learning,1.9198621771937625,110.0,0.2944206976408618
Active Learning,1.928588823453734,110.5,0.2880800731211732
Active Learning,1.9373154697137058,111.0,0.28179182472702524
Active Learning,1.9460421159736774,111.5,0.2755581235175704
Active Learning,1.9547687622336491,112.0,0.2693810233024046
Active Learning,1.9634954084936207,112.5,0.26326247108126755
Active Learning,1.9722220547535925,113.0,0.25720431746784334
Active Learning,1.980948701013564,113.5,0.2512083269504882
Active Learning,1.9896753472735358,114.00000000000001,0.2452761878507179
Active Learning,1.9984019935335073,114.5,0.23940952184979242
Active Learning,2.007128639793479,115.0,0.23360989296454923
Active Learning,2.0158552860534504,115.49999999999999,0.22787881586559344
Active Learning,2.0245819323134224,116.00000000000001,0.22221776344385424
Active Learning,2.033308578573394,116.5,0.21662817354517194
Active Learning,2.0420352248333655,117.0,0.21111145480677387
Active Learning,2.050761871093337,117.5,0.20566899154405754
Active Learning,2.059488517353309,118.00000000000001,0.20030214765078241
Active Learning,2.0682151636132806,118.50000000000001,0.19501226949043418
Active Learning,2.076941809873252,119.0,0.18980068777092568
Active Learning,2.0856684561332237,119.5,0.18466871840882
Active Learning,2.0943951023931953,119.99999999999999,0.1796176624026728
Active Learning,2.1031217486531673,120.50000000000001,0.1746488047477998
Active Learning,2.111848394913139,121.0,0.16976341243660584
Active Learning,2.1205750411731104,121.5,0.1649627315994615
Active Learning,2.129301687433082,122.0,0.16024798385088249
Active Learning,2.138028333693054,122.50000000000001,0.15562036191435866
Active Learning,2.1467549799530254,123.00000000000001,0.15108102460654663
Active Learning,2.155481626212997,123.5,0.14663109126761975
Active Learning,2.1642082724729685,124.0,0.14227163572935714
Active Learning,2.17293491873294,124.49999999999999,0.13800367991601023
Active Learning,2.181661564992912,125.00000000000001,0.1338281871751557
Active Learning,2.1903882112528836,125.5,0.12974605543662338
Active Learning,2.199114857512855,126.0,0.1257581102972357
Active Learning,2.2078415037728267,126.5,0.12186509812756739
Active Learning,2.2165681500327987,127.00000000000001,0.11806767929428452
Active Learning,2.2252947962927703,127.50000000000001,0.11436642158794935
Active Learning,2.234021442552742,128.0,0.1107617939415564
Active Learning,2.2427480888127134,128.5,0.10725416051960768
Active Learning,2.251474735072685,129.0,0.10384377525132482
Active Learning,2.260201381332657,129.5,0.10053077687476168
Active Learning,2.2689280275926285,130.0,0.09731518455122293
Active Learning,2.2776546738526,130.5,0.094196894101618
Active Learning,2.2863813201125716,131.0,0.09117567490831785
Active Learning,2.2951079663725436,131.5,0.08825116751781394
Active Learning,2.303834612632515,132.0,0.08542288197113888
Active Learning,2.3125612588924866,132.5,0.08269019688067589
Active Learning,2.321287905152458,133.0,0.08005235926377244
Active Learning,2.3300145514124297,133.5,0.0775084851355526
Active Learning,2.3387411976724017,134.0,0.07505756085559467
Active Learning,2.3474678439323733,134.5,0.0726984452157595
Active Learning,2.356194490192345,135.0,0.07042987224950036
Active Learning,2.3649211364523164,135.5,0.06825045473650791
Active Learning,2.3736477827122884,136.0,0.06615868837058504
Active Learning,2.38237442897226,136.5,0.06415295655325906
Active Learning,2.3911010752322315,137.0,0.062231535770835046
Active Learning,2.399827721492203,137.5,0.060392601508412774
Active Learning,2.4085543677521746,138.0,0.0586342346508273
Active Learning,2.4172810140121466,138.5,0.056954428317546005
Active Learning,2.426007660272118,139.0,0.05535109507625827
Active Learning,2.4347343065320897,139.5,0.05382207447821332
Active Learning,2.443460952792061,140.0,0.05236514085729298
Active Learning,2.452187599052033,140.5,0.05097801133431757
Active Learning,2.4609142453120048,141.0,0.04965835396815863
Active Learning,2.4696408915719763,141.5,0.048403795995836815
Active Learning,2.478367537831948,142.0,0.047211932104891136
Active Learning,2.4870941840919194,142.5,0.046080332682872115
Active Learning,2.4958208303518914,143.0,0.04500655199080939
Active Learning,2.504547476611863,143.5,0.04398813620988761
Active Learning,2.5132741228718345,144.0,0.04302263131329512
Active Learning,2.522000769131806,144.5,0.04210759071825044
Active Learning,2.530727415391778,145.0,0.04124058267651379
Active Learning,2.5394540616517496,145.5,0.04041919736522283
Active Learning,2.548180707911721,146.0,0.039641053643605456
Active Learning,2.5569073541716927,146.5,0.03890380544498409
Active Learning,2.5656340004316642,147.0,0.03820514777745307
Active Learning,2.5743606466916362,147.5,0.03754282231064726
Active Learning,2.5830872929516078,148.0,0.03691462253009114
Active Learning,2.5918139392115793,148.5,0.036318398444684846
Active Learning,2.600540585471551,149.0,0.0357520608369189
Active Learning,2.609267231731523,149.5,0.03521358504937466
Active Learning,2.6179938779914944,150.0,0.034701014304938126
Active Learning,2.626720524251466,150.5,0.034212462561898464
Active Learning,2.6354471705114375,151.0,0.03374611690869503
Active Learning,2.644173816771409,151.5,0.03330023950648985
Active Learning,2.652900463031381,152.0,0.032873169090957007
Active Learning,2.6616271092913526,152.5,0.03246332204767066
Active Learning,2.670353755551324,153.0,0.032069193078223854
Active Learning,2.6790804018112957,153.5,0.03168935547670067
Active Learning,2.6878070480712677,154.0,0.03132246103834153
Active Learning,2.6965336943312392,154.5,0.03096723962417109
Active Learning,2.705260340591211,155.0,0.030622498406991383
Active Learning,2.7139869868511823,155.5,0.030287120825470214
Active Learning,2.722713633111154,156.0,0.0299600652740724
Active Learning,2.731440279371126,156.5,0.029640363557284374
Active Learning,2.7401669256310974,157.0,0.029327119136975374
Active Learning,2.748893571891069,157.5,0.029019505201818452
Active Learning,2.7576202181510405,158.0,0.028716762587472962
Active Learning,2.7663468644110125,158.5,0.02841819757571292
Active Learning,2.775073510670984,159.0,0.028123179599885837
Active Learning,2.7838001569309556,159.5,0.02783113888301805
Active Learning,2.792526803190927,160.0,0.02754156403356564
Active Learning,2.8012534494508987,160.5,0.02725399962225962
Active Learning,2.8099800957108707,161.0,0.026968043761739544
Active Learning,2.8187067419708423,161.5,0.02668334570873005
Active Learning,2.827433388230814,162.0,0.026399603506421076
Active Learning,2.8361600344907854,162.5,0.026116561682491823
Active Learning,2.8448866807507573,163.0,0.025834009015899502
Active Learning,2.853613327010729,163.5,0.025551776383171656
Active Learning,2.8623399732707004,164.0,0.025269734692521622
Active Learning,2.871066619530672,164.5,0.02498779291168759
Active Learning,2.8797932657906435,165.0,0.024705896193004145
Active Learning,2.8885199120506155,165.5,0.024424024096884777
Active Learning,2.897246558310587,166.0,0.024142188912653816
Active Learning,2.9059732045705586,166.5,0.023860434073543595
Active Learning,2.91469985083053,167.0,0.02357883266069707
Active Learning,2.923426497090502,167.5,0.0232974859892079
Active Learning,2.9321531433504737,168.0,0.02301652226761443
Active Learning,2.9408797896104453,168.5,0.022736095320857547
Active Learning,2.949606435870417,169.0,0.02245638336553213
Active Learning,2.9583330821303884,169.5,0.02217758782531904
Active Learning,2.9670597283903604,170.0,0.021899932173789025
Active Learning,2.975786374650332,170.5,0.021623660791326802
Active Learning,2.9845130209103035,171.0,0.021349037822734028
Active Learning,2.993239667170275,171.5,0.021076346022132837
Active Learning,3.001966313430247,172.0,0.020805885572101727
Active Learning,3.0106929596902186,172.5,0.020537972864523208
Active Learning,3.01941960595019,173.0,0.02027293923139771
Active Learning,3.0281462522101616,173.5,0.020011129614864443
Active Learning,3.036872898470133,174.0,0.0197529011668509
Active Learning,3.045599544730105,174.5,0.019498621770128326
Active Learning,3.0543261909900767,175.0,0.01924866847405933
Active Learning,3.0630528372500483,175.5,0.019003425839962156
Active Learning,3.07177948351002,176.0,0.018763284192760524
Active Learning,3.080506129769992,176.5,0.018528637777410935
Active Learning,3.0892327760299634,177.0,0.01829988282047745
Active Learning,3.097959422289935,177.5,0.018077415499128932
Active Learning,3.1066860685499065,178.0,0.017861629821741744
Active Learning,3.115412714809878,178.5,0.017652915426174403
Active Learning,3.12413936106985,179.0,0.017451655303618217
Active Learning,3.1328660073298216,179.5,0.017258223457693553
Active Learning,3.141592653589793,180.0,0.017072982510134966
Active Learning,3.1503192998497647,180.5,0.016896281265970037
Active Learning,3.1590459461097367,181.0,0.01672845225252649
Active Learning,3.167772592369708,181.5,0.016569809247886057
Active Learning,3.1764992386296798,182.0,0.01642064481552463
Active Learning,3.1852258848896513,182.5,0.016281227862827447
Active Learning,3.193952531149623,183.0,0.016151801241932152
Active Learning,3.202679177409595,183.5,0.016032579411926415
Active Learning,3.2114058236695664,184.0,0.01592374618180322
Active Learning,3.220132469929538,184.5,0.015825452553752305
Active Learning,3.2288591161895095,185.0,0.01573781468633996
Active Learning,3.2375857624494815,185.5,0.01566091199690023
Active Learning,3.246312408709453,186.0,0.015594785422031646
Active Learning,3.2550390549694246,186.5,0.015539435854468321
Active Learning,3.263765701229396,187.0,0.015494822773777657
Active Learning,3.2724923474893677,187.5,0.01546086308733602
Active Learning,3.2812189937493397,188.0,0.015437430196856469
Active Learning,3.2899456400093112,188.5,0.01542435330439835
Active Learning,3.2986722862692828,189.0,0.015421416970288024
Active Learning,3.3073989325292543,189.5,0.0154283609337334
Active Learning,3.3161255787892263,190.0,0.015444880205137372
Active Learning,3.324852225049198,190.5,0.015470625437216686
Active Learning,3.3335788713091694,191.0,0.015505203580030229
Active Learning,3.342305517569141,191.5,0.015548178822927883
Active Learning,3.351032163829113,192.00000000000003,0.01559907382426372
Active Learning,3.3597588100890845,192.5,0.015657371227491914
Active Learning,3.368485456349056,193.0,0.01572251545999798
Active Learning,3.3772121026090276,193.5,0.015793914808728392
Active Learning,3.385938748868999,194.0,0.015870943764387274
Active Learning,3.394665395128971,194.5,0.015952945623688642
Active Learning,3.4033920413889427,195.0,0.016039235336904486
Active Learning,3.4121186876489142,195.5,0.016129102585754205
Active Learning,3.420845333908886,196.0,0.016221815074557125
Active Learning,3.429571980168858,196.50000000000003,0.01631662201553905
Active Learning,3.4382986264288293,197.0,0.01641275778726348
Active Learning,3.447025272688801,197.5,0.016509445743370703
Active Learning,3.4557519189487724,198.0,0.01660590214716931
Active Learning,3.464478565208744,198.5,0.01670134020615705
Active Learning,3.473205211468716,199.0,0.01679497417926605
Active Learning,3.4819318577286875,199.5,0.016886023528550755
Active Learning,3.490658503988659,200.0,0.016973717086179
Active Learning,3.4993851502486306,200.5,0.01705729720696351
Active Learning,3.5081117965086026,201.00000000000003,0.01713602387629343
Active Learning,3.516838442768574,201.5,0.017209178743205152
Active Learning,3.5255650890285457,202.0,0.017276069048476016
Active Learning,3.5342917352885173,202.5,0.017336031418039168
Active Learning,3.543018381548489,203.0,0.017388435492706848
Active Learning,3.551745027808461,203.5,0.017432687366151795
Active Learning,3.5604716740684323,204.0,0.017468232804330377
Active Learning,3.569198320328404,204.5,0.01749456022103055
Active Learning,3.5779249665883754,205.0,0.017511203385983595
Active Learning,3.5866516128483474,205.50000000000003,0.017517743843978847
Active Learning,3.595378259108319,206.0,0.01751381302565044
Active Learning,3.6041049053682905,206.5,0.01749909403304537
Active Learning,3.612831551628262,207.0,0.017473323085712287
Active Learning,3.6215581978882336,207.5,0.017436290615846776
Active Learning,3.6302848441482056,208.0,0.017387842003963237
Active Learning,3.639011490408177,208.5,0.017327877949610333
Active Learning,3.6477381366681487,209.0,0.017256354474771075
Active Learning,3.6564647829281203,209.5,0.017173282560763607
Active Learning,3.6651914291880923,210.00000000000003,0.01707872742264532
Active Learning,3.673918075448064,210.5,0.01697280742829151
Active Learning,3.6826447217080354,211.0,0.01685569267243464
Active Learning,3.691371367968007,211.5,0.016727603218975855
Active Learning,3.7000980142279785,212.0,0.01658880702778601
Active Learning,3.7088246604879505,212.5,0.016439617584964716
Active Learning,3.717551306747922,213.0,0.016280391258092976
Active Learning,3.7262779530078936,213.5,0.016111524400368896
Active Learning,3.735004599267865,214.0,0.015933450229631725
Active Learning,3.743731245527837,214.50000000000003,0.01574663551013082
Active Learning,3.7524578917878086,215.0,0.015551577066467436
Active Learning,3.76118453804778,215.5,0.015348798160406173
Active Learning,3.7699111843077517,216.0,0.015138844762212667
Active Learning,3.7786378305677233,216.5,0.014922281748809236
Active Learning,3.7873644768276953,217.0,0.014699689061350657
Active Learning,3.796091123087667,217.5,0.014471657854804242
Active Learning,3.8048177693476384,218.0,0.014238786671775213
Active Learning,3.81354441560761,218.5,0.014001677672157714
Active Learning,3.822271061867582,219.00000000000003,0.013760932949223778
Active Learning,3.8309977081275535,219.5,0.013517150961502017
Active Learning,3.839724354387525,220.0,0.013270923108262042
Active Learning,3.8484510006474966,220.5,0.013022830474632183
Active Learning,3.857177646907468,221.0,0.012773440770358314
Active Learning,3.86590429316744,221.5,0.01252330548398993
Active Learning,3.8746309394274117,222.0,0.012272957271881308
Active Learning,3.883357585687383,222.5,0.012022907598853163
Active Learning,3.8920842319473548,223.0,0.011773644644703266
Active Learning,3.9008108782073267,223.50000000000003,0.011525631488015286
Active Learning,3.9095375244672983,224.0,0.011279304575926269
Active Learning,3.91826417072727,224.5,0.011035072485705871
Active Learning,3.9269908169872414,225.0,0.010793314981206767
Active Learning,3.935717463247213,225.5,0.010554382364495712
Active Learning,3.944444109507185,226.0,0.010318595120296965
Active Learning,3.9531707557671565,226.5,0.010086243848302649
Active Learning,3.961897402027128,227.0,0.009857589475951826
Active Learning,3.9706240482870996,227.5,0.009632863741975417
Active Learning,3.9793506945470716,228.00000000000003,0.009412269938867375
Active Learning,3.988077340807043,228.5,0.00919598390049145
Active Learning,3.9968039870670147,229.0,0.008984155219281025
Active Learning,4.005530633326987,229.50000000000003,0.008776908675950568
Active Learning,4.014257279586958,230.0,0.008574345863316554
Active Learning,4.02298392584693,230.5,0.008376546984731574
Active Learning,4.031710572106901,230.99999999999997,0.008183572806768732
Active Learning,4.040437218366873,231.5,0.00799546674515325
Active Learning,4.049163864626845,232.00000000000003,0.007812257062523106
Active Learning,4.057890510886816,232.5,0.007633959156402077
Active Learning,4.066617157146788,233.0,0.00746057791578028
Active Learning,4.075343803406759,233.49999999999997,0.007292110124907999
Active Learning,4.084070449666731,234.0,0.007128546893304025
Active Learning,4.092797095926703,234.50000000000003,0.006969876091549367
Active Learning,4.101523742186674,235.0,0.006816084773160091
Active Learning,4.110250388446646,235.5,0.0066671615636973575
Active Learning,4.118977034706618,236.00000000000003,0.0065230989992571655
Active Learning,4.127703680966589,236.5,0.0063838957975696844
Active Learning,4.136430327226561,237.00000000000003,0.006249559046110625
Active Learning,4.145156973486532,237.49999999999997,0.006120106292864996
Active Learning,4.153883619746504,238.0,0.005995567526668809
Active Learning,4.162610266006476,238.50000000000003,0.0058759870353706795
Active Learning,4.171336912266447,239.0,0.005761425131382949
Active Learning,4.180063558526419,239.5,0.005651959735518419
Active Learning,4.1887902047863905,239.99999999999997,0.005547687811317057
Active Learning,4.1975168510463625,240.5,0.0054487266433442955
Active Learning,4.2062434973063345,241.00000000000003,0.005355214954178504
Active Learning,4.214970143566306,241.5,0.005267313855987258
Active Learning,4.223696789826278,242.0,0.005185207633714723
Active Learning,4.232423436086249,242.49999999999997,0.005109104357956793
Active Learning,4.241150082346221,243.0,0.005039236326583142
Active Learning,4.249876728606193,243.50000000000003,0.004975860335073466
Active Learning,4.258603374866164,244.0,0.004919257776366055
Active Learning,4.267330021126136,244.5,0.004869734571773149
Active Learning,4.276056667386108,245.00000000000003,0.004827620935199577
Active Learning,4.284783313646079,245.5,0.004793270973513703
Active Learning,4.293509959906051,246.00000000000003,0.004767062126467036
Active Learning,4.302236606166022,246.49999999999997,0.0047493944500474365
Active Learning,4.310963252425994,247.0,0.004740689747587303
