occupation_id_onet,n_tasks_used,within_occupation_task_spread__mean_dist_to_occ_center,within_occupation_task_spread__median_dist_to_occ_center,within_occupation_task_spread__rt_weighted_mean_dist_to_occ_center,occupation_title,job_family,nearest_neighbor_sanity__share_of_10_nearest_occupations_in_same_job_family
13-1199.07,23,0.14183235238847317,0.12451285025033176,0.1371406423184074,Security Management Specialists,Business and Financial Operations,0.2
13-2022.00,14,0.11972191614716388,0.09287872369947159,0.1199164967801835,Appraisers of Personal and Business Property,Business and Financial Operations,0.2
13-2023.00,28,0.113157874044996,0.10749607780544546,0.11492020492217112,Appraisers and Assessors of Real Estate,Business and Financial Operations,0.1
13-2031.00,13,0.13922985391002296,0.11272327793756534,0.13739114839783362,Budget Analysts,Business and Financial Operations,0.3
13-2041.00,11,0.12994961368072147,0.11085097854558133,0.11396303138400721,Credit Analysts,Business and Financial Operations,0.5
13-2052.00,21,0.16722015096164863,0.16290134715162471,0.16184664454280928,Personal Financial Advisors,Business and Financial Operations,0.2
13-2053.00,7,0.16322937888025985,0.20461353898004417,0.16262343441972998,Insurance Underwriters,Business and Financial Operations,0.2
13-2061.00,17,0.1263848019975327,0.11878056873021914,0.1276091994318092,Financial Examiners,Business and Financial Operations,0.3
13-2071.00,23,0.14573248042397716,0.15916738811833991,0.1419624989675841,Credit Counselors,Business and Financial Operations,0.3
13-2072.00,17,0.10444390710075917,0.10346853040891199,0.10445061261945196,Loan Officers,Business and Financial Operations,0.1
13-2081.00,21,0.14809604211540733,0.1477439347289659,0.14820511855024943,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations,0.2
13-2082.00,12,0.14114384516721623,0.13552161184398653,0.1400478213727688,Tax Preparers,Business and Financial Operations,0.2
13-2099.01,21,0.11232141978002327,0.09242059866075819,0.1078129215270106,Financial Quantitative Analysts,Business and Financial Operations,0.1
13-2099.04,23,0.13025812447832036,0.11959267571818423,0.12606062271700305,"Fraud Examiners, Investigators and Analysts",Business and Financial Operations,0.1
15-1211.00,22,0.1530878806583658,0.15176229852012113,0.15322642154505847,Computer Systems Analysts,Computer and Mathematical,0.0
15-1211.01,17,0.10652656506231002,0.09448380971046055,0.10478400760909434,Health Informatics Specialists,Computer and Mathematical,0.1
15-1212.00,11,0.1129365885880189,0.09122402037454341,0.11276571350019989,Information Security Analysts,Computer and Mathematical,0.3
15-1221.00,15,0.1830747751276514,0.1867843731567449,0.18637353373909893,Computer and Information Research Scientists,Computer and Mathematical,0.1
15-1231.00,26,0.1699043092714314,0.16577792015443749,0.1707931349134496,Computer Network Support Specialists,Computer and Mathematical,0.2
15-1232.00,16,0.12204640502609167,0.11369409689206386,0.12254460973540263,Computer User Support Specialists,Computer and Mathematical,0.1
15-1241.00,33,0.1692746173536636,0.16224839874701755,0.1700128049538741,Computer Network Architects,Computer and Mathematical,0.1
15-1241.01,26,0.15211361088938496,0.14734953799744743,0.15160951388520677,Telecommunications Engineering Specialists,Computer and Mathematical,0.0
15-1242.00,18,0.12542976858078467,0.11016012086886888,0.1261737473074251,Database Administrators,Computer and Mathematical,0.3
15-1243.00,25,0.12193775856981101,0.09962607690563648,0.1200027940810246,Database Architects,Computer and Mathematical,0.3
15-1243.01,18,0.10446561581299979,0.0932114197523397,0.10459942833366864,Data Warehousing Specialists,Computer and Mathematical,0.3
15-1244.00,20,0.14246155101649022,0.11116674065539706,0.14072197670321476,Network and Computer Systems Administrators,Computer and Mathematical,0.1
15-1251.00,17,0.132769855869508,0.12044495288621973,0.12823366987136228,Computer Programmers,Computer and Mathematical,0.1
15-1252.00,17,0.19283078586282273,0.17071918951504747,0.18000020510317763,Software Developers,Computer and Mathematical,0.3
15-1253.00,27,0.10124089578571285,0.09073713298835406,0.10002476030218095,Software Quality Assurance Analysts and Testers,Computer and Mathematical,0.4
15-1254.00,27,0.14431500259426128,0.1378183803364529,0.1443917365265499,Web Developers,Computer and Mathematical,0.2
15-1255.01,24,0.10436140369496615,0.08633888785909313,0.10429406321717252,Video Game Designers,Computer and Mathematical,0.1
15-1299.01,35,0.13392219116062654,0.1236321196874828,0.13293359916372705,Web Administrators,Computer and Mathematical,0.3
15-1299.03,23,0.1113644043774013,0.09839497603390217,0.11176342633569657,Document Management Specialists,Computer and Mathematical,0.3
15-1299.05,20,0.1275433021136109,0.11696104146107683,0.12815672285705068,Information Security Engineers,Computer and Mathematical,0.5
15-1299.08,28,0.15091926853814444,0.14407893780283604,0.1501470091815242,Computer Systems Engineers/Architects,Computer and Mathematical,0.1
15-1299.09,21,0.11762256584833507,0.12346835148521136,0.11806547099552465,Information Technology Project Managers,Computer and Mathematical,0.0
15-2011.00,15,0.12441269456150186,0.11330508605415585,0.12761565816099907,Actuaries,Computer and Mathematical,0.0
15-2021.00,12,0.17115181266567517,0.1753942969645466,0.173010750245331,Mathematicians,Computer and Mathematical,0.1
15-2031.00,17,0.16550296629447928,0.14295015302866385,0.16644461132101848,Operations Research Analysts,Computer and Mathematical,0.3
15-2041.00,19,0.13552797009675976,0.1477299937905051,0.1373531813068893,Statisticians,Computer and Mathematical,0.4
15-2041.01,25,0.16059689927978688,0.15703032650319068,0.16168974858976753,Biostatisticians,Computer and Mathematical,0.1
15-2051.01,17,0.09578767064355094,0.0840632617172248,0.09656220251623712,Business Intelligence Analysts,Computer and Mathematical,0.3
15-2051.02,21,0.12168920031282206,0.10794198000202507,0.12358006380922097,Clinical Data Managers,Computer and Mathematical,0.3
15-2099.01,19,0.12677985487799234,0.0936504353293236,0.13141888598417828,Bioinformatics Technicians,Computer and Mathematical,0.3
17-1011.00,24,0.11692769976827888,0.12173538545391813,0.11909822801267997,"Architects, Except Landscape and Naval",Architecture and Engineering,0.2
17-1012.00,19,0.1586694376567852,0.16490696355616064,0.15847418799084165,Landscape Architects,Architecture and Engineering,0.1
17-1021.00,14,0.09899879024186573,0.0971358271566663,0.09935418303749097,Cartographers and Photogrammetrists,Architecture and Engineering,0.3
17-1022.00,24,0.14116905791371262,0.14046207572526115,0.13933395032225027,Surveyors,Architecture and Engineering,0.0
17-1022.01,16,0.1379366259313509,0.12981873562239338,0.13895274353360731,Geodetic Surveyors,Architecture and Engineering,0.2
17-2011.00,14,0.1621469595747567,0.15438459761050377,0.15120301310012443,Aerospace Engineers,Architecture and Engineering,0.4
17-2021.00,14,0.18760818202801982,0.16144240677885138,0.1876950256103444,Agricultural Engineers,Architecture and Engineering,0.1
17-2031.00,30,0.16516097394848794,0.1672400537962358,0.16151429292108138,Bioengineers and Biomedical Engineers,Architecture and Engineering,0.2
17-2041.00,14,0.14524483444827546,0.13664145096449265,0.14301089052311855,Chemical Engineers,Architecture and Engineering,0.5
17-2051.00,16,0.1740854108743377,0.18036345183851743,0.16942978642693093,Civil Engineers,Architecture and Engineering,0.3
17-2051.01,26,0.14750863056468275,0.13287029472086248,0.14844578395782523,Transportation Engineers,Architecture and Engineering,0.3
17-2051.02,28,0.11515970451791255,0.12186041006485757,0.11693117711907988,Water/Wastewater Engineers,Architecture and Engineering,0.4
17-2061.00,18,0.1861718442418892,0.1672865335701812,0.1842771130438555,Computer Hardware Engineers,Architecture and Engineering,0.3
17-2071.00,22,0.16829468207610898,0.16676049074871835,0.1694181006264726,Electrical Engineers,Architecture and Engineering,0.3
17-2072.00,20,0.14047512686857502,0.1294801238591482,0.14156921750800533,"Electronics Engineers, Except Computer",Architecture and Engineering,0.4
17-2072.01,21,0.09099670523095602,0.07850370366976916,0.09077174878722168,Radio Frequency Identification Device Specialists,Architecture and Engineering,0.2
17-2081.00,29,0.1382524615768795,0.13602521715555785,0.13797882512066387,Environmental Engineers,Architecture and Engineering,0.0
17-2111.02,14,0.16348051064124194,0.16203041535213153,0.1652213899693245,Fire-Prevention and Protection Engineers,Architecture and Engineering,0.1
17-2112.00,20,0.13944455552147667,0.129392669241362,0.14108731815647022,Industrial Engineers,Architecture and Engineering,0.4
17-2112.01,26,0.1490146196383914,0.14137385346003845,0.14975633688212067,Human Factors Engineers and Ergonomists,Architecture and Engineering,0.0
17-2112.02,21,0.15033293064950567,0.15455905829347286,0.14969367430101624,Validation Engineers,Architecture and Engineering,0.1
17-2112.03,24,0.18194429009567958,0.16034337892414094,0.1792567055953098,Manufacturing Engineers,Architecture and Engineering,0.5
17-2121.00,30,0.16339644855897964,0.16252297163714058,0.156893997721565,Marine Engineers and Naval Architects,Architecture and Engineering,0.5
17-2131.00,21,0.2159438540223778,0.21929767559523397,0.2111570782644787,Materials Engineers,Architecture and Engineering,0.3
17-2141.00,28,0.17912031317495572,0.17452972358605678,0.17546356478786942,Mechanical Engineers,Architecture and Engineering,0.5
17-2141.01,26,0.13197407549347714,0.12782778487407553,0.1323512277178678,Fuel Cell Engineers,Architecture and Engineering,0.4
17-2141.02,25,0.1426989747312294,0.1268709947723895,0.14162951863445639,Automotive Engineers,Architecture and Engineering,0.4
17-2151.00,18,0.15270166769452193,0.1435589539714886,0.14442906039871817,"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering,0.6
17-2161.00,20,0.14234815106302703,0.13816823950026752,0.14386480327484868,Nuclear Engineers,Architecture and Engineering,0.1
17-2171.00,23,0.17888201049396962,0.1751518881296466,0.1755370530225998,Petroleum Engineers,Architecture and Engineering,0.4
17-2199.03,21,0.15500608163318144,0.14207020980579974,0.15524675872716984,"Energy Engineers, Except Wind and Solar",Architecture and Engineering,0.0
17-2199.05,23,0.15655341350055613,0.1375454444472812,0.15735644279692698,Mechatronics Engineers,Architecture and Engineering,0.3
17-2199.06,25,0.1368881004123497,0.13177558055246524,0.13505050978514418,Microsystems Engineers,Architecture and Engineering,0.6
17-2199.07,26,0.16053307709183265,0.15204447232378432,0.1615840805983345,Photonics Engineers,Architecture and Engineering,0.3
17-2199.08,24,0.1398089801458048,0.12032760278827725,0.1416905065342247,Robotics Engineers,Architecture and Engineering,0.0
17-2199.09,25,0.15164208916728505,0.13104131155933038,0.15442573274980334,Nanosystems Engineers,Architecture and Engineering,0.0
17-2199.10,16,0.13712181886229238,0.11997471945438512,0.1377678300561963,Wind Energy Engineers,Architecture and Engineering,0.5
17-2199.11,13,0.08355390725774323,0.06670576689189585,0.076845224637577,Solar Energy Systems Engineers,Architecture and Engineering,0.3
17-3012.00,27,0.11521774889028785,0.10462637432037651,0.1125753173663695,Electrical and Electronics Drafters,Architecture and Engineering,0.5
17-3013.00,15,0.13856035802963323,0.12703987072735987,0.13158888543559663,Mechanical Drafters,Architecture and Engineering,0.4
17-3021.00,11,0.13990702824539603,0.1492558110040011,0.1448804163169888,Aerospace Engineering and Operations Technologists and Technicians,Architecture and Engineering,0.7
17-3022.00,14,0.17692554254382306,0.20084385400869914,0.17185728727072241,Civil Engineering Technologists and Technicians,Architecture and Engineering,0.1
17-3024.00,26,0.1879988852285033,0.17582147845415447,0.18111860300825355,Electro-Mechanical and Mechatronics Technologists and Technicians,Architecture and Engineering,0.5
17-3024.01,22,0.1609257107845053,0.1397739519289785,0.16204845508575338,Robotics Technicians,Architecture and Engineering,0.0
17-3025.00,26,0.1669019351021217,0.13609477006870585,0.16776883741107496,Environmental Engineering Technologists and Technicians,Architecture and Engineering,0.2
17-3026.00,7,0.12842899851210818,0.09412986201489568,0.1304255346873665,Industrial Engineering Technologists and Technicians,Architecture and Engineering,0.6
17-3026.01,25,0.1560716929663217,0.14255939182793012,0.15460170788222577,Nanotechnology Engineering Technologists and Technicians,Architecture and Engineering,0.3
17-3027.00,26,0.1698852256444806,0.16038590429070082,0.1777859153652922,Mechanical Engineering Technologists and Technicians,Architecture and Engineering,0.7
17-3027.01,18,0.17224496730344901,0.1809868468303545,0.17349057934234632,Automotive Engineering Technicians,Architecture and Engineering,0.7
17-3029.01,16,0.15595865900157996,0.13279734818971317,0.1600227345404396,Non-Destructive Testing Specialists,Architecture and Engineering,0.6
17-3029.08,24,0.14709679151381758,0.13959625806371923,0.14970542377132776,Photonics Technicians,Architecture and Engineering,0.1
19-1011.00,9,0.13996073573916168,0.12550469255742297,0.1413743142499039,Animal Scientists,"Life, Physical, and Social Science",0.2
19-1012.00,13,0.11821304460805318,0.1009943094981252,0.11841677632779728,Food Scientists and Technologists,"Life, Physical, and Social Science",0.0
19-1013.00,27,0.1163252725898328,0.12206060134655809,0.12091724111157612,Soil and Plant Scientists,"Life, Physical, and Social Science",0.0
19-1021.00,24,0.1599576597613537,0.12417300307088508,0.16741668285909664,Biochemists and Biophysicists,"Life, Physical, and Social Science",0.2
19-1022.00,14,0.14466547252150055,0.13503187235465525,0.14815280273019552,Microbiologists,"Life, Physical, and Social Science",0.3
19-1023.00,14,0.17490409868775933,0.18792945073985762,0.1726767050284793,Zoologists and Wildlife Biologists,"Life, Physical, and Social Science",0.1
19-1029.01,20,0.10421836476493326,0.09248143406904477,0.10385687418414366,Bioinformatics Scientists,"Life, Physical, and Social Science",0.2
19-1029.02,22,0.16075294860736863,0.17553251324915478,0.16357761373997795,Molecular and Cellular Biologists,"Life, Physical, and Social Science",0.2
19-1029.03,24,0.1581474902587917,0.13831821260071192,0.15782313134164014,Geneticists,"Life, Physical, and Social Science",0.1
19-1029.04,22,0.16347599470678437,0.14785840684492185,0.16623136700116733,Biologists,"Life, Physical, and Social Science",0.1
19-1031.00,30,0.16982253624295163,0.16157629234342913,0.17054918352679285,Conservation Scientists,"Life, Physical, and Social Science",0.0
19-1031.02,16,0.12667276006155148,0.12060417359809417,0.12464545165364814,Range Managers,"Life, Physical, and Social Science",0.1
19-1031.03,20,0.14910237510490465,0.14478359041065586,0.14702725905687974,Park Naturalists,"Life, Physical, and Social Science",0.0
19-1032.00,25,0.1720446152883928,0.15030194797251645,0.16869431673156318,Foresters,"Life, Physical, and Social Science",0.2
19-1041.00,16,0.1447232761438127,0.15039393782324673,0.14074590203479984,Epidemiologists,"Life, Physical, and Social Science",0.2
19-1042.00,14,0.1610997831935705,0.15937610374503636,0.16782309497154027,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",0.3
19-2011.00,17,0.18254329196519842,0.17265477068229287,0.1802858751925766,Astronomers,"Life, Physical, and Social Science",0.2
19-2012.00,10,0.1863112289981017,0.14555761981619342,0.18422456381831678,Physicists,"Life, Physical, and Social Science",0.2
19-2021.00,27,0.13207569725325433,0.11302981338577824,0.1333829109289354,Atmospheric and Space Scientists,"Life, Physical, and Social Science",0.3
19-2031.00,12,0.13886531737732782,0.13312049598477615,0.13895219453693952,Chemists,"Life, Physical, and Social Science",0.0
19-2032.00,16,0.19598148828622092,0.19038419534511153,0.19066003439046386,Materials Scientists,"Life, Physical, and Social Science",0.0
19-2041.00,22,0.139203826013712,0.11337111911992842,0.1432692233059251,"Environmental Scientists and Specialists, Including Health","Life, Physical, and Social Science",0.2
19-2041.01,14,0.13372294722001116,0.11982167495128226,0.13470525409336823,Climate Change Policy Analysts,"Life, Physical, and Social Science",0.0
19-2041.02,23,0.11709737987038812,0.10336557096809372,0.11716444246638658,Environmental Restoration Planners,"Life, Physical, and Social Science",0.2
19-2041.03,38,0.12253011187456411,0.11740419500328299,0.12563060712604796,Industrial Ecologists,"Life, Physical, and Social Science",0.2
19-2042.00,32,0.16263128519732736,0.1609439761884901,0.15910987476220037,"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",0.3
19-2043.00,25,0.14063640274440078,0.1266629224339834,0.14090354254825155,Hydrologists,"Life, Physical, and Social Science",0.1
19-2099.01,24,0.14127076020790652,0.1285193697735377,0.14107600491087954,Remote Sensing Scientists and Technologists,"Life, Physical, and Social Science",0.0
19-3011.00,14,0.13443124878444632,0.12401426960637299,0.13144235530893236,Economists,"Life, Physical, and Social Science",0.0
19-3011.01,20,0.14365300942483403,0.14189244151878033,0.14392946824507916,Environmental Economists,"Life, Physical, and Social Science",0.1
19-3022.00,16,0.12876462572960484,0.12147621938980034,0.1275319620754005,Survey Researchers,"Life, Physical, and Social Science",0.0
19-3032.00,25,0.12287020771429046,0.13004589178220483,0.12002339348044919,Industrial-Organizational Psychologists,"Life, Physical, and Social Science",0.2
19-3033.00,30,0.1589558495941832,0.14167617772411906,0.16105039040073696,Clinical and Counseling Psychologists,"Life, Physical, and Social Science",0.1
19-3034.00,19,0.16277649880643694,0.1675580928470691,0.1650275736130851,School Psychologists,"Life, Physical, and Social Science",0.1
19-3039.02,14,0.15213807979527624,0.14420849900825594,0.15341435492671784,Neuropsychologists,"Life, Physical, and Social Science",0.1
19-3039.03,18,0.15325780466953934,0.14407817057371347,0.15524374745311917,Clinical Neuropsychologists,"Life, Physical, and Social Science",0.1
19-3041.00,15,0.14330767418980545,0.1423011672103082,0.14354428464788552,Sociologists,"Life, Physical, and Social Science",0.3
19-3051.00,19,0.1501039090222723,0.14592174501415056,0.15004220536070656,Urban and Regional Planners,"Life, Physical, and Social Science",0.3
19-3091.00,30,0.21106835121170783,0.21580036261443167,0.20580587972494935,Anthropologists and Archeologists,"Life, Physical, and Social Science",0.1
19-3092.00,12,0.1659944909914949,0.13755252427614062,0.16769603571894237,Geographers,"Life, Physical, and Social Science",0.3
19-3093.00,21,0.14160998487781967,0.13861305844251395,0.13782603105981905,Historians,"Life, Physical, and Social Science",0.0
19-3094.00,14,0.1551422611518407,0.17030357929101703,0.15720906224525058,Political Scientists,"Life, Physical, and Social Science",0.3
19-3099.01,22,0.1372935314349232,0.12700625974988095,0.13737338153986925,Transportation Planners,"Life, Physical, and Social Science",0.3
19-4012.00,26,0.18254489184247485,0.17866577855536858,0.19096375194094953,Agricultural Technicians,"Life, Physical, and Social Science",0.0
19-4012.01,22,0.12054503171430767,0.11978549655382666,0.12033648963813842,Precision Agriculture Technicians,"Life, Physical, and Social Science",0.1
19-4013.00,16,0.20404544125363278,0.216500160401835,0.20330555775579773,Food Science Technicians,"Life, Physical, and Social Science",0.2
19-4021.00,17,0.198611673028291,0.2276707362765617,0.19670249543570958,Biological Technicians,"Life, Physical, and Social Science",0.1
19-4031.00,16,0.17241311718290145,0.174594527121811,0.1842800083668723,Chemical Technicians,"Life, Physical, and Social Science",0.1
19-4042.00,25,0.1743762235970858,0.15823521494589365,0.17638267477700573,"Environmental Science and Protection Technicians, Including Health","Life, Physical, and Social Science",0.3
