onet_code,Title,Job Family,pc1,pc2,xi,r,chi,sector,zone,sector_zone,n_tasks_used,RT_sum_used
11-3071.04,Supply Chain Managers,Management,0.017505293488247513,-0.010480231000149358,5.743730152262849,0.020402709181041923,0.05573711961959661,32,Z1,32-Z1,30,2580.94
11-3111.00,Compensation and Benefits Managers,Management,0.10422611080435389,0.042417771534230514,0.3865076904219105,0.11252710569161384,0.30740705534382257,2,Z1,02-Z1,22,1642.86
11-3121.00,Human Resources Managers,Management,0.09994653548932844,0.04038419506649743,0.3839997317638623,0.10779699980745525,0.29448512055862847,2,Z1,02-Z1,26,2408.85
11-3131.00,Training and Development Managers,Management,0.11979315075285558,0.005500417545734931,0.04588373315595415,0.11991936274211022,0.3276015849931092,0,Z1,00-Z1,12,1109.66
11-9021.00,Construction Managers,Management,0.011357593399669515,0.02284056922563949,1.1093469122538882,0.02550855798322293,0.06968552730023797,6,Z1,06-Z1,25,2244.21
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Management,0.1290428529407003,0.10192529458068789,0.6685250066435782,0.16444094250044666,0.4492278158345314,3,Z2,03-Z2,17,1447.94
11-9032.00,"Education Administrators, Kindergarten through Secondary",Management,0.13568867549634675,0.07353109320834282,0.4966111138243599,0.1543315856406811,0.4216105799287473,2,Z2,02-Z2,32,2475.88
11-9033.00,"Education Administrators, Postsecondary",Management,0.15751165081492896,0.03110634627429694,0.19497709008531716,0.16055380693393906,0.4386087486250973,1,Z2,01-Z2,27,1791.44
11-9041.00,Architectural and Engineering Managers,Management,0.05886439436161648,0.037138044466404174,0.5628368183640138,0.06960065567470267,0.19013847800898512,3,Z1,03-Z1,19,1531.61
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Management,0.028768298618772985,-0.02453333694586515,5.577073338774775,0.037808724219659244,0.10328772349770214,31,Z1,31-Z1,18,1181.24
11-9051.00,Food Service Managers,Management,0.03142775642858604,0.015368432528846275,0.4548156151239024,0.03498417631627521,0.0955714852782954,2,Z1,02-Z1,28,2054.41
11-9071.00,Gambling Managers,Management,0.03487236816432332,-0.061017639300102657,5.2315986652748885,0.07027968673198211,0.19199348828870683,29,Z1,29-Z1,19,1333.42
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Management,0.04497924034327411,-0.014051057589480494,5.980400803360431,0.047122863678271024,0.12873254558243952,34,Z1,34-Z1,17,1372.49
11-9081.00,Lodging Managers,Management,0.060048123571638766,-0.0014605005720933117,6.258867933174448,0.06006588221607907,0.16409091716334653,35,Z1,35-Z1,24,2037.48
11-9111.00,Medical and Health Services Managers,Management,0.11175766908413728,0.05421239725036032,0.45164767460236943,0.12421256222601001,0.3393299574882316,2,Z2,02-Z2,18,1575.01
11-9121.00,Natural Sciences Managers,Management,0.08899375207388772,0.046419989547492435,0.48078540774119033,0.10037282170875692,0.2742033874273813,2,Z1,02-Z1,16,1333.0
11-9121.01,Clinical Research Coordinators,Management,0.12638220377947082,-0.023927683584750198,6.096072074620623,0.1286273511889583,0.3513904940738223,34,Z2,34-Z2,33,2480.37
11-9121.02,Water Resource Specialists,Management,0.04529452090561494,-0.007764771487699682,6.113407108806834,0.04595525323970463,0.1255428102337665,35,Z1,35-Z1,21,1954.51
11-9131.00,Postmasters and Mail Superintendents,Management,0.06807967194551891,-0.02112639372185227,5.982288926279827,0.07128229965356192,0.1947324753441207,34,Z1,34-Z1,13,916.33
11-9141.00,"Property, Real Estate, and Community Association Managers",Management,0.039201754019999445,0.04654526101324362,0.8708312481363125,0.06085424258862745,0.16624459861800886,4,Z1,04-Z1,27,2085.0
11-9151.00,Social and Community Service Managers,Management,0.14981946023744255,0.010319653652306844,0.06877196915437869,0.1501744516132561,0.4102539177078015,0,Z2,00-Z2,16,1246.43
11-9161.00,Emergency Management Directors,Management,0.09116408282653178,0.009234478022091661,0.10095079866159469,0.09163059304589947,0.25032093924857196,0,Z1,00-Z1,23,2177.26
11-9171.00,Funeral Home Managers,Management,0.056695698415587935,-0.0030783360810120917,6.228942807347517,0.05677920721407583,0.1551122175155757,35,Z1,35-Z1,23,2089.28
11-9179.01,Fitness and Wellness Coordinators,Management,0.09476215613084739,0.049237064483848736,0.4791931459977697,0.10679023716404874,0.29173479709000644,2,Z1,02-Z1,24,2192.29
11-9179.02,Spa Managers,Management,0.06438788104390616,-0.0607272534614956,5.527036871175711,0.08850761853253616,0.2417894446085355,31,Z1,31-Z1,21,1905.82
11-9199.01,Regulatory Affairs Managers,Management,0.09249749923916649,-0.04520212049609699,5.828630777027612,0.10295153744769078,0.28124804930686575,33,Z1,33-Z1,27,2504.33
11-9199.02,Compliance Managers,Management,0.0992079465943748,-0.07400077428538046,5.642303218430149,0.12376724632271718,0.3381134217061402,32,Z2,32-Z2,29,2102.27
11-9199.08,Loss Prevention Managers,Management,0.053274578742158456,-0.05095560351023519,5.520032070006798,0.07372010763181734,0.20139219850578222,31,Z1,31-Z1,27,2454.5099999999998
11-9199.09,Wind Energy Operations Managers,Management,-0.025462256903821184,-0.009462430060198418,3.4974017916739712,0.02716365419600861,0.07420700014854456,20,Z1,20-Z1,16,1537.22
11-9199.10,Wind Energy Development Managers,Management,0.009497591993685033,0.022288054934628716,1.1679695886916939,0.024227291355979882,0.06618530041205585,6,Z1,06-Z1,15,1386.99
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Management,0.040176933015273315,-0.0432968426373662,5.460428607905694,0.059066086114441425,0.16135962523452937,31,Z1,31-Z1,23,2011.66
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",Business and Financial Operations,0.10300558920044696,0.03154242897645947,0.29715391252836243,0.10772685938180053,0.2942935075105672,1,Z1,01-Z1,14,1080.63
13-1021.00,"Buyers and Purchasing Agents, Farm Products",Business and Financial Operations,-0.007140011307380369,0.02724425254005926,1.8271061139799873,0.028164322429912014,0.07694067461097476,10,Z1,10-Z1,12,825.91
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Business and Financial Operations,0.031454129757311176,-0.016499130029349343,5.800094473500754,0.03551877771707728,0.09703193555285972,33,Z1,33-Z1,20,1397.38
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Business and Financial Operations,0.03442417167137126,0.03727512325155851,0.82513984416407,0.050739121086977035,0.13861161458135401,4,Z1,04-Z1,19,1805.0
13-1031.00,"Claims Adjusters, Examiners, and Investigators",Business and Financial Operations,0.07458028646531942,-0.010901396209882267,6.138043225002282,0.07537280390548001,0.20590711508291953,35,Z1,35-Z1,27,2182.39
13-1032.00,"Insurance Appraisers, Auto Damage",Business and Financial Operations,-0.05710088931379238,-0.0869520759233972,4.131322483098421,0.10402487715837111,0.2841802512667036,23,Z1,23-Z1,7,649.87
13-1041.01,Environmental Compliance Inspectors,Business and Financial Operations,0.031277648919276604,0.02195157635869479,0.6119527543361263,0.03821207958943262,0.1043896294404264,3,Z1,03-Z1,26,1820.0
13-1041.03,Equal Opportunity Representatives and Officers,Business and Financial Operations,0.1272459524245343,-0.007124249481622791,6.227255674174869,0.12744523270449643,0.34816112493522716,35,Z2,35-Z2,18,1277.5
13-1041.04,Government Property Inspectors and Investigators,Business and Financial Operations,0.042150339220565505,0.026295965568827927,0.557780058315167,0.04968026672236902,0.13571898439895022,3,Z1,03-Z1,13,704.07
13-1041.06,Coroners,Business and Financial Operations,0.061773020242919224,-0.023810123371715865,5.915288663917312,0.06620293048580582,0.18085640602493555,33,Z1,33-Z1,20,1888.42
13-1041.07,Regulatory Affairs Specialists,Business and Financial Operations,0.07725801726502428,-0.039300675624217914,5.8126068588689455,0.08667954970027697,0.23679543669162786,33,Z1,33-Z1,30,2525.0
13-1041.08,Customs Brokers,Business and Financial Operations,0.013368391532996871,-0.07234158942700555,4.895122891084153,0.07356642884498978,0.20097237127360457,28,Z1,28-Z1,23,2185.0
13-1051.00,Cost Estimators,Business and Financial Operations,0.028071408694818945,-0.020396914787045983,5.654823817217701,0.03469925242626377,0.09479311624900956,32,Z1,32-Z1,14,1286.35
13-1071.00,Human Resources Specialists,Business and Financial Operations,0.10510446407838218,0.0655964367401817,0.5579569343793942,0.12389447478484499,0.3384609906466035,3,Z2,03-Z2,26,1974.25
13-1074.00,Farm Labor Contractors,Business and Financial Operations,0.009918766457650068,-0.0660437452828764,4.8614596533474925,0.06678441598929247,0.1824449365861128,27,Z1,27-Z1,7,617.06
13-1075.00,Labor Relations Specialists,Business and Financial Operations,0.0893008319677601,-0.013590926520441332,6.1321516923983115,0.09032913081513716,0.2467655410221546,35,Z1,35-Z1,28,2151.18
13-1081.00,Logisticians,Business and Financial Operations,0.048352890486491475,-0.018667428412679345,5.914748022444946,0.05183121551672453,0.14159505160075198,33,Z1,33-Z1,22,2049.97
13-1081.01,Logistics Engineers,Business and Financial Operations,0.02289030402617324,-0.018662636105638303,5.599179980115327,0.02953404822949467,0.0806825585960842,32,Z1,32-Z1,30,2686.34
13-1081.02,Logistics Analysts,Business and Financial Operations,0.012725870948391982,-0.04452046764773988,4.990807778923866,0.04630356175251079,0.12649433647817526,28,Z1,28-Z1,31,2445.44
13-1111.00,Management Analysts,Business and Financial Operations,0.07881720060016403,0.009011733174994485,0.11384276798214572,0.07933071564825186,0.21671953211504896,0,Z1,00-Z1,11,1023.11
13-1121.00,"Meeting, Convention, and Event Planners",Business and Financial Operations,0.10285397242360482,-0.024746212591806184,6.0470772464081515,0.10578901020878552,0.288999596285217,34,Z1,34-Z1,21,1615.28
13-1131.00,Fundraisers,Business and Financial Operations,0.13358047116019656,-0.03652604961339942,6.016271347714943,0.13848427555408815,0.37831812253460806,34,Z2,34-Z2,28,2405.48
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Business and Financial Operations,0.10339847293859347,0.06365916255803977,0.5518607226514851,0.12142377519919227,0.3317114125818643,3,Z2,03-Z2,22,1242.87
13-1151.00,Training and Development Specialists,Business and Financial Operations,0.11021742361575095,-0.006472172165420787,6.224530803476362,0.11040728907564365,0.30161603655080244,35,Z1,35-Z1,20,1803.54
13-1161.00,Market Research Analysts and Marketing Specialists,Business and Financial Operations,0.09646939797871786,0.00937059658461717,0.0968316488820942,0.09692343796382737,0.26478019207136083,0,Z1,00-Z1,13,1237.93
13-1161.01,Search Marketing Strategists,Business and Financial Operations,0.07959557935427632,-0.021151386803756566,6.0234522787244344,0.08235798331956062,0.2249895701192694,34,Z1,34-Z1,36,3182.6
13-1199.04,Business Continuity Planners,Business and Financial Operations,0.07698157669455433,-0.024640047536326374,5.973412334986304,0.08082880113531299,0.22081207537740621,34,Z1,34-Z1,21,1938.91
13-1199.05,Sustainability Specialists,Business and Financial Operations,0.08981925919098356,-0.01813825354745192,6.083923430862392,0.09163239363548645,0.25032585818734154,34,Z1,34-Z1,14,1382.6
13-1199.06,Online Merchants,Business and Financial Operations,0.016297601113098956,-0.02595125276801219,5.273148615181479,0.030644401156996764,0.08371587507337142,30,Z1,30-Z1,34,2487.66
13-1199.07,Security Management Specialists,Business and Financial Operations,0.02607486211052586,-0.029251510813343158,5.440433577152516,0.03918608578240584,0.10705046723438078,31,Z1,31-Z1,23,2080.0
13-2022.00,Appraisers of Personal and Business Property,Business and Financial Operations,0.0209728783082148,-0.06468463921674261,5.025926769583059,0.0679997365813379,0.18576500886739283,28,Z1,28-Z1,14,1300.0
13-2023.00,Appraisers and Assessors of Real Estate,Business and Financial Operations,0.038517334878862663,-0.011358022964487785,5.9964316077490905,0.04015706378499656,0.10970303246962335,34,Z1,34-Z1,28,2334.78
13-2031.00,Budget Analysts,Business and Financial Operations,0.0963530849202978,-0.06048524593106888,5.722613908620949,0.11376459004892517,0.3107876756839356,32,Z1,32-Z1,13,1133.43
13-2041.00,Credit Analysts,Business and Financial Operations,0.0863066996379141,0.037679853671342634,0.4116387114462061,0.09417333898234104,0.2572673370609457,2,Z1,02-Z1,11,885.0
13-2052.00,Personal Financial Advisors,Business and Financial Operations,0.11903764888935109,0.008006346564357671,0.06715779719782994,0.11930659427882866,0.3259275941111151,0,Z1,00-Z1,21,1891.06
13-2053.00,Insurance Underwriters,Business and Financial Operations,0.07108271879696498,-0.07781746689704228,5.452587998031885,0.10539597272116553,0.2879258772380026,31,Z1,31-Z1,7,670.0
13-2061.00,Financial Examiners,Business and Financial Operations,0.0921414527374166,0.011710622273270202,0.12641620740543222,0.09288264631559971,0.25374135965667316,0,Z1,00-Z1,17,1526.08
13-2071.00,Credit Counselors,Business and Financial Operations,0.11230192353159298,0.02253199200150257,0.1980085922522768,0.11454000476886463,0.31290599157113264,1,Z1,01-Z1,23,2135.31
13-2072.00,Loan Officers,Business and Financial Operations,0.08517068974928779,-0.00591448991052865,6.213853824808495,0.08537580209445286,0.23323379516575135,35,Z1,35-Z1,17,1402.33
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations,0.08140386221146932,-0.016806631042846576,6.079586117461792,0.08312070518200779,0.2270732110370746,34,Z1,34-Z1,21,1143.79
13-2082.00,Tax Preparers,Business and Financial Operations,0.07366901834286159,-0.020401153222659354,6.013025778694715,0.07644168572457898,0.208827138756329,34,Z1,34-Z1,12,1176.2
13-2099.01,Financial Quantitative Analysts,Business and Financial Operations,0.07762784470226383,-0.01649600346821783,6.073798848460925,0.07936120213014825,0.2168028165785563,34,Z1,34-Z1,21,1865.0
13-2099.04,"Fraud Examiners, Investigators and Analysts",Business and Financial Operations,0.09860185637510083,-0.063066172535181,5.714152875741844,0.1170455817143613,0.31975084931468256,32,Z1,32-Z1,23,2013.83
15-1211.00,Computer Systems Analysts,Computer and Mathematical,0.04612391538715301,0.011962807493332336,0.25377069987276163,0.047650019242008484,0.13017265495484936,1,Z1,01-Z1,22,1788.82
15-1211.01,Health Informatics Specialists,Computer and Mathematical,0.12203611449307603,0.048058109897108715,0.3751521925752892,0.131157901658458,0.3583035757126563,2,Z2,02-Z2,17,1661.91
15-1212.00,Information Security Analysts,Computer and Mathematical,0.05705342054339081,-0.032947769036179964,5.759481881682926,0.06588359644222884,0.17998403365381935,32,Z1,32-Z1,11,981.78
15-1221.00,Computer and Information Research Scientists,Computer and Mathematical,0.07014621072399294,0.025544249133426573,0.3492309535701466,0.07465252536066938,0.2039394228977639,2,Z1,02-Z1,15,1170.94
15-1231.00,Computer Network Support Specialists,Computer and Mathematical,0.0070009084377936235,-0.03164911338846915,4.930087349959422,0.032414180496050604,0.08855064489956647,28,Z1,28-Z1,26,2252.72
15-1232.00,Computer User Support Specialists,Computer and Mathematical,-0.0014516162762546502,0.07493070800646673,1.5901666858411292,0.0749447676103133,0.2047377845801153,9,Z1,09-Z1,16,1417.41
15-1241.00,Computer Network Architects,Computer and Mathematical,0.032720746993023735,-0.001233041531002004,6.245519346782484,0.03274397158560103,0.089451584340728,35,Z1,35-Z1,33,3085.0
15-1241.01,Telecommunications Engineering Specialists,Computer and Mathematical,0.014705250845671071,0.015658377444938896,0.8167782645590377,0.02148090283582794,0.05868258182153491,4,Z1,04-Z1,26,2237.39
15-1242.00,Database Administrators,Computer and Mathematical,0.04742151280235034,-0.002393955141993733,6.232745655304495,0.0474819007379165,0.1297133805962485,35,Z1,35-Z1,18,1607.67
15-1243.00,Database Architects,Computer and Mathematical,0.05751295869587787,-0.01239031354626197,6.070993249445648,0.058832476471150155,0.1607214389761811,34,Z1,34-Z1,25,2438.11
15-1243.01,Data Warehousing Specialists,Computer and Mathematical,0.04571116070124968,-0.012228520760698303,6.021789036893139,0.04731856858200914,0.12926718181790225,34,Z1,34-Z1,18,1747.81
15-1244.00,Network and Computer Systems Administrators,Computer and Mathematical,0.0036825273872911433,0.03407025399766871,1.4631280211032707,0.034268691475219916,0.09361688876770245,8,Z1,08-Z1,20,1733.96
15-1251.00,Computer Programmers,Computer and Mathematical,0.03507779359152272,0.06794921066594077,1.094244852448417,0.07646925417037799,0.20890245158599252,6,Z1,06-Z1,17,1377.2
15-1252.00,Software Developers,Computer and Mathematical,0.027304843355232443,0.05612017135732917,1.1179726358445166,0.06241016026120884,0.17049513067556007,6,Z1,06-Z1,17,1285.24
15-1253.00,Software Quality Assurance Analysts and Testers,Computer and Mathematical,0.04406983279972598,-0.04764178184688505,5.458859200073185,0.06489907195439693,0.1772944614671169,31,Z1,31-Z1,27,2579.42
15-1254.00,Web Developers,Computer and Mathematical,0.047579080165147024,-0.038016258188718795,5.609047066328524,0.06090159896121625,0.16637396907466295,32,Z1,32-Z1,27,2516.66
15-1255.01,Video Game Designers,Computer and Mathematical,0.049692172646962254,-0.04387320143469642,5.559898650937035,0.06628853465347496,0.18109026368035636,31,Z1,31-Z1,24,2330.0
15-1299.01,Web Administrators,Computer and Mathematical,0.06370328917729687,-0.07123121234591338,5.442055455395126,0.09556147060544282,0.26105950297567926,31,Z1,31-Z1,35,3193.68
15-1299.03,Document Management Specialists,Computer and Mathematical,0.07996661470287349,-0.024541239434666136,5.985416201932602,0.08364766523954768,0.22851278631608424,34,Z1,34-Z1,23,2025.94
15-1299.05,Information Security Engineers,Computer and Mathematical,0.06000331912526901,-0.04495841178209237,5.640154498832612,0.07497771066134959,0.20482778001944404,32,Z1,32-Z1,20,1863.1699999999998
15-1299.08,Computer Systems Engineers/Architects,Computer and Mathematical,0.024388600225158884,-0.005395271462787836,6.065470632787666,0.02497824603729799,0.06823679516846869,34,Z1,34-Z1,28,2612.11
15-1299.09,Information Technology Project Managers,Computer and Mathematical,0.09196891623776639,-0.04692122081314341,5.811422425102038,0.10324670704940207,0.28205440807288384,33,Z1,33-Z1,21,2066.2
15-2011.00,Actuaries,Computer and Mathematical,0.08833680910075307,0.008020172985250507,0.09054260300987735,0.08870014101914514,0.24231538696111077,0,Z1,00-Z1,15,1269.44
15-2021.00,Mathematicians,Computer and Mathematical,0.07609572632934962,0.021776512322084742,0.278723337919571,0.07915033830948028,0.2162267684718207,1,Z1,01-Z1,12,1100.0
15-2031.00,Operations Research Analysts,Computer and Mathematical,0.07484582070021958,-0.01057937982593958,6.142766570926484,0.07558981514589724,0.20649995701183216,35,Z1,35-Z1,17,1666.68
15-2041.00,Statisticians,Computer and Mathematical,0.0787411972635892,0.009124836412252407,0.11536929430136289,0.07926814483797281,0.2165485981127911,0,Z1,00-Z1,19,1804.78
15-2041.01,Biostatisticians,Computer and Mathematical,0.12389079524336716,-0.011264710498950913,6.1925101221081595,0.12440186031028275,0.3398470912606756,35,Z2,35-Z2,25,2266.67
15-2051.01,Business Intelligence Analysts,Computer and Mathematical,0.07208957198915955,-0.01462918143618809,6.082973439525096,0.07355895145441599,0.20095194417202922,34,Z1,34-Z1,17,1635.71
15-2051.02,Clinical Data Managers,Computer and Mathematical,0.07766828105586467,-0.021311680572123542,6.0153829329899695,0.08053911851380678,0.22002070621249095,34,Z1,34-Z1,21,1955.0
15-2099.01,Bioinformatics Technicians,Computer and Mathematical,0.07455347703757521,-0.008346378003021591,6.171697963983763,0.07501921729904663,0.204941169883986,35,Z1,35-Z1,19,1405.68
17-1011.00,"Architects, Except Landscape and Naval",Architecture and Engineering,0.0023225244318669535,0.01898670359288571,1.4490772895591628,0.019128226082434252,0.05225542430698312,8,Z1,08-Z1,24,2257.15
17-1012.00,Landscape Architects,Architecture and Engineering,0.016932624732951183,0.03146474018406302,1.0770995884619605,0.03573154985719959,0.09761319690008974,6,Z1,06-Z1,19,1860.0
17-1021.00,Cartographers and Photogrammetrists,Architecture and Engineering,0.0016653680546023016,0.005449423391696823,1.2742057963571143,0.005698216041820664,0.015566665501284346,7,Z1,07-Z1,14,1087.25
17-1022.00,Surveyors,Architecture and Engineering,0.006317596399326997,0.05102927641192756,1.4476197253515535,0.05141885914126933,0.14046855627012175,8,Z1,08-Z1,24,2106.32
17-1022.01,Geodetic Surveyors,Architecture and Engineering,0.008969076814230191,0.0044985364664808306,0.46489539127543683,0.010034000659747808,0.027411374150014444,2,Z1,02-Z1,16,1511.1399999999999
17-2011.00,Aerospace Engineers,Architecture and Engineering,-0.00496594787468367,0.08435912353278573,1.629595226144596,0.08450516174479449,0.23085533724215132,9,Z1,09-Z1,14,1018.15
17-2021.00,Agricultural Engineers,Architecture and Engineering,-0.00705023078858889,0.05774243591983699,1.6922928664373462,0.05817125286710652,0.15891507596885432,9,Z1,09-Z1,14,1182.63
17-2031.00,Bioengineers and Biomedical Engineers,Architecture and Engineering,0.03625937961047988,0.0375886047118418,0.8033956970266454,0.0522268686972518,0.14267591632588433,4,Z1,04-Z1,30,2482.61
17-2041.00,Chemical Engineers,Architecture and Engineering,-0.03606605974668083,-0.02285552211495187,3.706432801981203,0.04269819149329636,0.11664500952714979,21,Z1,21-Z1,14,1269.56
17-2051.00,Civil Engineers,Architecture and Engineering,-0.022242897530437043,0.08056925266865717,1.8401586958888998,0.08358319786975994,0.2283366711997271,10,Z1,10-Z1,16,1176.2
17-2051.01,Transportation Engineers,Architecture and Engineering,-0.004593839336636269,0.03062760144362747,1.7196766667469614,0.030970200678079537,0.08460591015241234,9,Z1,09-Z1,26,2336.35
17-2051.02,Water/Wastewater Engineers,Architecture and Engineering,-0.006245945409086384,0.0062146593810186905,2.358705280226344,0.00881100591733832,0.024070337249132916,13,Z1,13-Z1,28,2304.13
17-2061.00,Computer Hardware Engineers,Architecture and Engineering,-0.02140809013226701,0.02276925444302004,2.325392869293717,0.03125292419922104,0.08537826810631484,13,Z1,13-Z1,18,1708.74
17-2071.00,Electrical Engineers,Architecture and Engineering,-0.02088398558111953,0.0671966326080217,1.872121814708015,0.07036709662626314,0.19223227891647332,10,Z1,10-Z1,22,1581.45
17-2072.00,"Electronics Engineers, Except Computer",Architecture and Engineering,-0.027914712351521754,0.11086686848701899,1.8174551131781782,0.11432713454725507,0.3123244622800948,10,Z1,10-Z1,20,1563.75
17-2072.01,Radio Frequency Identification Device Specialists,Architecture and Engineering,0.008697983726934531,-0.05695963783342314,4.863922701273302,0.0576199207134889,0.1574089198048058,27,Z1,27-Z1,21,1889.03
17-2081.00,Environmental Engineers,Architecture and Engineering,0.0593169246477655,0.022947804670582772,0.3691344564087584,0.06360109502884295,0.17374858456806758,2,Z1,02-Z1,29,2666.69
17-2111.02,Fire-Prevention and Protection Engineers,Architecture and Engineering,0.009336255700951627,-0.002636383258403768,6.007969869088179,0.009701349761695195,0.026502622144003743,34,Z1,34-Z1,14,1338.46
17-2112.00,Industrial Engineers,Architecture and Engineering,-0.025394561695893804,0.039689442601041534,2.139990080384041,0.04711831509835562,0.12872011954918117,12,Z1,12-Z1,20,1595.29
17-2112.01,Human Factors Engineers and Ergonomists,Architecture and Engineering,0.03568990712182691,0.029162756313150837,0.6850901060143633,0.04608943291194686,0.12590936883027057,3,Z1,03-Z1,26,2395.0
17-2112.02,Validation Engineers,Architecture and Engineering,0.02224835922395318,-0.00805449416323345,5.935836946443491,0.023661453133390273,0.06463951585874163,34,Z1,34-Z1,21,1992.63
17-2112.03,Manufacturing Engineers,Architecture and Engineering,-0.03281115705776754,-0.008755465105744221,3.4023607322510445,0.03395924317012076,0.0927715227408505,19,Z1,19-Z1,24,2220.0
17-2121.00,Marine Engineers and Naval Architects,Architecture and Engineering,-0.050945121953021366,0.04691652862818592,2.3973374702825527,0.06925724589765037,0.18920033437069375,13,Z1,13-Z1,30,2325.73
17-2131.00,Materials Engineers,Architecture and Engineering,-0.008134031253548484,0.027236434034425588,1.8610097549912732,0.02842509108772248,0.07765305519457534,10,Z1,10-Z1,21,1909.55
17-2141.00,Mechanical Engineers,Architecture and Engineering,-0.05337167147259893,0.06922473458314372,2.2275971011806788,0.08741052107089697,0.23879234006172564,12,Z1,12-Z1,28,1874.12
17-2141.01,Fuel Cell Engineers,Architecture and Engineering,-0.014582693653179263,-0.012670562356091056,3.8569440325181525,0.01931833596876466,0.05277477580002464,22,Z1,22-Z1,26,2486.35
17-2141.02,Automotive Engineers,Architecture and Engineering,-0.002900432978547646,-0.01519643159735113,4.523794459781285,0.015470748034791938,0.04226374674894042,25,Z1,25-Z1,25,2242.85
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering,-0.03616265013371612,0.0773700147510482,2.0080245019541128,0.08540407746279433,0.233311039201019,11,Z1,11-Z1,18,1202.01
